code,name,category,Annual,nYear,3G2H,PE Value,EPS GR Value,Price A5,Price A10,Price B,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EY avg,EY std,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,Revenue GR 3Y avg,Revenue GR 5Y avg,Revenue GR 10Y avg,NP GR 3Y avg,NP GR 5Y avg,NP GR 10Y avg,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,check NP,check EPS GR,check OCF,neg Revenue GR,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end,intrinsic 3Y,intrinsic 5Y,intrinsic 10Y,Price A3,EY level,DY level,Revenue Growth,EPS Growth,OCF Growth,ROE Health,D/E Health
0066,VSOLAR GROUP BERHAD,Software,2020-06-01,10,1.0,0.1,-0.0,-0.08,-0.08,0.03,0.015,0.01,0.075,0.0331,-2.0,-0.01,-66.67,0.0,0.0,-18.73,-27.0,0.0,0.01,-147.09,-12.5,-6.5,-9.5,,0.0,-10.07,7.65,-5.13,-7.33,-10.07,0.0,0.0,0.0,0.0,0.0,17.47,8.93,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+7+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,4,3,-0.02,-0.01,0,-2,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.0,0.0,1.0
0068,ASDION BERHAD,Software,2020-09-01,10,1.0,0.2,-0.0,-0.22,-0.22,0.36,0.415,0.105,0.875,0.021,-14.0,-0.03,-7.23,0.0,0.0,-142.86,-132.16,0.0,0.15,-56.43,-10.25,-3.38,-6.82,3.5,0.0,-10.88,14.83,-24.88,-18.88,-10.88,0.0,0.0,0.0,0.0,0.0,-30.77,-2.18,-7.32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9+10,2+4+5+6+7+9+10,6,4,0.08,-0.04,0,1,-0.3,-0.3,-0.3,-0.22,0,0,0.0,0.0,0.0,0.0,1.0
0069,VINVEST CAPITAL HOLDINGS BERHAD,Software,2018-12-01,6,1.0,0.0,0.0,0.0,0.0,0.88,0.46,0.3,2.05,0.64,111.0,0.0,0.0,0.0,0.0,0.66,-15.02,0.01,0.02,-10.08,-0.18,8.0,3.91,2.71,0.0,56.4,343.26,77.78,55.32,0.0,0.0,0.0,0.0,0.0,0.0,7.37,0.13,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+6,1,1+2+5+6,1+2+3,120,121,0.17,-0.17,24,-39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
0079,ORION IXL BERHAD,Software,2020-06-01,9,1.0,0.12,-0.0,-0.08,-0.08,0.09,0.065,0.055,0.17,0.1234,-10.0,-0.01,-15.38,0.0,0.0,-5.19,-3.86,0.0,0.01,-22.86,-19.0,-5.5,-12.25,,0.0,-5.73,6.25,-10.5,-7.97,0.0,0.0,0.0,0.0,0.0,0.0,16.1,7.5,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3+4+8+9,1+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,2+3+4+5+6+7+8+9,7,9,-0.01,-0.01,0,3,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.0,0.0,1.0
0086,YGL CONVERGENCE BERHAD,Software,2018-12-01,6,1.5,-0.0,0.0,0.0,0.0,0.2,0.235,0.12,0.355,0.051,313.0,0.0,0.0,0.0,0.0,1.57,-12.81,0.0,0.0,-20.01,-20.0,-4.75,-12.38,,0.0,-5.27,7.44,-1.67,-2.11,0.0,0.0,0.0,0.0,0.0,0.0,-19.42,-14.34,-8.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4,1+2+3+4+6,1+2+3+4+5+6,5+6,7,3,-0.02,-0.01,-1,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.0,1.0
0106,REXIT BERHAD,Software,2020-06-01,10,3.5,0.83,0.2,0.4,0.54,0.82,0.835,0.625,1.23,0.22,15.0,0.05,5.99,0.04,4.79,24.86,24.38,0.0,0.0,33.96,11.7,21.62,16.66,15.91,3.9,7.1,1.98,6.86,6.58,7.1,5.59,4.72,4.3,5.59,76.96,6.79,8.07,3.63,12.32,4.05,0.0,7.72,11.21,3.9,1,0,1,7+9+10,+,2+3+4+7+9+10,+,15,25,0.02,0.05,6,9,0.6,0.53,0.72,0.45,3,5,0.5,0.0,1.0,1.0,1.0
0107,EDUSPEC HOLDINGS BERHAD,Software,2020-02-01,9,1.0,-0.03,-0.0,-0.08,-0.08,0.03,0.015,0.015,0.05,0.021,-2.0,-0.01,-66.67,0.0,0.0,-46.19,-102.73,0.38,0.73,-142.02,-0.67,6.5,2.92,8.44,0.0,-54.27,138.6,-166.67,-80.92,0.0,0.0,0.0,0.0,0.0,0.0,-25.5,-7.34,14.47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+8+9,1+2+8+9,1+2+3+8+9,1+2+3+4+5,13,21,-0.11,-0.08,1,-8,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.0,0.0,1.0
0108,N2N CONNECT BERHAD,Software,2020-12-01,10,2.0,1.67,0.04,0.23,0.56,0.75,0.785,0.645,0.972,0.49,15.0,0.05,6.37,0.04,5.73,10.61,10.43,0.01,0.02,17.65,14.4,52.5,33.45,29.38,0.84,2.78,2.72,4.35,4.22,2.78,1.64,3.13,2.62,1.64,49.84,4.93,23.64,22.35,23.67,0.0,0.0,0.84,20.24,0.0,0,0,0,2,10,3+7+9+10,10,21,112,-0.01,0.05,-7,36,0.69,0.31,0.75,0.52,3,5,0.5,0.0,0.5,0.0,1.0
0119,APPASIA BERHAD,Software,2020-12-01,6,1.0,-0.0,0.0,0.0,0.0,0.17,0.17,0.102,0.303,0.0765,195.0,0.0,0.0,0.0,0.0,1.18,2.45,0.0,0.0,-27.45,-36.5,-14.0,-25.25,,0.0,-1.65,2.65,0.0,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,-19.58,49.13,21.17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+6,2+3+4+5+6,1+2+3+4+5+6,3+4+5+6,10,74,-0.01,0.0,-2,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
0132,TECHNODEX BHD,Software,2020-06-01,6,1.5,0.03,-0.0,-0.08,-0.08,0.15,0.14,0.06,0.335,0.04,-16.0,-0.01,-7.14,0.0,0.0,-22.25,-30.82,0.13,0.29,6.16,-3.0,-3.0,-3.0,,0.0,-5.56,12.42,-11.11,-6.67,0.0,0.0,0.0,0.0,0.0,0.0,21.92,26.82,14.95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1+2+3,1+2+3+4+5+6,1+3,13,55,0.0,-0.02,4,-4,-0.1,-0.1,-0.1,-0.08,0,0,0.5,0.0,0.0,0.0,1.0
0152,DGB ASIA BERHAD,Software,2020-12-01,7,0.0,0.09,-0.0,-0.08,-0.08,0.21,0.055,0.05,0.54,0.147,-4.0,-0.01,-18.18,0.0,0.0,-8.98,-25.98,0.85,2.42,-25.31,-18.0,-0.45,-9.22,,0.0,-91.63,77.46,-118.97,-86.24,0.0,0.0,0.0,0.0,0.0,0.0,1.72,-1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+4+5+7,1+2+3+4+5,1+2+3+4+5+6+7,1+2+3+4+6+7,15,13,-0.01,-0.11,0,-25,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.0,0.0,0.0
0156,MANAGEPAY SYSTEMS BERHAD,Software,2020-12-01,9,1.0,0.39,-0.0,-0.3,-0.3,0.17,0.25,0.095,0.32,0.09,-7.0,-0.04,-16.0,0.0,0.0,-40.67,-56.61,0.0,0.01,-79.84,-16.5,-3.0,-9.75,,0.0,-7.38,10.04,-17.78,-11.88,0.0,0.0,0.0,0.0,0.0,0.0,16.75,8.3,7.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6+9,1+2+3+4+5+6+9,1+2+3+4+5+6+7+9,2+3+4+5+6+8+9,7,13,0.0,-0.05,-5,4,-0.4,-0.4,-0.4,-0.3,0,0,0.0,0.0,0.0,0.0,1.0
0174,iDIMENSION CONSOLIDATED BHD,Software,2020-06-01,7,1.5,0.05,-0.0,-0.15,-0.15,0.08,0.065,0.05,0.13,0.05,-4.0,-0.02,-30.77,0.0,0.0,-36.4,-18.72,0.22,0.22,-24.39,-4.5,-0.42,-2.46,,0.0,-50.59,78.47,-91.11,-66.38,0.0,0.0,0.0,0.0,0.0,0.0,-37.06,-15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2,1+2+4+5+6,1+2+3+4+5+6+7,1+4+5+6+7,9,11,-0.02,-0.01,-2,0,-0.2,-0.2,-0.2,-0.15,0,0,0.5,0.0,0.0,0.0,1.0
0203,SECUREMETRIC BERHAD,Software,2020-12-01,6,1.5,0.08,-0.0,-0.08,-0.08,0.14,0.155,0.105,0.225,0.071,-23.0,-0.01,-6.45,0.0,0.0,-9.44,-12.54,0.0,0.0,3.63,-16.0,0.0,-8.0,,0.0,-2.08,2.95,-2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.41,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+6,1,1+3+6,2+3,17,27,0.01,-0.01,1,3,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.5,0.0,1.0
5195,CENSOF HOLDINGS BERHAD,Software,2020-03-01,10,2.5,0.39,0.0,0.4,0.4,0.26,0.47,0.11,0.565,0.1589,10.0,0.05,10.64,0.01,1.6,30.52,-77.16,0.0,0.2,-3.64,-10.5,26.0,7.75,15.12,0.0,-1.99,16.24,-19.41,-11.69,-1.99,0.21,0.0,0.0,0.21,8.77,-19.34,-12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+4+9+10,1+3+5,1+2+3+4+5+6+7+8+9+10,10,26,78,0.04,-0.14,0,3,0.54,0.54,0.54,0.4,4,2,0.0,0.0,0.5,1.0,1.0
7181,ARB BERHAD,Software,2020-12-01,10,2.0,0.04,0.0,0.52,0.52,0.32,0.255,0.245,0.46,0.37,4.0,0.07,27.45,0.0,0.0,19.3,31.1,0.0,0.0,-6.16,-3.83,4.83,0.5,3.63,0.0,-12.05,33.8,28.94,-0.7,-12.05,0.0,0.0,0.0,0.0,0.0,167.87,49.93,11.84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4+7+8+10,4+5+6+7+8+9+10,1+3+4+5+6+7+8+9+10,2,62,219,-0.1,0.09,11,5,0.7,0.7,0.7,0.52,5,0,0.0,0.0,0.0,1.0,1.0
0005,UCREST BERHAD,Technology Equipment,2020-05-01,10,1.0,-0.03,-0.0,-0.08,-0.08,0.3,0.315,0.12,0.665,0.08,-52.0,-0.01,-3.17,0.0,0.0,-7.63,-72.17,0.0,0.01,-105.93,-4.25,10.25,3.0,7.75,0.0,-9.84,18.02,1.27,-3.94,-9.84,0.0,0.0,0.0,0.0,0.0,29.04,20.91,11.09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+6+7+9+10,1+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+4+5+6+8+10,4,12,0.0,-0.04,0,-1,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.0,0.0,1.0
0036,KEY ALLIANCE GROUP BERHAD,Technology Equipment,2020-03-01,10,1.0,-0.02,0.0,0.08,0.08,0.06,0.03,0.03,0.12,0.0692,6.0,0.01,33.33,0.0,0.0,7.8,-24.04,0.08,0.24,-15.28,-3.25,-1.33,-2.29,3.33,0.0,-64.59,62.26,-47.22,-47.82,-64.59,0.0,0.0,0.0,0.0,0.0,0.0,-6.62,-6.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4+7+8+9+10,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9+10,2+4+5+6+10,78,40,0.03,-0.03,0,13,0.1,0.1,0.1,0.08,5,0,0.0,0.0,0.0,0.0,1.0
0060,VORTEX CONSOLIDATED BERHAD,Technology Equipment,2020-03-01,9,1.5,-0.15,-0.0,-0.15,-0.15,0.2,0.095,0.09,0.428,0.5363,-6.0,-0.02,-21.05,0.0,0.0,-3.19,-15.41,0.02,0.06,-7.49,-3.33,18.0,7.34,11.38,0.0,-89.2,120.17,-23.15,-15.68,0.0,0.0,0.0,0.0,0.0,0.0,1.38,-7.28,26.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+9,1+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,1+3+4+5+6+7+8+9,10,142,-0.31,-0.12,0,-5,-0.2,-0.2,-0.2,-0.15,0,0,0.5,0.0,0.0,0.0,1.0
0083,NOTION VTEC BERHAD,Technology Equipment,2020-09-01,10,1.0,0.0,0.0,0.0,0.0,1.13,0.63,0.53,2.34,0.8493,157.0,0.0,0.0,0.0,0.0,0.47,1.5,0.09,0.11,5.24,7.25,104.0,55.62,46.88,0.0,2.98,7.83,5.54,4.47,2.98,1.17,0.94,0.96,1.17,14.21,-4.1,0.25,0.74,0.0,-16.42,0.0,-25.22,0.0,-18.45,0,0,0,2+3+5+7+8,6+7,1+2+5+6+7+8,2,237,243,0.11,0.01,49,35,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
0085,MLABS SYSTEMS BERHAD,Technology Equipment,2020-06-01,9,1.0,0.09,-0.0,-0.22,-0.22,0.15,0.05,0.035,0.371,0.115,-2.0,-0.03,-60.0,0.0,0.0,-26.61,-47.83,0.0,0.01,-180.31,-5.75,-0.22,-2.98,,0.0,-105.95,128.6,-188.07,-126.32,0.0,0.0,0.0,0.0,0.0,0.0,29.71,29.75,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+5+6+8+9,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,1+2+3+4+5+7+8+9,3,8,-0.04,-0.16,0,-9,-0.3,-0.3,-0.3,-0.22,0,0,0.0,0.0,0.0,0.0,1.0
0090,ELSOFT RESEARCH BERHAD,Technology Equipment,2020-12-01,10,2.5,0.0,0.0,0.0,0.0,0.74,0.77,0.585,1.04,0.15,500.0,0.0,0.0,0.01,1.3,1.0,0.62,0.0,0.0,38.2,18.17,67.5,42.84,37.8,0.0,2.62,1.37,3.04,2.82,2.62,1.76,3.56,2.78,1.76,69.09,-34.44,-18.28,4.87,-52.22,-16.48,0.0,-71.85,-52.18,-16.44,1,0,1,1+2,+,1+2+4,+,13,18,0.01,0.0,1,6,0.0,0.0,0.0,0.0,0,1,0.5,0.0,1.0,0.0,1.0
0104,GENETEC TECHNOLOGY BERHAD,Technology Equipment,2020-03-01,9,1.5,-0.21,-0.0,-0.63,-0.63,7.06,16.9,1.43,18.5,1.7,-201.0,-0.08,-0.47,0.0,0.0,-4.95,-0.22,0.11,0.12,0.07,-12.09,17.3,2.61,6.65,0.0,948.29,2874.42,5.92,4.95,0.0,9.02,1.42,0.85,0.0,4.39,4.39,-11.25,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+7+8,3+7,1+3+4+5+6+7+8+9,2+6+9,155,80,0.12,0.0,-6,10,-0.84,-0.84,-0.84,-0.63,0,0,0.0,0.0,0.5,0.0,1.0
0111,K-ONE TECHNOLOGY BERHAD,Technology Equipment,2020-12-01,10,1.5,0.08,-0.0,-0.08,-0.08,0.4,0.29,0.255,0.705,0.1424,-30.0,-0.01,-3.45,0.0,0.0,-6.67,-8.25,0.0,0.0,-2.54,-36.0,20.0,-8.0,16.81,0.0,-3.63,8.19,0.74,-4.24,-3.63,0.31,0.0,0.0,0.31,1.95,5.23,-8.99,-3.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4+5+6,1+4+5+9+10,1+2+3+4+5+6+7+8+9+10,3+9,137,91,-0.04,-0.01,3,5,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.5,0.0,1.0
0112,MIKRO MSC BERHAD,Technology Equipment,2020-06-01,10,2.5,0.24,0.0,0.55,0.21,0.23,0.24,0.185,0.315,0.1711,33.0,0.01,4.17,0.0,0.21,4.21,4.01,0.09,0.09,15.36,19.0,29.0,24.0,23.28,0.0,4.55,0.59,4.45,4.38,4.55,4.86,2.7,2.34,4.86,50.62,0.02,5.28,9.56,-17.56,-1.62,0.0,-39.8,-23.51,-5.92,1,0,1,2+3+10,+,1+2+3+8+10,+,24,50,0.01,0.01,4,10,4.8,0.73,0.28,3.6,2,0,0.5,0.0,1.0,0.0,1.0
0113,MMS VENTURES BERHAD,Technology Equipment,2020-12-01,9,1.0,0.44,0.16,0.56,0.04,0.89,0.89,0.615,1.44,0.31,66.0,0.01,1.12,0.01,1.12,4.39,3.05,0.0,0.0,14.76,10.7,78.0,44.35,28.25,16.49,3.51,9.44,4.22,5.55,0.0,2.05,2.75,2.63,0.0,35.51,-33.03,-6.22,-1.25,-25.62,16.27,0.0,-55.52,-25.38,16.49,0,0,0,1+2+3+6+9,9,1+2+3+6+8+9,1,16,23,-0.02,0.01,1,-1,32.99,0.75,0.06,24.74,0,1,0.0,0.0,0.0,0.0,1.0
0118,TRIVE PROPERTY GROUP BERHAD,Technology Equipment,2020-07-01,9,0.0,-0.0,-0.0,-0.08,-0.08,0.19,0.065,0.065,0.452,0.02,-11.0,-0.01,-15.38,0.0,0.0,-29.5,-6.61,0.75,0.66,-15.77,-0.5,0.83,0.16,0.61,0.0,120.34,220.66,-115.56,-3.94,0.0,0.0,0.0,0.0,0.0,0.0,-25.12,-23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3+4+5+6+7+8+9,1+2,1+2+3+4+5+6+7+8+9,2+4+6+7+8+9,32,4,0.07,-0.03,0,15,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.0,0.0,0.0
0146,JF TECHNOLOGY BERHAD,Technology Equipment,2020-06-01,9,2.5,4.38,0.16,0.08,0.07,1.27,1.39,0.708,2.41,0.1229,87.0,0.02,1.44,0.0,0.36,13.02,23.05,0.02,0.03,11.26,196.0,242.0,219.0,219.0,7.96,0.1,0.19,0.14,0.18,0.0,0.0,0.0,0.0,0.0,28.18,2.82,8.93,11.95,21.31,27.56,0.0,7.96,21.34,27.52,0,0,0,2+9,7+8,3+5+7+8+9,2+8,8,27,0.0,0.01,1,5,0.17,0.1,0.09,0.13,0,0,0.5,0.0,0.5,0.5,1.0
0169,SMTRACK BERHAD,Technology Equipment,2020-07-01,8,1.0,0.09,-0.0,-0.08,-0.08,0.24,0.08,0.07,0.58,0.1,-7.0,-0.01,-12.5,0.0,0.0,-10.7,-5.72,0.0,0.0,-203.42,-18.5,-0.2,-9.35,,0.0,-130.24,184.85,-10.5,-117.69,0.0,0.0,0.0,0.0,0.0,0.0,-12.78,-7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3+4+6+7+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7,6,2,-0.03,0.0,9,-4,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.0,0.0,1.0
0181,AEMULUS HOLDINGS BERHAD,Technology Equipment,2020-09-01,6,1.0,-0.01,0.0,0.09,0.09,0.53,0.835,0.285,1.04,0.18,106.0,0.01,1.2,0.0,0.0,4.39,-4.11,0.17,0.13,4.4,-62.5,60.5,-1.0,40.25,0.0,0.53,2.63,-0.83,-0.17,0.0,0.0,0.0,0.0,0.0,22.22,-21.58,-9.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+6,1+2+5,1+2+3+4+5+6,1+2+4+5,33,19,0.02,-0.01,8,-1,0.12,0.12,0.12,0.09,0,0,0.0,0.0,0.0,0.0,1.0
0191,CABNET HOLDINGS BERHAD,Technology Equipment,2020-12-01,7,1.5,-0.14,-0.0,-0.16,-0.16,0.27,0.3,0.2,0.41,0.2435,-12.0,-0.02,-6.67,0.0,0.0,-10.14,-9.86,0.13,0.13,5.24,-8.67,23.0,7.16,15.53,0.0,3.15,9.17,2.15,0.0,0.0,2.22,2.97,0.0,0.0,9.2,-6.95,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+7,1,1+2+3+4+7,1+4,34,42,0.02,-0.03,3,0,-0.22,-0.22,-0.22,-0.16,0,0,0.5,0.0,0.0,0.0,1.0
0208,GREATECH TECHNOLOGY BERHAD,Technology Equipment,2020-12-01,6,4.0,6.5,2.46,0.27,0.75,3.74,5.9,2.25,6.75,0.2663,62.0,0.1,1.69,0.0,0.0,35.79,36.43,0.06,0.06,26.08,0.0,130.0,65.0,85.0,24.6,1.64,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62,64.94,0.0,73.44,0.0,0.0,-4.09,24.6,0.0,1,0,1,2+6,+,2+6,+,21,261,0.02,0.07,8,103,1.26,0.36,1.0,0.94,0,0,0.5,0.5,1.0,1.0,1.0
0209,I-STONE GROUP BERHAD,Technology Equipment,2020-12-01,6,2.5,0.0,0.0,0.0,0.0,0.22,0.17,0.16,0.335,0.07,43.0,0.0,0.0,0.0,1.47,5.57,11.16,0.0,0.0,11.29,0.0,24.5,12.25,23.0,13.56,4.36,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.17,3.51,8.7,0.0,13.69,0.0,0.0,-2.55,13.56,0.0,1,0,0,1+5+6,+,1+6,2,44,67,0.0,0.01,3,8,0.0,0.0,0.0,0.0,0,1,0.5,0.5,0.5,0.0,1.0
5036,EDARAN BERHAD,Technology Equipment,2020-06-01,9,2.0,-0.17,0.0,0.68,0.68,0.59,0.91,0.29,1.2,0.4202,10.0,0.09,9.89,0.02,1.92,20.94,-13.85,0.28,0.23,-5.35,-6.75,2.92,-1.92,2.92,0.0,-11.29,18.66,-1.64,-9.87,0.0,0.0,0.0,0.0,0.0,0.0,-18.79,-0.35,-2.27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+7+8,1+2+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,2+5+7+8,50,45,-0.12,-0.06,1,9,0.9,0.9,0.9,0.68,3,2,0.0,0.0,0.0,1.0,1.0
5161,JCY INTERNATIONAL BERHAD,Technology Equipment,2020-09-01,10,1.0,-0.31,-0.0,-2.12,-0.43,0.5,0.355,0.325,0.87,0.4252,-33.0,-0.01,-2.82,0.0,0.0,-2.54,2.88,0.01,0.0,1.98,-8.5,70.5,31.0,23.91,0.0,2.14,11.88,-9.51,-4.93,2.14,5.25,1.69,5.21,5.25,92.17,-12.38,-11.14,-6.17,-34.08,-17.28,0.0,-15.66,-34.69,-17.77,0,0,0,2+3+4+5+8+10,2+3+5+8,1+2+3+4+5+7+8+9+10,1,1671,1076,0.01,0.01,141,0,-0.55,-2.83,-0.57,-0.41,0,0,0.0,0.0,0.0,0.0,1.0
5162,VSTECS BERHAD,Technology Equipment,2020-12-01,10,1.5,1.97,0.44,2.07,2.15,2.13,2.64,1.67,3.05,1.94,11.0,0.24,9.09,0.07,2.65,12.24,11.46,0.01,0.01,1.84,6.86,9.57,8.22,8.48,1.85,13.38,2.91,12.05,11.95,13.38,4.63,3.89,4.18,4.63,32.67,2.84,1.17,4.72,2.51,2.43,0.0,12.14,2.73,1.85,1,0,0,3+5+10,+,3+4+5+8+9+10,4,1251,2017,0.17,0.21,56,38,1.79,2.76,2.87,1.34,3,4,0.5,0.0,0.0,0.0,1.0
5286,MI TECHNOVATION BERHAD,Technology Equipment,2020-12-01,6,1.5,1.69,0.35,0.37,0.5,3.82,3.47,2.99,5.52,0.53,61.0,0.06,1.73,0.03,0.86,10.81,14.06,0.05,0.01,28.93,0.0,56.29,28.14,37.39,5.83,3.03,0.99,3.03,0.0,0.0,1.13,1.13,0.0,0.0,11.63,9.73,16.85,0.0,5.71,0.0,0.0,-2.89,5.83,0.0,1,0,1,3+5+6,+,1+3+5+6,+,105,229,0.05,0.07,49,30,0.79,0.49,0.67,0.59,0,0,0.5,0.0,0.0,0.0,1.0
7160,PENTAMASTER CORPORATION BERHAD,Technology Equipment,2020-12-01,10,2.5,4.72,2.54,0.18,0.76,4.85,5.01,3.867,6.85,0.7401,51.0,0.1,2.0,0.02,0.3,13.31,15.0,0.0,0.01,11.18,33.75,60.6,47.18,43.41,25.37,2.16,1.23,2.51,2.43,2.16,0.02,0.07,0.04,0.02,1.0,13.8,38.02,17.44,42.76,0.0,0.0,25.37,40.07,0.0,0,0,0,1+9+10,9,1+8+9+10,9+10,63,419,0.01,0.1,-4,68,0.36,0.24,1.01,0.27,0,0,0.5,0.0,0.5,0.5,1.0
9377,FSBM HOLDINGS BERHAD,Technology Equipment,2020-12-01,10,1.0,0.0,-0.0,0.0,0.0,0.14,0.255,0.08,0.275,0.03,-89.0,-0.0,-0.0,0.0,0.0,-9.67,-14.03,0.0,0.0,-212.04,-4.75,-2.33,-3.54,,0.0,-55.85,56.65,-7.02,-15.81,-55.85,0.0,0.0,0.0,0.0,0.0,-54.9,-37.5,-35.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+6+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,30,0,-0.24,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
9393,INDUSTRONICS BERHAD,Technology Equipment,2020-12-01,9,1.0,-0.0,0.0,0.0,0.0,0.3,0.23,0.08,0.735,0.05,136.0,0.0,0.0,0.0,0.0,3.4,-3.47,0.01,0.01,-22.08,-5.0,-1.0,-3.0,,0.0,-44.04,38.62,-18.43,-39.33,0.0,0.0,0.0,0.0,0.0,0.0,-38.61,-5.9,-10.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+7+8+9,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8+9,2+3+4+5+6+7+8+9,51,17,-0.02,0.0,-4,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
0017,M3 TECHNOLOGIES (ASIA) BERHAD,Telecommunications Equipment,2019-12-01,10,1.0,0.04,-0.0,-0.08,-0.08,0.08,0.07,0.04,0.175,0.298,-10.0,-0.01,-14.29,0.0,0.0,-2.45,-35.17,0.06,0.07,-10.1,-6.5,-0.56,-3.53,5.86,0.0,-35.36,62.77,-51.79,-75.96,-35.36,4.53,0.0,0.0,4.53,0.0,1.22,-4.38,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+6+8+9+10,1+2+3+4+5+6,1+2+3+4+5+6+7+8+9+10,2+4+6+10,35,37,0.03,-0.02,0,2,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.0,0.0,1.0
