code,name,category,Annual,nYear,3G2H,PE Value,EPS GR Value,Price A5,Price A10,Price B,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EY avg,EY std,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,Revenue GR 3Y avg,Revenue GR 5Y avg,Revenue GR 10Y avg,NP GR 3Y avg,NP GR 5Y avg,NP GR 10Y avg,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,check NP,check EPS GR,check OCF,neg Revenue GR,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end,intrinsic 3Y,intrinsic 5Y,intrinsic 10Y,Price A3,EY level,DY level,Revenue Growth,EPS Growth,OCF Growth,ROE Health,D/E Health
5293,AME ELITE CONSORTIUM BERHAD,Construction,2020-03-01,5,2.0,0.84,0.99,0.98,0.98,1.92,2.58,1.5,2.77,1.58,20.0,0.13,5.04,0.04,1.55,8.09,10.63,0.38,0.41,15.99,0.0,12.94,6.47,10.86,7.6,9.56,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,1,0,0,2+5,+,2+5,1+4+5,249,380,0.08,0.17,-29,-40,0.88,1.3,1.3,0.66,3,2,0.5,0.5,0.0,0.0,1.0
5398,GAMUDA BERHAD,Construction,2020-07-01,10,1.5,2.59,0.12,3.52,1.53,3.22,2.84,2.84,4.0,3.52,20.0,0.14,4.93,0.06,2.11,4.03,4.47,0.42,0.35,18.62,13.25,23.73,18.49,19.19,0.89,5.78,1.06,5.81,5.43,5.78,2.7,2.67,2.55,2.7,52.57,4.48,9.17,4.08,-11.44,2.53,0.0,-14.4,-12.39,0.89,1,0,0,1+5+7,+,1+3+4+5+6+8,4+7+8+10,2673,3663,0.2,0.15,-228,596,5.54,4.69,2.04,4.16,2,3,0.5,0.0,0.0,0.0,1.0
5622,PIMPINAN EHSAN BERHAD,Construction,2020-12-01,9,1.0,-2.32,-0.0,-0.22,-0.22,1.25,1.49,0.685,2.41,1.0,-45.0,-0.03,-2.01,0.0,0.0,-3.33,-1.8,0.0,0.0,66.85,-80.5,235.0,77.25,52.04,0.0,56.61,124.02,133.77,82.31,0.0,0.0,0.0,0.0,0.0,0.0,-37.26,-79.79,-43.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+7+8,1+2,1+2+3+4+5+7+8,1+2+3+4+5+6+7+8+9,169,0,0.53,-0.02,0,-3,-0.3,-0.3,-0.3,-0.22,0,0,0.0,0.0,0.0,0.0,1.0
5703,MUHIBBAH ENGINEERING (M) BHD,Construction,2020-12-01,10,1.5,-3.89,-0.0,-2.16,-2.16,0.89,0.945,0.725,1.21,2.29,-4.0,-0.25,-26.46,0.02,2.65,-11.07,-11.18,0.14,0.15,1.72,-4.0,35.14,15.57,15.35,0.0,2.02,14.5,-3.8,1.6,2.02,2.55,2.79,2.12,2.55,15.26,-4.94,-5.66,-3.81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+6+7+8,1+9,1+2+7+8+9,2+7,2026,1200,0.15,-0.25,170,215,-2.88,-2.88,-2.88,-2.16,0,4,0.0,0.0,0.5,0.0,1.0
5932,BINA PURI HOLDINGS BHD,Construction,2020-06-01,10,0.0,-0.36,-0.0,-0.22,-0.22,0.08,0.07,0.065,0.125,0.2778,-2.0,-0.03,-42.86,0.0,0.0,-11.09,-7.25,0.72,0.67,-1.36,-2.17,26.0,11.92,16.02,0.0,1.62,16.21,-13.48,-5.55,1.62,3.14,0.0,2.13,3.14,0.0,-21.18,-13.17,-4.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+5+6+8+9+10,1,1+3+4+5+6+7+8+9+10,6+7+8+9+10,788,421,0.06,-0.03,0,32,-0.3,-0.3,-0.3,-0.22,0,0,0.0,0.0,0.0,0.0,0.0
6238,HOCK SENG LEE BERHAD,Construction,2020-12-01,10,1.5,0.9,0.0,1.58,0.86,0.92,0.975,0.8,1.15,1.5495,17.0,0.06,6.15,0.02,2.46,3.72,3.95,0.03,0.04,10.85,13.3,16.67,14.99,15.07,0.0,8.02,1.94,6.98,6.69,8.02,1.46,1.33,1.33,1.46,21.86,2.09,-3.84,0.98,-15.53,-7.75,0.0,-11.06,-15.54,-7.6,1,0,0,1+5+8,+,1+4+5+6+7+8,6,582,538,0.16,0.06,136,159,1.45,2.11,1.15,1.09,3,3,0.0,0.0,0.5,0.0,1.0
6807,PUNCAK NIAGA HOLDINGS BERHAD,Construction,2020-12-01,10,0.0,0.31,0.0,5.44,1.72,0.34,0.345,0.19,0.635,2.95,13.0,0.03,8.7,0.0,0.0,0.92,0.52,0.8,0.8,-48.29,-2.46,23.25,10.4,9.14,0.0,-17.68,47.96,-48.3,-55.78,-17.68,0.44,0.95,0.57,0.44,4.63,56.07,15.29,-14.82,-36.35,-28.25,0.0,0.0,-37.13,-25.54,0,0,0,1+5+6+7+8,2+3+4+5+10,1+2+3+4+5+6+8+9+10,1+2+3+4+5+6+7+8+9+10,2592,384,0.02,0.02,0,0,0.31,7.26,2.29,0.23,3,0,0.0,0.0,0.0,0.0,0.0
7028,ZECON BERHAD,Construction,2020-06-01,10,1.5,-0.11,-1.69,-0.45,-0.13,0.48,0.44,0.4,0.635,1.74,-7.0,-0.06,-13.64,0.0,0.0,-3.53,15.19,0.02,0.02,0.7,-1.66,5.18,1.76,13.51,28.13,4.72,29.66,2.87,13.83,4.72,0.0,0.0,0.0,0.0,0.0,28.24,25.5,10.95,0.0,36.41,0.0,28.13,0.0,33.3,0,0,0,2+6+8+9+10,2+6+7,1+2+3+4+5+6+7+8+9+10,1+2+3+4+6+10,143,519,0.05,0.25,0,-169,-0.2,-0.6,-0.17,-0.15,0,0,0.0,0.0,0.0,0.5,1.0
7047,FAJARBARU BUILDER GROUP BHD,Construction,2020-06-01,10,1.0,0.76,0.0,0.82,1.05,0.52,0.71,0.345,0.87,0.9607,10.0,0.07,9.86,0.02,2.46,7.63,10.74,0.01,0.01,4.43,3.39,18.33,10.86,9.74,0.0,6.42,10.65,17.38,13.76,6.42,1.91,2.76,2.23,1.91,55.95,-19.71,-9.55,3.52,0.0,2.83,0.0,-6.46,0.0,-4.31,0,0,0,1+2+3+9+10,6+9,2+3+5+6+7+8+9+10,5+6+7+8+9,181,235,0.07,0.09,7,70,1.62,1.09,1.4,1.22,3,3,0.0,0.0,0.0,0.0,1.0
7070,VIZIONE HOLDINGS BERHAD,Construction,2019-05-01,8,1.0,-0.82,-7.23,-0.15,-0.15,0.28,0.17,0.15,0.535,0.7853,-8.0,-0.02,-11.76,0.0,0.0,-2.74,13.34,0.03,0.06,-89.97,-0.21,82.0,40.9,26.24,361.36,-218.06,393.6,14.32,-88.07,0.0,0.0,0.0,0.0,0.0,0.0,152.91,149.79,28.13,0.0,0.0,0.0,361.36,0.0,0.0,0,0,0,4+5+7+8,4+5+6+7+8,2+4+5+6+7+8,1+2+3+4+5+6+7+8,13,594,-0.26,0.12,0,-58,-0.01,-0.2,-0.2,-0.01,0,0,0.0,0.0,0.0,0.0,1.0
7071,OCR GROUP BERHAD,Construction,2020-12-01,10,1.0,-0.0,-0.0,0.0,0.0,0.23,0.18,0.17,0.355,0.31,-303.0,-0.0,-0.0,0.0,0.0,-0.19,0.71,0.37,0.34,-6.03,-27.75,29.0,0.62,21.0,0.0,-4.44,6.28,3.71,0.1,-4.44,0.0,0.0,0.0,0.0,0.0,-5.56,13.48,13.75,0.0,0.0,0.0,-40.76,0.0,0.0,0,0,0,1+2+5+6+9+10,4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+8+10,19,73,-0.02,0.0,0,-6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
7078,AHMAD ZAKI RESOURCES BERHAD,Construction,2018-12-01,10,0.0,-0.3,-0.21,-0.09,-0.21,0.25,0.23,0.19,0.365,0.53,-9.0,-0.02,-8.7,0.0,0.0,-4.62,3.14,8.32,5.0,0.77,6.1,23.88,14.99,13.91,10.26,4.49,10.25,12.76,9.44,4.49,2.72,4.65,3.21,2.72,0.0,19.78,15.64,6.37,20.83,-0.99,0.0,-17.16,10.26,-5.41,0,0,0,2+6+9+10,9,1+2+6+8+9+10,1+2+3+4+5+6+8+10,459,1229,0.06,0.02,0,-270,-0.66,-0.12,-0.28,-0.5,0,0,0.0,0.0,0.0,0.0,0.0
7145,PRINSIPTEK CORPORATION BERHAD,Construction,2020-06-01,10,1.5,0.24,0.36,0.11,0.13,0.12,0.1,0.09,0.18,0.25,3.0,0.03,30.0,0.0,0.0,13.0,20.11,0.23,0.0,6.86,2.14,14.0,8.07,7.53,12.11,11.44,17.16,20.5,16.3,11.44,0.0,0.0,0.0,0.0,0.0,-18.7,-20.61,-2.05,39.13,23.74,0.0,89.71,16.85,12.11,0,0,0,1+2+3+4+5+8+9+10,10,2+4+5+9+10,2+3+4+7+8+10,182,94,-0.05,0.07,0,33,0.03,0.14,0.17,0.02,5,0,0.0,0.0,0.0,0.5,1.0
7161,KERJAYA PROSPEK GROUP BERHAD,Construction,2020-12-01,10,2.0,1.94,0.06,0.68,0.72,1.1,1.17,0.89,1.53,0.92,15.0,0.08,6.84,0.03,2.56,8.28,8.32,0.0,0.0,15.02,11.5,36.91,24.2,19.04,0.76,7.41,3.06,7.9,6.3,7.41,1.17,2.6,1.75,1.17,19.95,-5.32,59.33,46.4,41.25,0.0,0.0,-11.18,0.76,0.0,1,0,0,1+2+8,+,1+2+3+4+6+8+10,6+7+10,139,811,0.04,0.07,-6,28,1.93,0.9,0.96,1.45,3,4,0.5,0.0,0.5,0.0,1.0
7240,VERTICE BERHAD,Construction,2020-03-01,9,1.0,0.98,-0.0,-0.75,-0.75,0.28,0.25,0.17,0.49,0.36,-2.0,-0.1,-40.0,0.0,0.0,-28.81,-21.42,0.03,0.04,-7.33,-109.0,89.5,-9.75,32.25,0.0,-4.26,18.84,-21.48,-13.79,0.0,0.49,0.0,0.0,0.0,0.0,-20.05,-15.78,-7.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+6+9,1+2+4+5,1+2+3+4+5+6+7+8+9,1,165,62,0.06,-0.13,4,-29,-1.0,-1.0,-1.0,-0.75,0,0,0.0,0.0,0.0,0.0,1.0
7528,DKLS INDUSTRIES BHD,Construction,2020-12-01,10,1.5,2.93,0.62,3.5,1.4,1.47,1.78,1.31,1.79,4.46,10.0,0.18,10.11,0.02,1.12,4.13,3.22,0.09,0.09,8.76,2.73,29.83,16.28,20.07,3.45,14.14,9.77,5.37,11.26,14.14,1.92,1.8,1.83,1.92,23.82,-9.47,-4.95,-1.01,-11.43,3.44,0.0,34.61,-11.42,3.45,1,0,0,1+2+3+4+7+10,+,4+7,1+10,184,172,0.21,0.14,-4,-1,0.61,4.67,1.86,0.46,4,1,0.0,0.0,0.5,0.0,1.0
7595,MGB BERHAD,Construction,2020-12-01,7,1.5,0.67,0.0,20.57,0.3,0.64,0.74,0.445,1.05,0.96,17.0,0.04,5.41,0.0,0.0,4.5,3.46,0.12,0.1,1.04,0.79,32.5,16.64,20.52,0.0,20.92,43.22,4.52,3.5,0.0,0.0,0.0,0.0,0.0,0.0,-6.66,72.36,53.88,6.52,0.0,0.0,-30.92,-44.22,0.0,0,0,0,1+7,6+7,2+3+4+5+6+7,3+4+5+6+7,8,563,0.01,0.02,-16,36,4.85,27.43,0.4,3.64,3,0,0.5,0.0,0.0,0.0,1.0
8192,MERCURY INDUSTRIES BERHAD,Construction,2020-12-01,9,1.5,2.68,-0.0,-1.05,-1.05,0.73,1.1,0.48,1.25,1.5591,-11.0,-0.1,-9.09,0.0,0.0,-6.49,-6.23,0.01,0.01,-0.79,-76.0,22.5,-26.75,10.99,0.0,7.75,9.11,-3.29,4.12,0.0,4.36,1.48,2.78,0.0,40.38,-47.9,-30.89,-14.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+7+8+9,1,1+2+3+7+9,3+4,49,10,0.16,-0.1,6,31,-1.4,-1.4,-1.4,-1.05,0,0,0.0,0.0,0.5,0.0,1.0
8311,PESONA METRO HOLDINGS BERHAD,Construction,2020-12-01,10,1.0,-0.1,-0.0,-0.2,-0.2,0.26,0.23,0.22,0.345,0.2362,-11.0,-0.02,-8.7,0.01,4.35,-8.76,-9.94,0.88,0.1,-10.73,-12.25,22.5,5.12,20.73,0.0,-16.34,61.4,0.55,2.21,-16.34,2.52,4.63,3.88,2.52,34.2,6.6,20.43,42.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6+7+10,1+10,1+3+4+6+7+8+9+10,2+4+6+7+10,16,656,-0.12,-0.02,0,30,-0.27,-0.27,-0.27,-0.2,0,5,0.5,0.0,0.0,0.0,0.5
8591,CREST BUILDER HOLDINGS BERHAD,Construction,2020-12-01,10,0.0,-2.26,-0.0,-4.08,-4.08,0.63,0.56,0.555,0.79,2.49,-1.0,-0.46,-82.14,0.04,6.25,-18.44,-17.11,0.93,0.92,2.0,-1.56,11.38,4.91,8.76,0.0,12.69,29.43,-1.25,4.54,12.69,4.7,4.77,4.62,4.7,18.19,-16.52,0.69,-4.52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+7+8,1,1+2+6+7,1+8+9+10,500,290,0.25,-0.48,-59,-44,-5.44,-5.44,-5.44,-4.08,0,5,0.0,0.0,0.0,0.0,0.0
8761,BREM HOLDING BERHAD,Construction,2020-03-01,10,2.0,3.78,0.33,1.81,0.69,0.78,0.76,0.725,0.88,1.77,10.0,0.08,10.53,0.0,0.0,4.45,3.91,0.07,0.07,18.0,6.95,87.5,47.22,27.82,4.17,8.32,4.05,9.71,7.2,8.32,2.34,3.35,2.24,2.34,42.75,-7.31,5.9,2.72,-12.34,6.31,0.0,65.74,-11.76,4.17,1,0,1,2+6+8+10,+,2+4+5+8+9+10,+,139,140,0.15,0.06,45,67,0.17,2.41,0.92,0.13,4,0,0.0,0.0,1.0,0.0,1.0
8834,IREKA CORPORATION BERHAD,Construction,2020-03-01,10,1.0,-1.7,-0.0,-0.98,-0.98,0.43,0.63,0.29,0.705,0.14,-5.0,-0.13,-20.63,0.0,0.0,-92.64,-41.4,0.39,0.47,-10.24,-6.06,32.25,13.1,20.84,0.0,-23.32,23.31,-44.41,-33.0,-23.32,3.14,3.31,2.89,3.14,0.0,-22.06,-18.1,-8.77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+7+8+9+10,1+2+5+6+7+8+10,1+2+4+5+6+7+8+9+10,1+2+7,444,157,-0.08,-0.22,42,-26,-1.3,-1.3,-1.3,-0.98,0,0,0.0,0.0,0.0,0.0,1.0
8877,EKOVEST BERHAD,Construction,2020-06-01,10,0.5,-0.0,-0.0,0.0,0.0,0.48,0.4,0.395,0.645,0.933,-139.0,-0.0,-0.0,0.0,1.25,-0.31,1.91,2.26,2.26,15.33,13.2,25.5,19.35,19.66,5.17,3.59,2.26,6.19,5.48,3.59,0.97,2.06,1.53,0.97,21.48,5.22,23.69,19.27,20.5,16.63,0.0,-29.21,15.42,5.17,1,0,0,1+3+8+10,+,1+3+4+6+7+8+10,6+8+9,128,1268,0.02,0.02,76,300,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.5,0.0,0.0
9261,GADANG HOLDINGS BHD,Construction,2020-05-01,10,1.0,0.09,0.0,0.22,0.08,0.4,0.375,0.36,0.495,1.12,39.0,0.01,2.67,0.01,2.67,0.85,4.58,0.34,0.21,8.04,4.75,13.0,8.88,9.69,0.0,7.99,5.54,13.03,11.76,7.99,1.64,3.33,2.67,1.64,13.64,6.71,2.76,9.55,-9.87,1.74,0.0,-31.37,-14.5,-0.33,0,0,0,1+4+9+10,10,1+2+3+4+8+9+10,2+5+7+10,350,673,-0.01,0.05,-20,136,0.86,0.29,0.11,0.64,1,4,0.0,0.0,0.0,0.0,1.0
9571,MITRAJAYA HOLDINGS BERHAD,Construction,2020-12-01,10,1.5,0.11,0.0,1.67,0.35,0.24,0.255,0.185,0.36,0.94,18.0,0.01,3.92,0.0,1.96,1.49,1.5,0.03,0.03,6.79,-5.7,27.5,10.9,12.91,0.0,7.42,9.14,1.32,4.82,7.42,3.86,3.55,3.95,3.86,31.77,-32.46,-16.64,0.78,-34.22,-14.3,0.0,-49.77,-35.0,-20.03,0,0,0,1+2+3+9+10,2,1+2+3+4+9+10,3,262,359,0.07,0.01,50,159,29.34,2.23,0.47,22.0,2,2,0.0,0.0,0.5,0.0,1.0
9598,PINTARAS JAYA BHD,Construction,2020-06-01,10,2.0,7.48,1.23,8.18,3.61,2.47,2.5,2.25,2.91,2.19,8.0,0.31,12.4,0.1,4.0,14.14,9.87,0.09,0.1,18.69,13.68,34.6,24.14,22.22,3.96,6.76,2.2,5.78,5.12,6.76,4.99,7.35,6.48,4.99,90.61,24.5,9.0,13.46,-9.4,4.33,0.0,-4.75,-9.75,3.96,1,0,1,3+5+8+10,+,3+5+6+10,+,126,374,0.2,0.19,24,72,7.81,10.91,4.81,5.86,4,5,0.0,0.0,1.0,0.0,1.0
9628,LEBTECH BERHAD,Construction,2020-12-01,8,1.0,-2.74,-0.0,-0.68,-0.68,1.07,0.97,0.845,1.52,0.8501,-11.0,-0.09,-9.28,0.0,0.0,-10.7,-10.12,0.0,0.0,-4.61,-90.0,151.0,30.5,68.58,0.0,-0.28,3.92,-3.34,-1.87,0.0,0.0,0.0,0.0,0.0,0.0,10.42,-1.89,-9.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6+7,1+2+4,1+2+3+4+5+6+7,1+3+6+7+8,125,37,0.08,-0.09,-3,0,-0.9,-0.9,-0.9,-0.68,0,0,0.0,0.0,0.0,0.0,1.0
9679,WCT HOLDINGS BERHAD,Construction,2020-12-01,10,0.0,0.49,-0.0,-0.98,-0.98,0.44,0.52,0.35100000000000003,0.629,2.13,-5.0,-0.11,-21.15,0.0,0.0,-5.07,-5.71,0.53,0.55,5.41,-43.5,34.6,-4.45,15.84,0.0,3.73,11.54,-6.74,-1.49,3.73,1.82,1.48,1.12,1.82,18.36,-3.75,0.35,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+10,1+2,1+2+3+5+7+8,3+4+5+6+7+8,1539,1691,0.13,-0.15,164,18,-1.3,-1.3,-1.3,-0.98,0,0,0.0,0.0,0.0,0.0,0.0
9717,SYCAL VENTURES BERHAD,Construction,2019-12-01,10,1.0,-0.0,-0.0,0.0,0.0,0.24,0.195,0.185,0.36,0.669,-276.0,-0.0,-0.0,0.0,0.0,-0.1,2.11,0.17,0.17,5.81,6.7,26.5,16.6,18.29,0.0,9.9,6.98,4.16,7.11,9.9,0.0,0.0,0.0,0.0,0.0,-26.88,-33.21,-4.37,-30.14,0.0,0.0,-6.08,-33.7,0.0,1,0,0,1+2+3+4+5+9+10,+,2+3+4+5+10,5+6+7+10,107,54,0.01,0.01,-6,14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
0140,MACPIE BERHAD,Consumer Services,2020-06-01,6,1.0,0.13,-0.0,-0.08,-0.08,0.31,0.075,0.05,0.85,0.07,-8.0,-0.01,-13.33,0.0,0.0,-13.29,-18.19,0.01,0.01,-10.18,-24.5,-2.07,-13.28,,0.0,-10.31,17.32,-4.53,-12.38,0.0,0.0,0.0,0.0,0.0,0.0,-22.26,-24.36,8.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5,1+2+3+4+5,1+2+3+4+5,1+3+5+6,540,65,0.0,-0.01,-12,-3,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.0,0.0,1.0
0158,SCC HOLDINGS BERHAD,Consumer Services,2020-12-01,10,2.5,0.24,0.0,0.66,0.26,0.39,0.37,0.33,0.515,0.3142,55.0,0.01,2.7,0.0,0.0,2.13,3.47,0.01,0.01,10.22,9.7,38.0,23.85,21.39,0.0,5.08,2.58,7.06,6.39,5.08,2.94,4.13,4.0,2.94,56.99,-10.66,-5.54,8.9,-24.98,-12.72,0.0,-36.86,-24.96,-16.2,1,0,1,1+2+9,+,1+2+4+6+9+10,+,36,45,0.04,0.01,3,6,2.98,0.88,0.35,2.24,1,0,0.5,0.0,1.0,0.0,1.0
0180,KIM TECK CHEONG CONSOLIDATED BERHAD,Consumer Services,2020-06-01,6,2.0,0.06,0.55,0.15,0.08,0.15,0.16,0.125,0.205,0.19,22.0,0.01,6.25,0.0,0.0,3.79,3.39,0.17,0.19,0.65,-6.5,19.5,6.5,13.62,54.75,0.53,9.25,0.88,0.53,0.0,0.0,0.0,0.0,0.0,0.0,14.33,35.39,0.0,-1.63,0.0,0.0,54.75,-7.49,0.0,0,0,0,6,3,1+2+3+4+5+6,3+4+5,141,640,0.01,0.01,23,23,0.02,0.2,0.1,0.02,3,0,0.5,0.0,0.5,0.0,1.0
5104,CNI HOLDINGS BERHAD,Consumer Services,2020-12-01,10,1.5,-0.0,0.0,0.0,0.0,0.12,0.125,0.05,0.275,0.1,53.0,0.0,0.0,0.0,0.0,2.3,0.85,0.02,0.02,-2.09,-8.5,-6.0,-7.25,,0.0,-5.6,6.96,-5.56,-6.19,-5.6,0.67,0.0,0.0,0.67,31.02,-7.47,-6.32,-6.69,0.0,-12.75,0.0,0.0,0.0,-12.91,0,0,0,2+4+5+7+8+9+10,2+4+5+6+7+8,1+2+3+4+5+6+7+8+10,2+6+8,127,67,0.0,0.0,4,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.0,1.0
5131,ZHULIAN CORPORATION BERHAD,Consumer Services,2020-11-01,10,1.0,1.55,0.0,1.59,2.0,1.48,1.88,1.216,2.01,1.2202,18.0,0.11,5.85,0.17,9.04,8.69,7.79,0.0,0.0,26.06,11.82,16.36,14.09,14.24,0.0,7.54,2.09,7.51,7.11,7.54,4.99,6.02,5.2,4.99,68.61,-6.12,-5.55,-6.22,-2.48,-6.02,0.0,-3.96,-2.48,-6.02,1,0,1,1+2+3+5+6+7+8,+,1+2+3+5+7,+,358,170,0.21,0.1,74,63,2.35,2.12,2.66,1.76,3,5,0.0,0.0,0.0,0.0,1.0
5166,MINDA GLOBAL BERHAD,Consumer Services,2020-12-01,10,0.0,-0.0,0.0,0.0,0.0,0.09,0.11,0.035,0.2,0.16,61.0,0.0,0.0,0.0,0.0,1.13,-5.27,0.66,0.69,-82.33,-6.0,-2.0,-4.0,13.33,0.0,-30.98,30.9,-28.28,-32.22,-30.98,6.57,0.0,0.0,6.57,2.7,65.52,29.59,-11.83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9+10,2+4+5+6+7+8,250,90,0.09,-0.01,62,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
5231,PELIKAN INTERNATIONAL CORPORATION BERHAD,Consumer Services,2020-12-01,10,1.0,0.53,0.0,0.08,0.33,0.34,0.4,0.235,0.55,0.73,37.0,0.01,2.5,0.0,0.0,1.48,2.38,0.32,0.33,-0.34,15.75,90.0,52.88,38.29,0.0,-3.61,9.11,4.06,3.82,-3.61,0.4,0.0,0.0,0.4,0.74,-7.59,-6.05,-5.88,0.0,-22.55,0.0,-27.1,0.0,-23.63,0,0,0,1+2+3+4+5+6+7+8+9,6+7+8+9,3+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,3710,974,-0.17,0.02,0,0,0.71,0.1,0.44,0.53,1,0,0.0,0.0,0.0,0.0,1.0
5908,DKSH HOLDINGS (MALAYSIA) BERHAD,Consumer Services,2020-12-01,10,1.0,4.33,2.25,2.68,2.7,2.95,2.86,2.5,3.86,4.3971,7.0,0.39,13.64,0.1,3.5,8.9,7.58,0.51,0.85,1.17,8.21,13.97,11.09,11.13,5.76,11.6,5.21,10.28,9.26,11.6,2.43,2.72,2.58,2.43,23.61,4.88,2.67,5.09,5.82,5.75,0.0,-2.08,5.83,5.76,1,0,0,1+5,+,2+3+6+7,6+9,4261,6356,0.28,0.31,15,38,5.42,3.57,3.6,4.06,4,5,0.5,0.0,0.5,0.0,0.0
7121,XIAN LENG HOLDINGS BERHAD,Consumer Services,2020-01-01,9,1.0,-0.0,0.0,0.0,0.0,0.95,0.85,0.38,2.12,0.62,494.0,0.0,0.0,0.0,0.0,0.27,-1.67,0.01,0.01,-48.37,-79.5,44.5,-17.5,42.25,0.0,-32.83,66.48,-0.95,-1.74,0.0,0.0,0.0,0.0,0.0,0.0,8.78,2.06,-3.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+4+7+8+9,1+2+3+6+7+8+9,1+2+3+4+6+7+8+9,1+2+8+9,15,14,-0.66,-0.01,0,-1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
7129,ASIA FILE CORPORATION BHD,Consumer Services,2020-03-01,10,2.0,2.2,0.0,3.94,3.58,2.02,2.3,1.77,2.54,3.4898,10.0,0.24,10.43,0.0,0.0,6.86,6.02,0.01,0.01,15.99,6.16,12.21,9.18,8.94,0.0,9.0,3.51,12.06,11.73,9.0,4.81,6.92,6.32,4.81,48.86,-5.74,-5.41,0.93,-5.98,-4.38,0.0,-13.23,-6.51,-4.87,1,0,1,1+2+4+10,+,1+2+4+6+8+9+10,+,247,293,0.27,0.19,51,58,8.56,5.25,4.78,6.42,4,0,0.0,0.0,1.0,0.0,1.0
7208,EURO HOLDINGS BERHAD,Consumer Services,2020-12-01,9,1.5,-0.15,0.0,0.16,0.08,2.14,0.965,0.35,5.76,0.0843,150.0,0.01,1.04,0.0,0.0,7.59,2.25,0.13,0.14,-0.91,-16.5,-13.0,-14.75,,0.0,-1.53,2.88,-4.58,-2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.41,-7.01,-3.11,-7.52,0.0,0.0,0.0,-9.31,0.0,0,0,0,1+2+4+5+6+8+9,2+3+4+8,1+2+3+4+6+7+8+9,2+4+5,103,64,0.0,0.0,5,24,0.1,0.21,0.1,0.08,0,0,0.0,0.0,0.5,0.0,1.0
7223,JADI IMAGING HOLDINGS BERHAD,Consumer Services,2020-03-01,8,1.0,-0.0,-0.0,0.0,0.0,0.09,0.085,0.05,0.165,0.11,-49.0,-0.0,-0.0,0.0,0.0,-1.55,-28.05,0.17,0.12,-13.79,-4.0,7.0,1.5,7.0,0.0,-9.46,16.78,-17.86,-15.13,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,-7.57,-5.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+6+7+8,1+2+3+5,1+2+3+4+5+6+7+8,1+2+3,78,47,0.0,-0.03,8,-9,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
7315,AHB HOLDINGS BERHAD,Consumer Services,2020-09-01,10,1.0,-0.21,-0.0,-0.22,-0.22,0.18,0.13,0.075,0.405,0.112,-4.0,-0.03,-23.08,0.0,0.0,-27.05,-23.68,0.15,0.16,-20.23,-5.0,19.0,7.0,12.75,0.0,-4.74,29.3,-3.89,4.87,-4.74,0.0,0.0,0.0,0.0,0.0,-10.6,-2.92,-8.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+6+7+8+9+10,1+6+7,1+2+4+5+6+7+8+9+10,1+3+5+7+10,25,10,0.02,-0.04,0,-2,-0.3,-0.3,-0.3,-0.22,0,0,0.0,0.0,0.0,0.0,1.0
