code,name,category,Annual,nYear,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EY avg,EY std,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,Revenue GR 3Y avg,Revenue GR 5Y avg,Revenue GR 10Y avg,NP GR 3Y avg,NP GR 5Y avg,NP GR 10Y avg,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,check NP,check EPS GR,check OCF,neg Revenue GR,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end
0021,GHL SYSTEMS BERHAD,Technology,2019-12-01,10,2.05,1.04,2.15,0.6043,147.0,0.01,0.49,0.0,0.0,2.32,6.77,0.05,0.06,-0.3,-7.0,72.0,32.5,42.04,11.56,-3.18,13.83,2.28,2.45,-3.18,0.0,0.0,0.0,0.0,0.0,12.24,16.09,19.79,34.49,0.0,0.0,11.56,26.96,0.0,0,0,0,8+9,9+10,6+8+9+10,6+7,64,348,-0.06,0.04,4,92
0022,PARLO BERHAD,Consumer Products & Services,2019-12-01,8,0.425,0.025,0.46,0.03,-32.0,-0.01,-2.35,0.0,0.0,-45.0,-8.63,0.2,0.16,-25.81,-2.83,12.5,4.84,5.93,0.0,-860.5,1552.31,-5.1,-675.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.19,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+4+5+6,1+2+4+5+6+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+8,4,162,0.01,0.0,0,-2
0023,IFCA MSC BERHAD,Technology,2019-12-01,9,0.385,0.165,0.57,0.2,36.0,0.01,2.6,0.01,2.6,5.3,4.98,0.0,0.0,7.71,-7.0,49.0,21.0,21.65,121.65,2.52,6.88,5.79,4.33,0.0,1.62,3.24,2.91,0.0,16.02,4.33,-0.83,11.09,-22.1,0.0,0.0,121.65,-23.62,0.0,0,0,1,1+4,9,1+3+4+5+7+8+9,+,38,86,-0.01,0.01,9,17
0024,JAG BERHAD,Industrial Products & Services,2019-12-01,7,0.195,0.1,0.4,0.0862,51.0,0.0,0.0,0.0,0.0,4.41,-7.78,0.13,0.14,-7.76,-1.5,28.25,13.38,13.12,0.0,-15.32,39.28,-21.9,-24.74,0.0,1.84,0.0,0.0,0.0,10.21,14.24,1.36,59.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6,1+5,1+2+4+5+6+7,1+3+5+7,136,140,0.02,-0.03,-2,-9
0025,YBS INTERNATIONAL BERHAD,Industrial Products & Services,2020-03-01,8,0.17,0.075,0.25,0.25,43.0,0.0,0.0,0.0,0.0,1.6,1.05,0.04,0.04,3.75,-7.25,18.5,5.62,12.5,6.45,2.0,8.1,2.56,-0.14,0.0,0.0,0.0,0.0,0.0,3.95,-9.03,3.08,8.53,6.84,-11.54,0.0,-35.92,6.45,-13.83,0,0,1,1+2+3+5+8,4,1+3+4+5+6+7+8,+,25,68,0.0,0.0,4,5
0026,NOVA MSC BERHAD,Technology,2020-03-01,9,0.095,0.015,0.135,0.08,-25.0,-0.0,-0.0,0.0,0.0,-4.63,-6.27,0.01,0.02,-4.34,-8.0,12.5,2.25,12.5,0.0,-6.23,11.87,2.67,-4.72,0.0,0.0,0.0,0.0,0.0,0.0,-25.94,4.03,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+6+8,1+3+4+8+9,1+2+3+4+5+7+8+9,2+3+4+6+8,32,39,-0.01,0.0,6,1
0028,SCOPE INDUSTRIES BERHAD,Industrial Products & Services,2019-06-01,10,0.195,0.065,0.22,0.1533,-5.0,-0.04,-20.51,0.0,0.0,-26.74,-4.29,0.04,0.04,-6.19,-30.0,13.5,-8.25,12.25,0.0,-3.74,9.97,-0.7,-1.8,-3.74,2.16,4.14,2.48,2.16,17.52,-13.34,-7.21,-10.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+6+8+10,1+5+6+7+10,1+2+4+5+6+7+8+9+10,1+4+5,18,16,-0.02,-0.01,3,-1
0029,DIGISTAR CORPORATION BERHAD,Technology,2019-09-01,10,0.09,0.015,0.21,0.08,-46.0,-0.0,-0.0,0.0,0.0,-2.5,-4.59,4.17,4.25,-3.54,-15.0,19.0,2.0,8.97,0.0,-1.77,17.54,-12.5,-7.75,-1.77,0.0,0.0,0.0,0.0,4.23,-30.25,-12.35,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+7+8,1+2+3+5+6+7,1+2+3+4+5+6+7+8,4+5+6+7+8,73,57,0.02,0.0,14,28
0034,MMAG HOLDINGS BERHAD,Technology,2020-03-01,10,1.49,0.12,1.5,0.1384,-58.0,-0.03,-2.01,0.0,0.0,-18.5,-29.9,0.12,0.19,-10.94,-5.62,10.0,2.19,6.19,0.0,-37.94,52.2,-22.57,-48.21,-37.94,0.0,0.0,0.0,0.0,0.0,-9.41,-14.82,42.34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+5+6,1+2+3+4+5+6+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+6+7+8+9+10,6,183,-0.04,-0.04,-2,-19
0036,KEY ALLIANCE GROUP BERHAD,Technology,2020-03-01,10,0.095,0.01,0.14,0.1118,-47.0,-0.0,-0.0,0.0,0.0,-1.79,-24.04,0.2,0.24,-19.7,-7.5,3.0,-2.25,3.0,0.0,-75.97,74.08,-78.52,-74.8,-75.97,0.0,0.0,0.0,0.0,0.0,0.0,-6.62,-6.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4+7+8+9+10,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9+10,2+4+5+6+10,78,40,0.03,-0.03,0,13
0037,RGB INTERNATIONAL BHD,Consumer Products & Services,2019-12-01,10,0.135,0.1,0.215,0.17,14.0,0.01,7.41,0.0,2.22,5.88,16.0,0.09,0.09,-3.94,-4.0,18.0,7.0,11.98,13.58,-2.56,23.92,11.6,9.5,-2.56,1.45,4.85,2.91,1.45,13.72,11.47,10.34,7.51,16.51,0.0,0.0,17.02,13.58,0.0,0,0,1,1+3+7+9+10,9+10,7+8+9+10,+,159,351,-0.04,0.03,3,79
0038,PLASTRADE TECHNOLOGY BERHAD,Industrial Products & Services,2019-12-01,7,0.165,0.05,0.245,0.1349,-18.0,-0.01,-6.06,0.0,0.0,-6.82,-7.47,0.01,0.01,-1.23,-13.75,14.5,0.38,13.33,0.0,-2.45,10.75,-13.29,-5.17,0.0,0.0,0.0,0.0,0.0,0.0,27.16,18.1,10.91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3+6,1+2+3,1+2+3+4+5+6,2+3+4,63,119,0.01,-0.01,4,11
0039,GFM SERVICES BERHAD,Industrial Products & Services,2019-12-01,10,0.19,0.06,0.385,0.25,149.0,0.0,0.0,0.0,0.89,0.52,6.16,2.69,3.11,-65.72,-0.25,29.0,14.38,15.73,0.0,-1478.09,2653.54,6.36,-16.18,-1478.09,0.78,2.59,1.56,0.78,10.88,12.35,238.77,20.01,0.0,-1.44,0.0,-27.94,0.0,-27.22,0,0,0,5+6+7+8+9+10,5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,5+6+7+10,6,131,-0.66,0.01,0,13
0040,OPENSYS (M) BERHAD,Technology,2019-12-01,10,0.91,0.26,1.32,0.22,24.0,0.04,4.4,0.02,1.65,17.55,18.29,0.18,0.21,9.61,8.5,17.0,12.75,12.67,13.04,7.51,3.16,9.41,8.18,7.51,3.77,2.07,2.51,3.77,51.75,2.79,17.82,12.51,14.67,13.03,0.0,22.68,14.66,13.04,1,0,0,2+10,+,4+10,6,27,103,0.0,0.04,10,13
0041,MSCM HOLDINGS BERHAD,Technology,2020-03-01,10,1.01,0.04,1.88,0.1925,-66.0,-0.02,-1.98,0.0,0.0,-7.95,-18.99,0.03,0.01,-44.83,-9.17,14.75,2.79,8.91,0.0,-1.85,20.68,-27.25,-17.38,-1.85,1.66,0.0,0.0,1.66,0.0,-41.22,-27.81,-13.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+6+7+10,1+2+3+5,1+2+3+4+5+6+7+9+10,1+3+7+10,46,4,0.07,-0.03,0,-2
0043,METRONIC GLOBAL BERHAD,Industrial Products & Services,2019-06-01,10,0.065,0.015,0.08,0.07,-5.0,-0.01,-15.38,0.0,0.0,-20.0,-17.9,0.0,0.0,-17.19,-8.5,4.0,-2.25,3.25,0.0,-29.51,62.12,-15.37,-1.22,-29.51,0.0,0.0,0.0,0.0,0.0,-4.24,-4.28,-5.97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6+7+9+10,1+2+6+7+8+9+10,1+2+4+5+6+7+8+9+10,2+3+4+5+8+10,52,27,-0.03,-0.02,0,2
0045,G NEPTUNE BERHAD,Technology,2019-06-01,9,0.07,0.03,0.095,-0.0219,-10.0,-0.01,-14.29,0.0,0.0,33.33,0.0,0.0,0.0,-100.29,-3.5,-2.0,-2.75,,0.0,-15.32,18.15,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+6+8+9,1+2+4+5+7+8+9,1+2+4+5+6+7+8+9,1+2+3+4+5+7+9,1,0,-0.02,0.0,0,-1
0048,ANCOM LOGISTICS BERHAD,Transportation & Logistics,2019-05-01,9,0.43,0.03,0.7,0.05,-565.0,-0.0,-0.0,0.0,0.0,-1.6,-1.45,0.33,0.2,2.61,-9.0,14.5,2.75,8.44,0.0,3.64,9.03,-3.7,-2.22,0.0,6.62,0.0,0.0,0.0,138.12,-2.83,-9.8,-7.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3+5+6+7,1+2+3+4,1+2+3+4+5+6+7+8,5+9,62,30,0.03,0.0,-13,3
0049,OCEANCASH PACIFIC BERHAD,Consumer Products & Services,2019-12-01,10,0.81,0.29,1.52,0.4035,36.0,0.02,2.47,0.01,1.23,5.55,8.18,0.05,0.01,7.58,5.17,18.5,11.84,11.78,7.71,9.81,4.08,6.02,7.48,9.81,1.38,1.85,2.07,1.38,21.89,2.2,4.18,5.03,7.65,8.07,0.0,-11.29,7.71,8.06,1,0,1,2,+,2+3+6+10,+,56,89,0.01,0.03,5,10
0050,SYSTECH BHD,Technology,2020-03-01,9,0.235,0.06,0.355,0.1521,-100.0,-0.0,-0.0,0.0,0.85,-1.58,1.58,0.11,0.11,-13.1,9.0,32.5,20.75,20.12,0.0,3.07,4.22,0.0,0.69,0.0,2.15,0.0,1.87,0.0,39.12,22.81,22.01,39.23,-23.69,0.0,0.0,-35.29,-25.14,0.0,0,0,1,1+7,9,2+3+5+7+9,+,6,28,0.0,0.0,3,7
0051,CUSCAPI BERHAD,Technology,2018-12-01,9,0.12,0.045,0.22,0.086,-5.0,-0.02,-16.67,0.0,0.0,-26.4,-37.32,0.04,0.0,-30.23,-14.0,10.25,-1.88,7.92,0.0,-11.12,21.4,-35.1,-26.9,0.0,2.46,0.0,0.0,0.0,73.91,-12.7,-9.65,-2.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+6,1+2+3+4+5+6,1+2+3+4+5+6+7+8+9,1+2+3+5+6,49,29,0.04,-0.03,11,-23
0053,OSK VENTURES INTERNATIONAL BERHAD,Financial Services,2019-12-01,10,0.405,0.3,0.58,0.89,-57.0,-0.01,-2.47,0.0,0.0,-0.8,3.46,0.0,0.0,16.92,-46.0,19.17,-13.42,9.48,0.0,-4.4,21.78,0.56,1.64,-4.4,2.36,4.1,2.46,2.36,5.19,-0.5,-8.54,-5.88,0.0,0.0,0.0,-9.65,0.0,0.0,0,0,0,2+4+6+9,2+5+6+9+10,1+2+4+5+6+8+9+10,1+3+4+7+9,15,6,-0.11,0.03,13,-6
0054,KARYON INDUSTRIES BERHAD,Industrial Products & Services,2020-03-01,10,0.22,0.085,0.355,0.22,20.0,0.01,4.55,0.0,2.05,5.0,6.72,0.07,0.07,5.33,8.5,18.0,13.25,12.25,4.33,8.75,2.25,8.94,7.9,8.75,1.28,0.0,1.11,1.28,12.35,3.52,2.59,6.42,-4.13,9.08,0.0,-7.34,-4.11,4.33,1,0,0,2+10,+,2+5+7+10,4+9+10,71,153,0.01,0.01,0,15
0055,SERSOL BERHAD,Industrial Products & Services,2019-12-01,9,0.2,0.05,0.325,0.07,-76.0,-0.0,-0.0,0.0,0.0,-3.71,-4.14,0.0,0.0,-8.81,-46.0,-6.5,-26.25,,0.0,-5.13,4.87,0.0,-2.49,0.0,0.0,0.0,0.0,0.0,0.0,-4.36,1.09,-2.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+6+7+8,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,1+2+4+5+6+7+9,30,18,-0.02,0.0,-1,0
0056,GRAND-FLO BERHAD,Technology,2019-12-01,10,0.245,0.16,0.37,0.1892,-43.0,-0.01,-4.08,0.0,0.0,-2.96,2.5,0.01,0.01,6.93,-9.0,26.0,8.5,11.69,0.0,5.42,9.71,0.45,0.31,5.42,1.59,1.67,1.75,1.59,22.32,3.29,9.13,11.04,-16.88,-1.83,0.0,0.0,-19.14,-7.26,0,0,0,2+3+4+6,4,1+2+3+4+6+8,4+5+6,69,133,0.02,0.01,3,20
0058,JCBNEXT BERHAD,Industrial Products & Services,2019-12-01,10,1.38,1.15,1.56,2.4,24.0,0.06,4.35,0.04,2.9,2.4,3.15,0.0,0.0,178.22,0.03,35.0,17.52,13.27,0.0,317.31,921.2,4.37,5.38,317.31,12.73,2.2,2.97,12.73,138.29,7.08,-16.7,-21.07,-64.96,-9.41,0.0,-2.4,-65.05,-10.13,1,0,0,2+5+7,+,3+4+5+6,1+2+3+4+5,117,9,0.32,0.08,43,-3
0060,VORTEX CONSOLIDATED BERHAD,Technology,2020-03-01,9,0.08,0.02,0.27,0.1771,-10.0,-0.01,-12.5,0.0,0.0,-4.69,-15.41,0.01,0.06,-7.82,-7.5,10.0,1.25,10.0,0.0,-28.47,34.84,-20.0,-12.67,0.0,0.0,0.0,0.0,0.0,0.0,1.38,-7.28,26.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4,1+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,1+3+4+5+6+7+8+9,10,142,-0.08,-0.03,0,-5
0064,EFFICIENT E-SOLUTIONS BERHAD,Industrial Products & Services,2019-12-01,10,0.205,0.05,0.295,0.18,-26.0,-0.01,-4.88,0.0,0.0,-4.39,-6.19,0.0,0.0,-92.01,-24.5,27.5,1.5,14.99,0.0,3.61,7.01,-3.56,0.43,3.61,0.0,0.0,0.0,0.0,8.25,10.88,-38.95,-24.57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5+8+9+10,1+2+3+4,1+2+3+4+8+9+10,1+2+3+4+10,59,4,0.02,-0.01,-4,-6
0065,EXCEL FORCE MSC BERHAD,Technology,2019-12-01,10,0.485,0.23,0.705,0.17,40.0,0.01,2.06,0.01,2.06,7.18,9.01,0.0,0.0,31.8,26.0,160.0,93.0,57.12,0.49,2.48,1.09,1.57,1.58,2.48,2.17,1.57,1.35,2.17,85.93,0.72,0.98,6.6,-5.59,0.5,0.0,0.49,-7.92,-5.89,1,0,0,4,+,2+3+4+5+8+10,1,13,23,0.01,0.01,5,-23
0066,VSOLAR GROUP BERHAD,Technology,2019-06-01,10,0.05,0.01,0.14,0.033,-22.0,-0.0,-0.0,0.0,0.0,-6.67,-9.72,0.02,0.0,-137.64,-12.5,-3.5,-8.0,,0.0,-10.44,8.09,-3.03,-6.07,-10.44,0.0,0.0,0.0,0.0,0.0,15.8,13.76,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4+6+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1,3,-0.02,0.0,0,-1
0068,ASDION BERHAD,Technology,2018-03-01,9,0.22,0.06,0.265,0.039,-6.0,-0.04,-18.18,0.0,0.0,-93.85,-51.73,0.01,0.19,-41.55,-11.25,3.5,-3.88,3.5,0.0,-9.87,15.3,-21.54,-16.66,0.0,0.0,0.0,0.0,0.0,0.0,-0.93,-7.09,-10.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+6+8+9,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8+9,1+3+4+5+6+9,6,4,0.08,-0.04,0,0
0069,VIVOCOM INTL HOLDINGS BERHAD,Technology,2018-12-01,6,0.045,0.015,0.06,0.08,47.0,0.0,0.0,0.0,0.0,1.25,-15.02,0.02,0.02,-10.08,-1.5,13.75,6.12,7.88,0.0,-1.57,34.12,-5.56,-3.33,0.0,0.0,0.0,0.0,0.0,0.0,7.37,0.13,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+6,1,1+2+5+6,1+2+3,120,121,0.02,-0.02,24,-39
0070,MQ TECHNOLOGY BERHAD,Technology,2018-12-01,9,0.155,0.01,0.305,0.06,-9.0,-0.02,-12.9,0.0,0.0,-28.33,-12.58,0.0,0.0,-28.6,-5.0,6.5,0.75,6.5,0.0,-66.63,57.81,-53.33,-55.33,0.0,0.0,0.0,0.0,0.0,0.0,11.15,3.7,-6.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+5+6+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6,42,25,0.02,-0.01,7,-3
0072,AT SYSTEMATIZATION BERHAD,Industrial Products & Services,2020-03-01,8,0.085,0.015,0.195,0.0536,-12.0,-0.01,-11.76,0.0,0.0,-13.62,-27.85,0.05,0.25,-30.0,-8.0,7.0,-0.5,5.75,0.0,-49.88,69.81,-56.29,-47.11,0.0,0.0,0.0,0.0,0.0,0.0,2.72,-3.26,-3.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+7+8,1+2+3+4+5+8,1+2+3+4+5+6+7+8,2+3+4+5+7+8,23,20,-0.18,-0.03,-4,2
0074,GREEN OCEAN CORPORATION BERHAD,Consumer Products & Services,2019-03-01,8,0.27,0.08,0.575,0.0385,-9.0,-0.03,-11.11,0.0,0.0,-77.4,9.16,0.0,0.0,-5.16,-14.0,12.0,-1.0,12.0,81.71,-7.43,13.85,-8.33,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08,88.5,17.44,0.0,0.0,0.0,81.71,0.0,0.0,0,0,0,2+6+7+8,2+3+4+5+6+7+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7,144,361,-0.01,0.01,1,-11
0075,LYC HEALTHCARE BERHAD,Technology,2020-03-01,10,0.38,0.12,0.68,0.05,-13.0,-0.03,-7.89,0.0,0.0,-59.8,-43.73,1.31,1.22,-27.44,-25.5,15.0,-5.25,15.0,0.0,-9.28,8.6,-9.64,-6.57,-9.28,0.0,0.0,0.0,0.0,0.0,-32.91,-23.81,-13.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+5+6+8+9,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9,52,12,0.01,-0.03,2,-1
0078,GD EXPRESS CARRIER BERHAD,Transportation & Logistics,2019-06-01,10,0.355,0.115,0.445,0.09,106.0,0.0,0.0,0.0,0.7,3.67,6.99,0.15,0.04,10.58,35.5,154.0,94.75,73.12,3.46,0.75,1.07,1.76,1.51,0.75,0.0,0.0,0.0,0.0,34.86,12.62,14.61,15.38,6.78,31.61,0.0,-4.46,3.46,27.62,1,0,1,10,+,2+3+10,+,82,314,0.0,0.01,10,26
0079,ORION IXL BERHAD,Technology,2019-06-01,8,0.09,0.03,0.17,0.1382,-18.0,-0.01,-11.11,0.0,0.0,-3.69,1.74,0.01,0.0,-35.25,-24.0,-7.5,-15.75,,8.8,-3.88,4.6,-7.11,-5.38,0.0,0.0,0.0,0.0,0.0,0.0,-1.61,1.87,-1.74,41.74,4.99,0.0,0.0,8.8,-9.61,0,0,0,2+3+7,2+3+4+5+6+7+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8,7,6,-0.01,0.0,0,-4
0080,STRAITS INTER LOGISTICS BERHAD,Transportation & Logistics,2019-12-01,6,0.165,0.13,0.26,0.1724,20.0,0.01,6.06,0.0,0.0,4.7,7.23,0.03,0.03,-52.77,-15.5,26.0,5.25,23.5,262.76,1.06,3.87,4.28,2.57,0.0,0.0,0.0,0.0,0.0,0.0,113.11,195.66,49.85,0.0,0.0,0.0,262.76,0.0,0.0,0,0,0,+,4+5+6,2+3+4+5+6,2+3+4+5+6,3,663,-0.01,0.01,-1,12
0081,MEGA SUN CITY HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,0.165,0.035,0.23,0.23,-4.0,-0.04,-24.24,0.0,0.0,-16.39,1.63,0.0,0.02,7.91,-0.8,10.75,4.97,7.66,21.77,-66.6,157.69,9.48,9.83,-66.6,0.0,0.0,0.0,0.0,0.0,-16.66,-6.58,-5.0,-24.0,35.81,0.0,-39.59,-39.44,21.77,0,0,0,1+2+8+9+10,8+9+10,1+2+3+4+5+7+8+9+10,2+5+8+9+10,12,6,-0.13,0.0,0,4
0083,NOTION VTEC BERHAD,Technology,2019-09-01,10,1.17,0.273,2.34,0.8172,51.0,0.02,1.71,0.0,0.0,2.8,1.83,0.12,0.13,6.91,-12.83,53.5,20.34,21.9,2.33,3.83,8.02,6.21,2.72,3.83,1.28,1.28,0.77,1.28,13.28,1.0,4.15,3.25,0.0,-14.44,0.0,2.33,0.0,-16.7,0,0,0,1+2+4+6+7,5+6,1+4+5+6+7+10,1,225,238,0.09,0.01,47,-17
