code,name,category,Annual,nYear,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EY avg,EY std,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,Revenue GR 3Y avg,Revenue GR 5Y avg,Revenue GR 10Y avg,NP GR 3Y avg,NP GR 5Y avg,NP GR 10Y avg,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,check NP,check EPS GR,check OCF,neg Revenue GR,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end
0023,IFCA MSC BERHAD,Technology,2019-12-01,9,0.385,0.165,0.56,0.2,36.0,0.01,2.6,0.01,2.6,5.3,4.98,0.0,0.0,7.71,-7.0,49.0,21.0,21.65,121.65,2.52,6.88,5.79,4.33,0.0,1.62,3.24,2.91,0.0,16.02,4.33,-0.83,11.09,-22.1,0.0,0.0,121.65,-23.62,0.0,0,0,1,1+4,9,1+3+4+5+7+8+9,+,38,86,-0.01,0.01,9,17
0024,JAG BERHAD,Industrial Products & Services,2019-12-01,7,0.17,0.1,0.4,0.0862,44.0,0.0,0.0,0.0,0.0,4.41,-7.78,0.13,0.14,-7.76,-1.5,28.25,13.38,13.12,0.0,-15.32,39.28,-21.9,-24.74,0.0,1.84,0.0,0.0,0.0,10.21,14.24,1.36,59.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6,1+5,1+2+4+5+6+7,1+3+5+7,136,140,0.02,-0.03,-2,-9
0025,YBS INTERNATIONAL BERHAD,Industrial Products & Services,2020-03-01,8,0.175,0.075,0.25,0.25,44.0,0.0,0.0,0.0,0.0,1.6,1.05,0.04,0.04,3.75,-7.25,18.5,5.62,12.5,6.45,2.0,8.1,2.56,-0.14,0.0,0.0,0.0,0.0,0.0,3.95,-9.03,3.08,8.53,6.84,-11.54,0.0,-35.92,6.45,-13.83,0,0,1,1+2+3+5+8,4,1+3+4+5+6+7+8,+,25,68,0.0,0.0,4,5
0026,NOVA MSC BERHAD,Technology,2020-03-01,9,0.09,0.015,0.135,0.08,-25.0,-0.0,-0.0,0.0,0.0,-4.5,-6.27,0.01,0.02,-4.34,-8.0,12.5,2.25,12.5,0.0,-6.23,11.87,2.67,-4.72,0.0,0.0,0.0,0.0,0.0,0.0,-25.94,4.03,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+6+8,1+3+4+8+9,1+2+3+4+5+7+8+9,2+3+4+6+8,32,39,-0.01,0.0,6,1
0028,SCOPE INDUSTRIES BERHAD,Industrial Products & Services,2020-06-01,10,0.265,0.065,0.29,0.1533,-7.0,-0.04,-15.09,0.0,0.0,-24.33,-27.68,0.04,0.04,-27.47,-30.0,22.0,-4.0,12.75,0.0,-3.3,17.56,-17.54,-9.61,-3.3,3.08,2.47,2.39,3.08,17.52,-9.05,0.91,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+6+7+9,1+2+6+7+8,1+2+3+5+6+7+8+9+10,1+2+5+6,21,20,0.02,-0.05,7,-2
0029,DIGISTAR CORPORATION BERHAD,Technology,2019-09-01,10,0.075,0.015,0.21,0.08,-38.0,-0.0,-0.0,0.0,0.0,-2.5,-4.59,4.17,4.25,-3.54,-15.0,19.0,2.0,8.97,0.0,-1.77,17.54,-12.5,-7.75,-1.77,0.0,0.0,0.0,0.0,0.0,-30.25,-12.35,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+7+8+10,1+2+3+5+6+7,1+2+3+4+5+6+7+8+10,4+5+6+7+8,73,57,0.02,0.0,14,28
0034,MMAG HOLDINGS BERHAD,Technology,2020-03-01,10,0.37,0.12,1.97,0.1384,-15.0,-0.02,-5.41,0.0,0.0,-17.99,-29.9,0.12,0.19,-10.94,-5.62,10.0,2.19,6.19,0.0,-37.94,52.2,-22.57,-48.21,-37.94,0.0,0.0,0.0,0.0,0.0,-9.41,-14.82,42.34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+5+6,1+2+3+4+5+6+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+6+7+8+9+10,6,183,-0.04,-0.04,-2,-19
0036,KEY ALLIANCE GROUP BERHAD,Technology,2020-03-01,10,0.06,0.009000000000000001,0.12,0.1118,-59.0,-0.0,-0.0,0.0,0.0,-0.89,-24.04,0.2,0.24,-19.7,-4.5,3.0,-0.75,3.0,0.0,-66.82,69.89,-74.07,-65.98,-66.82,0.0,0.0,0.0,0.0,0.0,0.0,-6.62,-6.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4+7+8+9+10,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9+10,2+4+5+6+10,78,40,0.03,-0.03,0,13
0037,RGB INTERNATIONAL BHD,Consumer Products & Services,2019-12-01,10,0.125,0.1,0.215,0.17,13.0,0.01,8.0,0.0,2.4,5.88,16.0,0.09,0.09,-3.94,-4.0,18.0,7.0,11.98,13.58,-2.56,23.92,11.6,9.5,-2.56,1.45,4.85,2.91,1.45,13.72,11.47,10.34,7.51,16.51,0.0,0.0,17.02,13.58,0.0,0,0,1,1+3+7+9+10,9+10,7+8+9+10,+,159,351,-0.04,0.03,3,79
0038,PLASTRADE TECHNOLOGY BERHAD,Industrial Products & Services,2019-12-01,7,0.225,0.05,0.25,0.1349,-27.0,-0.01,-4.44,0.0,0.0,-6.15,-7.47,0.01,0.01,-1.23,-13.75,14.5,0.38,13.33,0.0,-2.45,10.75,-13.29,-5.17,0.0,0.0,0.0,0.0,0.0,0.0,27.16,18.1,10.91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3+6,1+2+3,1+2+3+4+5+6,2+3+4,63,119,0.01,-0.01,4,11
0040,OPENSYS (M) BERHAD,Technology,2019-12-01,10,0.65,0.17300000000000001,0.88,0.22,25.0,0.03,4.62,0.0,0.0,11.68,18.29,0.18,0.21,9.61,12.0,34.0,23.0,20.39,13.04,5.07,2.47,5.29,5.12,5.07,3.77,2.07,2.51,3.77,51.75,2.79,17.82,12.51,14.67,13.03,0.0,22.68,14.66,13.04,1,0,0,2+10,+,4+10,6,27,103,0.0,0.02,10,13
0041,HONG SENG CONSOLIDATED BERHAD,Technology,2020-03-01,10,1.04,0.04,1.88,0.1925,-69.0,-0.02,-1.92,0.0,0.0,-7.84,-18.99,0.03,0.01,-44.83,-9.17,14.75,2.79,8.91,0.0,-1.85,20.68,-27.25,-17.38,-1.85,1.66,0.0,0.0,1.66,0.0,-41.22,-27.81,-13.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+6+7+10,1+2+3+5,1+2+3+4+5+6+7+9+10,1+3+7+10,46,4,0.07,-0.03,0,-2
0043,METRONIC GLOBAL BERHAD,Industrial Products & Services,2020-06-01,10,0.065,0.015,0.125,0.07,-5.0,-0.01,-15.38,0.0,0.0,-20.0,-19.72,0.0,0.0,-27.79,-8.5,5.5,-1.5,4.12,0.0,-25.01,49.66,-32.96,-16.14,-25.01,0.0,0.0,0.0,0.0,0.0,-13.37,-7.24,-8.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+6+7+8+10,1+2+3+7+8+9+10,1+2+3+5+6+7+8+9+10,1+3+4+5+6+9+10,60,19,-0.01,-0.01,0,-3
0048,ANCOM LOGISTICS BERHAD,Transportation & Logistics,2020-05-01,8,0.375,0.03,0.7,0.05,-314.0,-0.0,-0.0,0.0,0.0,-2.4,-1.55,0.22,0.25,1.5,-10.5,3.67,-3.42,3.67,0.0,2.22,9.97,0.0,-1.9,0.0,5.41,0.0,0.0,0.0,96.3,2.97,-0.83,-6.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4+6+7+8,1+2+3+4,1+2+3+4+5+6+7+8,6,61,31,0.0,0.0,8,8
0049,OCEANCASH PACIFIC BERHAD,Consumer Products & Services,2019-12-01,10,0.67,0.29,1.52,0.4035,32.0,0.02,2.99,0.01,1.49,5.23,8.18,0.05,0.01,7.58,5.17,18.5,11.84,11.78,7.71,9.81,4.08,6.02,7.48,9.81,1.38,1.85,2.07,1.38,21.89,2.2,4.18,5.03,7.65,8.07,0.0,-11.29,7.71,8.06,1,0,1,2,+,2+3+6+10,+,56,89,0.01,0.03,5,10
0051,CUSCAPI BERHAD,Technology,2018-12-01,9,0.105,0.045,0.19,0.086,-5.0,-0.02,-19.05,0.0,0.0,-26.4,-37.32,0.04,0.0,-30.23,-14.0,10.25,-1.88,7.92,0.0,-11.12,21.4,-35.1,-26.9,0.0,2.46,0.0,0.0,0.0,0.0,-12.7,-9.65,-2.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+6,1+2+3+4+5+6,1+2+3+4+5+6+7+8+9,1+2+3+5+6,49,29,0.04,-0.03,11,-23
0053,OSK VENTURES INTERNATIONAL BERHAD,Financial Services,2019-12-01,10,0.4,0.3,0.58,0.89,-57.0,-0.01,-2.5,0.0,0.0,-0.8,3.46,0.0,0.0,16.92,-46.0,19.17,-13.42,9.48,0.0,-4.4,21.78,0.56,1.64,-4.4,2.36,4.1,2.46,2.36,5.19,-0.5,-8.54,-5.88,0.0,0.0,0.0,-9.65,0.0,0.0,0,0,0,2+4+6+9,2+5+6+9+10,1+2+4+5+6+8+9+10,1+3+4+7+9,15,6,-0.11,0.03,13,-6
0055,SERSOL BERHAD,Industrial Products & Services,2019-12-01,9,0.18,0.05,0.325,0.07,-69.0,-0.0,-0.0,0.0,0.0,-3.71,-4.14,0.0,0.0,-8.81,-46.0,-6.5,-26.25,,0.0,-5.13,4.87,0.0,-2.49,0.0,0.0,0.0,0.0,0.0,0.0,-4.36,1.09,-2.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+6+7+8,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,1+2+4+5+6+7+9,30,18,-0.02,0.0,-1,0
0056,GRAND-FLO BERHAD,Technology,2019-12-01,10,0.24,0.16,0.37,0.1892,-43.0,-0.01,-4.17,0.0,0.0,-2.96,2.5,0.01,0.01,6.93,-9.0,26.0,8.5,11.69,0.0,5.42,9.71,0.45,0.31,5.42,1.59,1.67,1.75,1.59,22.32,3.29,9.13,11.04,-16.88,-1.83,0.0,0.0,-19.14,-7.26,0,0,0,2+3+4+6,4,1+2+3+4+6+8,4+5+6,69,133,0.02,0.01,3,20
0058,JCBNEXT BERHAD,Industrial Products & Services,2019-12-01,10,1.4,1.15,1.56,2.4,24.0,0.06,4.29,0.04,2.86,2.4,3.15,0.0,0.0,178.22,0.03,35.0,17.52,13.27,0.0,317.31,921.2,4.37,5.38,317.31,12.73,2.2,2.97,12.73,138.29,7.08,-16.7,-21.07,-64.96,-9.41,0.0,-2.4,-65.05,-10.13,1,0,0,2+5+7,+,3+4+5+6,1+2+3+4+5,117,9,0.32,0.08,43,-3
0060,VORTEX CONSOLIDATED BERHAD,Technology,2020-03-01,9,0.05,0.02,0.27,0.1771,-7.0,-0.01,-20.0,0.0,0.0,-4.23,-15.41,0.01,0.06,-7.82,-7.5,10.0,1.25,10.0,0.0,-28.47,34.84,-20.0,-12.67,0.0,0.0,0.0,0.0,0.0,0.0,1.38,-7.28,26.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4,1+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,1+3+4+5+6+7+8+9,10,142,-0.08,-0.03,0,-5
0064,EFFICIENT E-SOLUTIONS BERHAD,Industrial Products & Services,2019-12-01,10,0.185,0.05,0.295,0.18,-23.0,-0.01,-5.41,0.0,0.0,-4.39,-6.19,0.0,0.0,-92.01,-24.5,27.5,1.5,14.99,0.0,3.61,7.01,-3.56,0.43,3.61,0.0,0.0,0.0,0.0,8.25,10.88,-38.95,-24.57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5+8+9+10,1+2+3+4,1+2+3+4+8+9+10,1+2+3+4+10,59,4,0.02,-0.01,-4,-6
0065,EXCEL FORCE MSC BERHAD,Technology,2019-12-01,10,0.46,0.23,0.67,0.17,38.0,0.01,2.17,0.01,2.17,7.18,9.01,0.0,0.0,31.8,26.0,160.0,93.0,57.12,0.49,2.48,1.09,1.57,1.58,2.48,2.17,1.57,1.35,2.17,85.93,0.72,0.98,6.6,-5.59,0.5,0.0,0.49,-7.92,-5.89,1,0,0,4,+,2+3+4+5+8+10,1,13,23,0.01,0.01,5,-23
0066,VSOLAR GROUP BERHAD,Technology,2020-06-01,10,0.04,0.01,0.14,0.033,-22.0,-0.0,-0.0,0.0,0.0,-5.45,-27.0,0.01,0.01,-131.24,-12.5,-3.5,-8.0,,0.0,-10.07,7.65,-5.13,-7.33,-10.07,0.0,0.0,0.0,0.0,0.0,17.47,8.93,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+7+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,4,3,-0.02,-0.01,0,-2
0069,VIVOCOM INTL HOLDINGS BERHAD,Technology,2018-12-01,6,1.06,0.15,1.19,0.08,110.0,0.01,0.94,0.0,0.0,12.0,-15.02,0.02,0.02,-10.08,-0.18,8.0,3.91,2.71,0.0,56.4,343.26,77.78,55.32,0.0,0.0,0.0,0.0,0.0,0.0,7.37,0.13,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+6,1,1+2+5+6,1+2+3,120,121,0.17,-0.17,24,-39
0070,MQ TECHNOLOGY BERHAD,Technology,2018-12-01,9,0.145,0.01,0.305,0.06,-9.0,-0.02,-13.79,0.0,0.0,-27.67,-12.58,0.0,0.0,-28.6,-5.0,6.5,0.75,6.5,0.0,-66.63,57.81,-53.33,-55.33,0.0,0.0,0.0,0.0,0.0,0.0,11.15,3.7,-6.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+5+6+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6,42,25,0.02,-0.01,7,-3
0072,AT SYSTEMATIZATION BERHAD,Industrial Products & Services,2020-03-01,8,0.185,0.015,0.215,0.0536,-35.0,-0.01,-5.41,0.0,0.0,-9.89,-27.85,0.05,0.25,-30.0,-8.0,7.0,-0.5,5.75,0.0,-49.88,69.81,-56.29,-47.11,0.0,0.0,0.0,0.0,0.0,0.0,2.72,-3.26,-3.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+7+8,1+2+3+4+5+8,1+2+3+4+5+6+7+8,2+3+4+5+7+8,23,20,-0.18,-0.03,-4,2
0074,GREEN OCEAN CORPORATION BERHAD,Consumer Products & Services,2019-03-01,8,0.185,0.08,0.575,0.0385,-6.0,-0.03,-16.22,0.0,0.0,-77.4,9.16,0.0,0.0,-5.16,-14.0,12.0,-1.0,12.0,81.71,-7.43,13.85,-8.33,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08,88.5,17.44,0.0,0.0,0.0,81.71,0.0,0.0,0,0,0,2+6+7+8,2+3+4+5+6+7+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7,144,361,-0.01,0.01,1,-11
0075,LYC HEALTHCARE BERHAD,Health Care,2020-03-01,10,0.335,0.12,0.68,0.05,-11.0,-0.03,-8.96,0.0,0.0,-58.8,-43.73,1.31,1.22,-27.44,-25.5,15.0,-5.25,15.0,0.0,-9.28,8.6,-9.64,-6.57,-9.28,0.0,0.0,0.0,0.0,0.0,-32.91,-23.81,-13.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+5+6+8+9,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9,52,12,0.01,-0.03,2,-1
0078,GD EXPRESS CARRIER BERHAD,Transportation & Logistics,2020-06-01,10,0.43,0.115,0.545,0.09,129.0,0.0,0.0,0.0,0.47,3.67,3.85,0.15,0.15,10.29,26.5,154.0,90.25,95.0,8.6,0.68,1.15,1.26,1.2,0.68,0.0,0.0,0.0,0.0,41.61,13.27,13.09,16.1,-8.11,12.03,0.0,-20.23,-11.2,8.6,1,0,1,+,+,1+3+4,+,93,364,0.0,0.0,8,55
0081,MEGA SUN CITY HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,0.13,0.035,0.23,0.23,-3.0,-0.04,-30.77,0.0,0.0,-16.39,1.63,0.0,0.02,7.91,-0.8,10.75,4.97,7.66,21.77,-66.6,157.69,9.48,9.83,-66.6,0.0,0.0,0.0,0.0,0.0,-16.66,-6.58,-5.0,-24.0,35.81,0.0,-39.59,-39.44,21.77,0,0,0,1+2+8+9+10,8+9+10,1+2+3+4+5+7+8+9+10,2+5+8+9+10,12,6,-0.13,0.0,0,4
0084,TECHFAST HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,7,0.645,0.19,0.69,0.128,38.0,0.02,3.1,0.01,1.55,13.13,13.1,0.0,0.01,8.21,16.0,30.25,23.12,22.75,2.62,3.3,2.26,4.49,4.62,0.0,0.96,2.24,1.35,0.0,80.36,9.38,7.71,9.11,87.53,0.0,0.0,2.62,83.02,0.0,1,0,0,1+5+6,+,1+5+6,5,20,29,0.0,0.02,3,2
0085,MLABS SYSTEMS BERHAD,Technology,2020-06-01,9,0.215,0.1,0.8,0.064,-1.0,-0.22,-102.33,0.0,0.0,-350.78,-47.83,0.01,0.01,-198.92,-5.5,-0.1,-2.8,,0.0,-226.96,283.58,-406.06,-273.93,0.0,0.0,0.0,0.0,0.0,0.0,29.71,29.75,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+5+6+8+9,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,1+2+3+4+5+7+8+9,3,8,-0.07,-0.35,0,-9
0086,YGL CONVERGENCE BERHAD,Technology,2018-12-01,6,0.135,0.09,0.2,4.72,-4.0,-0.03,-22.22,0.0,0.0,-0.67,-12.81,0.0,0.0,-20.01,-9.5,-8.5,-9.0,,0.0,-5.47,5.49,-3.51,-4.21,0.0,0.0,0.0,0.0,0.0,0.0,-19.42,-14.34,-8.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4,1+2+3+4+6,1+2+3+4+5+6,5+6,7,3,-0.02,-0.01,-1,2
0089,TEX CYCLE TECHNOLOGY (M) BERHAD,Industrial Products & Services,2019-12-01,10,0.4,0.14,0.555,0.4187,50.0,0.01,2.5,0.01,1.5,1.91,4.81,0.08,0.08,29.58,9.67,50.0,29.84,21.06,8.12,5.96,2.35,5.72,5.04,5.96,0.67,1.96,1.35,0.67,17.1,-1.19,7.6,0.76,8.21,-2.75,0.0,-31.08,8.12,-2.67,1,0,1,1+7+8+10,+,1+2+3+6+10,+,16,31,0.02,0.02,3,11
0090,ELSOFT RESEARCH BERHAD,Technology,2019-12-01,10,0.645,0.385,0.98,0.16,55.0,0.01,1.55,0.03,4.65,7.31,15.49,0.0,0.0,43.82,18.17,67.5,42.84,39.52,26.08,2.85,1.08,3.53,3.25,2.85,1.64,3.51,2.84,1.64,59.55,-19.21,-5.76,19.02,-3.32,26.41,0.0,-18.76,-3.84,26.08,1,0,1,1,+,1+3,+,11,34,0.01,0.03,2,14
0091,DAYA MATERIALS BERHAD,Energy,2018-12-01,10,0.01,0.005,0.025,-0.1003,-1.0,-0.02,-200.0,0.0,0.0,17.25,0.0,0.0,0.0,-15.87,-7.5,37.5,15.0,16.06,0.0,-242.67,406.72,-800.0,-492.67,-242.67,0.0,0.0,0.0,0.0,0.0,-26.83,-11.68,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+7+9+10,1+2+3+4+5,1+2+3+4+5+6+8+9+10,3+5+6+9,188,282,0.02,-0.08,7,3
0093,SOLUTION GROUP BERHAD,Technology,2019-12-01,9,0.9,0.045,0.91,0.1215,-325.0,-0.0,-0.0,0.0,0.0,-2.3,-2.34,0.17,0.17,3.84,-10.0,21.0,5.5,17.0,0.0,0.44,6.58,-0.74,1.84,0.0,1.16,0.0,1.14,0.0,22.51,-18.92,-12.09,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+5+8+9,1+2+8,1+2+3+7+8+9,1+3+7,11,19,0.0,0.0,3,-3
0095,MAG HOLDINGS BERHAD,Consumer Products & Services,2019-12-01,10,0.21,0.155,0.325,0.8,-1.0,-0.15,-71.43,0.0,0.0,-18.65,-23.36,0.1,0.1,-75.87,-2.25,1.27,-0.49,0.62,0.0,-190.09,445.14,-119.78,70.7,-190.09,3.08,0.0,6.15,3.08,0.0,-87.17,0.0,-32.49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+6+7+8+9+10,1+2+3+6+7+9+10,1+2+3+4+5+6+7+8+9+10,2+4+5+6+7+8+9+10,152,2,-0.23,-0.27,0,13
0097,VITROX CORPORATION BERHAD,Technology,2019-12-01,10,15.3,6.09,15.5,1.1547,79.0,0.19,1.24,0.04,0.28,16.78,17.78,0.07,0.09,26.59,16.2,46.59,31.4,26.95,6.92,4.19,1.4,2.85,2.99,4.19,0.64,0.73,0.55,0.64,16.15,13.21,14.85,34.04,10.16,44.99,0.0,6.92,9.85,44.57,1,0,1,1+5+9,+,1+5+8,+,88,340,0.05,0.17,21,86
0098,BAHVEST RESOURCES BERHAD,Consumer Products & Services,2020-03-01,9,0.495,0.225,0.845,0.0997,-3.0,-0.14,-28.28,0.0,0.0,-144.63,-86.18,0.1,0.09,-35.61,-110.0,102.0,-4.0,92.0,0.0,-5.84,16.56,-17.22,-10.09,0.0,0.0,0.0,0.0,0.0,0.0,45.18,40.77,10.36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3+6+7+8,1+4+5+6+7+8,1+2+3+4+5+6+7+8,3+4+5+6+7,32,95,0.0,-0.15,7,17
