code,name,category,Annual,nYear,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,EY avg,EY std,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,check NP,check EPS GR,check OCF,neg Revenue GR,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end
8834,IREKA CORPORATION BERHAD,Construction,2019-03-01,10,0.42,0.27,0.59,0.57,-3.0,-0.15,-35.71,0.0,0.0,-26.25,-20.72,0.47,0.25,-4.57,-33.5,33.0,-0.25,18.63,0.0,0.0,0.0,0.0,-14.61,19.12,-12.81,-17.49,-14.61,3.48,2.26,2.55,3.48,0.0,0,0,0,1+2+4+6+7+8+10,1+4+5+6+7+9,1+3+4+5+6+7+8+9+10,1+6+10,393,200,0.06,-0.15,-46,-29
8869,PRESS METAL ALUMINIUM HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,10,3.76,2.74,5.24,0.88,32.0,0.12,3.19,0.05,1.33,13.25,13.73,0.88,0.88,5.2,13.25,232.0,122.62,59.98,14.15,-1.75,14.15,24.36,2.79,1.82,2.89,3.53,2.79,0.99,1.21,1.64,0.99,36.79,1,0,0,1,+,1+5+6+7+9,8+9,1699,8805,0.04,0.12,108,1459
8877,EKOVEST BERHAD,Construction,2019-06-01,10,0.58,0.285,0.95,0.96,11.0,0.05,8.62,0.01,1.72,5.69,6.32,2.26,2.34,17.02,13.2,150.0,81.6,60.99,17.4,-3.9,17.4,23.99,3.27,2.42,6.27,4.89,3.27,0.85,1.68,1.34,0.85,30.45,1,0,0,2+7+9+10,+,2+3+5+6+7,5+7+8,218,1335,0.01,0.06,34,646
8885,AVILLION BERHAD,Consumer Products & Services,2019-03-01,9,0.07,0.02,0.18,0.2338,-2.0,-0.04,-57.14,0.0,0.0,-15.23,-14.4,0.22,0.22,14.8,-15.75,-3.25,-9.5,,0.0,0.0,0.0,0.0,-5.99,9.46,-15.31,-10.79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+6+7+8,1+2+3+4,1+2+3+4+5+9,2,504,111,0.0,-0.04,73,3
8893,MK LAND HOLDINGS BERHAD,Property,2019-06-01,10,0.135,0.05,0.19,1.0,33.0,0.0,0.0,0.01,7.41,0.41,0.53,0.01,0.01,7.9,7.83,37.0,22.42,18.45,0.0,-29.05,-38.1,-10.38,6.92,3.13,5.97,6.31,6.92,2.39,0.0,3.36,2.39,23.85,1,0,0,1+2+3+4+5,+,1+4+5+10,2+3,309,172,0.01,0.01,34,4
8907,EG INDUSTRIES BERHAD,Industrial Products & Services,2019-06-01,10,0.32,0.195,0.5,1.33,10.0,0.03,9.38,0.0,0.0,2.5,4.39,0.02,0.03,1.32,1.86,44.0,22.93,13.37,3.83,-19.72,11.44,3.83,13.21,13.83,10.91,19.17,13.21,0.0,0.0,0.0,0.0,0.0,1,0,0,1+5+7,+,1+2+4+5+8+9,4+5+8,591,1013,0.04,0.04,3,81
8923,JIANKUN INTERNATIONAL BERHAD,Property,2018-12-01,10,0.36,0.29,0.4,0.33,14.0,0.03,8.33,0.0,0.0,7.85,1.65,0.43,0.07,-6.72,-31.0,4.8,-13.1,4.8,0.0,0.0,-43.24,-4.49,-6.68,14.99,-4.08,-4.15,-6.68,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+5+6+7+8+9+10,2+3+4+5+7+8+9+10,1+2+3+4+5+6+7+8+9+10,3+4+5+6+7+8+9,109,32,-0.03,0.0,3,1
8931,JERASIA CAPITAL BERHAD,Consumer Products & Services,2019-06-01,10,0.27,0.13,0.42,1.89,16.0,0.02,7.41,0.01,3.7,0.88,1.56,0.0,0.01,1.6,2.9,13.07,7.98,7.67,28.25,-30.58,-28.7,28.25,16.96,8.79,12.91,12.64,16.96,1.67,1.75,1.05,1.67,1.61,1,0,0,3+7,+,1+3+5+7+8+10,1+3+5+7,282,503,0.05,0.03,2,-4
8966,PROLEXUS BERHAD,Consumer Products & Services,2019-07-01,10,0.61,0.305,1.1,1.31,18.0,0.03,4.92,0.0,0.49,2.58,2.67,0.31,0.3,4.61,6.8,18.5,12.65,12.73,12.93,-43.91,-26.75,12.93,7.74,3.7,7.7,8.0,7.74,1.03,1.99,1.83,1.03,135.86,1,0,0,2+3+10,+,1+2+3+6+7,2,137,364,0.03,0.03,6,24
8982,CEPATWAWASAN GROUP BERHAD,Plantation,2018-12-01,10,0.465,0.285,0.74,1.11,337.0,0.0,0.0,0.02,3.23,0.13,1.26,0.16,0.15,9.16,6.71,36.0,21.36,16.24,0.0,-18.52,-25.43,-17.89,8.2,3.97,8.55,7.74,8.2,2.15,1.93,2.17,2.15,30.61,1,0,1,1+4+6+7+10,+,1+4+5+7+9+10,+,164,241,0.05,0.02,23,19
9008,OMESTI BERHAD,Technology,2019-03-01,9,0.585,0.32,0.715,0.3485,12.0,0.05,8.55,0.0,0.0,14.18,-12.35,0.04,0.07,-6.21,-18.0,10.0,-4.0,10.0,0.0,0.0,0.0,0.0,-13.91,20.16,-26.43,-18.36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+8+9,1+2+3+4+6+7+8,1+2+3+4+5+6+7+8+9,1+2+4+5+8,311,253,-0.09,-0.04,15,-10
9016,EKSONS CORPORATION BERHAD,Industrial Products & Services,2019-03-01,10,0.53,0.385,0.795,2.68,-27.0,-0.02,-3.77,0.0,0.0,-0.73,-2.66,0.01,0.02,1.65,-37.0,11.33,-12.84,7.31,0.0,0.0,0.0,0.0,6.39,13.68,-10.41,-1.01,6.39,2.26,2.08,1.25,2.26,12.96,0,0,0,1+3+4+6+7+10,1+2+3+4,1+2+3+4+7+9+10,1+6+7,279,67,0.17,-0.07,32,-3
9059,TSH RESOURCES BERHAD,Plantation,2019-12-01,10,0.81,0.56,1.59,0.9166,34.0,0.02,2.47,0.01,1.23,2.59,3.15,0.71,0.62,6.78,-24.5,51.33,13.42,30.88,0.0,-9.29,-18.99,-5.83,2.86,2.55,3.07,1.46,2.86,1.14,1.29,1.3,1.14,55.02,0,0,0,1+2+5+8+10,5,2+4+5+6+8,5,908,839,0.07,0.03,120,182
9075,THETA EDGE BERHAD,Technology,2019-12-01,9,0.38,0.16,0.58,0.64,11.0,0.03,7.89,0.0,0.0,5.39,0.26,0.02,0.02,-4.95,-26.5,46.0,9.75,24.92,0.0,-52.13,0.0,-52.49,-8.84,13.31,-0.53,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+9,1+5+6+7+8+9,1+2+3+4+5+6+7+8+9,3+6+8+9,58,50,-0.15,0.0,-1,3
9091,EMICO HOLDINGS BERHAD,Consumer Products & Services,2019-03-01,8,0.145,0.08,0.25,0.43,6.0,0.02,13.79,0.0,0.0,5.47,1.3,0.06,0.05,1.07,-9.5,25.0,7.75,15.12,10.49,-47.27,10.49,0.0,3.59,6.8,4.05,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+6+7,5+8,1+2+3+6+7+8,1+3,65,52,0.01,0.01,5,0
9113,ICONIC WORLDWIDE BERHAD,Consumer Products & Services,2019-03-01,10,0.24,0.16,0.37,0.3,-11.0,-0.02,-8.33,0.0,0.0,-7.57,-20.66,0.03,0.05,-23.02,-8.5,-1.88,-5.19,,0.0,0.0,0.0,0.0,-26.98,16.34,-15.25,-29.81,-26.98,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+10,139,20,-0.1,-0.07,0,-7
9121,KPS CONSORTIUM BERHAD,Industrial Products & Services,2018-12-01,10,0.365,0.265,0.54,1.83,8.0,0.04,10.96,0.0,0.0,2.4,3.94,0.12,0.13,2.48,-52.5,10.2,-21.15,5.6,6.64,-29.97,-2.48,6.64,18.7,10.87,13.54,15.59,18.7,0.0,0.0,0.0,0.0,0.0,0,0,0,5+10,5,1+3+4+5+7+10,2+4+9,312,776,0.05,0.07,5,20
9148,ADVANCED PACKAGING TECHNOLOGY (M) BHD,Industrial Products & Services,2019-12-01,9,1.9,1.68,2.4,1.53,-272.0,-0.01,-0.53,0.06,3.16,-0.46,-0.49,0.0,0.0,8.04,-228.0,38.8,-94.6,19.62,0.0,0.0,0.0,0.0,5.55,3.17,1.7,3.59,0.0,6.36,3.65,4.31,0.0,105.37,1,0,1,1+3+6+9,+,1+2+3+6,+,23,23,0.12,-0.01,4,1
9172,FORMOSA PROSONIC INDUSTRIES BERHAD,Consumer Products & Services,2018-12-01,10,1.36,1.08,1.8,1.28,9.0,0.16,11.76,0.11,8.09,12.38,12.88,0.01,0.0,4.64,4.8,34.4,19.6,14.24,7.93,23.67,10.9,7.93,9.72,4.99,7.45,6.99,9.72,6.04,4.2,4.56,6.04,51.66,1,0,1,4+5+6+8+9+10,+,1+3+5+6+8+9+10,+,544,561,0.07,0.15,57,61
9199,LYSAGHT GALVANIZED STEEL BERHAD,Industrial Products & Services,2018-12-01,10,2.06,1.95,2.7,3.71,9.0,0.22,10.68,0.07,3.4,5.95,6.35,0.0,0.0,17.59,5.81,13.96,9.88,9.86,0.0,-17.38,-9.42,-4.51,10.81,2.87,11.82,10.75,10.81,3.3,3.17,2.54,3.3,24.58,1,0,0,1+4+5+8+9+10,+,1+3+5+8+9+10,7,63,68,0.22,0.22,30,3
9237,SARAWAK CONSOLIDATED INDUSTRIES BERHAD,Industrial Products & Services,2019-12-01,7,1.99,0.755,3.49,0.6,57.0,0.04,2.01,0.0,0.0,5.87,6.25,0.38,0.38,-1.18,-20.75,47.5,13.38,38.5,19.33,19.33,0.0,0.0,-4.41,8.47,-6.94,-3.48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4+7,2+4+5,1+2+3+5+6+7,2+3,57,86,-0.04,0.04,3,2
9261,GADANG HOLDINGS BHD,Construction,2019-05-01,10,0.48,0.225,0.94,1.12,11.0,0.04,8.33,0.01,2.5,3.96,6.13,0.19,0.26,9.3,-68.0,22.88,-22.56,14.28,20.55,-25.91,-3.58,20.55,7.6,5.53,13.73,11.28,7.6,1.44,3.47,2.55,1.44,11.05,0,0,0,3+8,9,1+2+3+7+8+9,1+4+6+9,270,688,0.05,0.07,13,-84
9288,BONIA CORPORATION BERHAD,Consumer Products & Services,2019-06-01,10,0.51,0.32,1.44,1.9295,5.0,0.1,19.61,0.02,3.92,5.07,4.41,0.27,0.09,6.32,3.56,19.81,11.68,7.85,0.0,-10.07,-20.0,-1.31,17.18,7.88,25.98,24.43,17.18,4.46,6.68,6.81,4.46,26.03,1,0,1,2+3+4,+,1+2+4+5,+,360,461,0.17,0.09,50,69
9296,RCE CAPITAL BERHAD,Financial Services,2019-03-01,10,1.93,1.22,1.92,1.84,7.0,0.28,14.51,0.09,4.66,15.44,17.33,1.79,1.76,29.5,0.91,28.0,14.46,6.43,1.54,31.4,91.69,1.54,40.97,35.53,17.27,24.5,40.97,12.16,4.01,10.43,12.16,21.83,1,0,0,6+7+10,+,6+7+8+10,2+3+4+5+6+10,200,263,0.29,0.28,-60,9
9318,FITTERS DIVERSIFIED BERHAD,Industrial Products & Services,2018-12-01,9,0.22,0.155,0.42200000000000004,0.8246,23.0,0.01,4.55,0.0,0.0,1.16,4.4,0.08,0.12,4.76,-40.5,20.25,-10.12,10.61,22.18,22.18,0.0,-10.15,6.34,7.45,1.88,4.59,0.0,1.47,0.82,2.64,0.0,10.37,0,0,0,2+3+5+7,2,1+2+3+4+5+6+7,1+4+5+8,190,351,0.0,0.03,12,-3
9326,LB ALUMINIUM BERHAD,Industrial Products & Services,2019-04-01,10,0.405,0.26,0.615,1.22,6.0,0.06,14.81,0.02,3.7,5.15,4.14,0.12,0.0,3.18,5.14,29.5,17.32,11.84,4.62,-8.18,-11.23,4.62,10.12,3.94,7.49,8.51,10.12,3.88,3.24,3.4,3.88,34.17,1,0,0,4+10,+,2+5+8+9+10,2+5,347,533,0.05,0.05,14,26
9334,KESM INDUSTRIES BERHAD,Technology,2019-07-01,10,7.96,5.0,12.0,8.4023,36.0,0.22,2.76,0.09,1.13,2.64,1.75,0.03,0.04,6.16,7.57,54.86,31.22,17.37,0.0,-41.06,-10.41,-4.32,7.82,3.37,4.58,6.78,7.82,1.07,0.86,0.75,1.07,14.61,1,0,1,1+8,+,1+2+8,+,226,307,0.27,0.14,44,88
9342,ANZO HOLDINGS BERHAD,Industrial Products & Services,2019-07-01,9,0.035,0.01,0.045,0.161,-10.0,-0.0,-0.0,0.0,0.0,-2.24,-2.39,0.0,0.0,-40.46,-29.0,4.15,-12.42,4.15,0.0,0.0,0.0,0.0,-4.64,13.67,-16.19,-11.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4+5+8+9,1+2+3+4+5+6+7+9,1+2+3+4+5+6+7+8+9,2+3+4+5+6+7+8+9,9,6,0.27,0.0,-12,1
9369,TEO GUAN LEE CORPORATION BERHAD,Consumer Products & Services,2019-06-01,10,1.07,0.9,1.444,2.17,7.0,0.16,14.95,0.08,7.94,7.35,7.15,0.07,0.0,6.46,5.0,12.73,8.86,8.58,4.77,4.77,-4.26,-1.47,12.55,3.41,11.74,10.64,12.55,6.75,5.05,5.12,6.75,63.91,1,0,0,2+3+4+5+6+8,+,3+5+6+8+9,3+6+9,103,114,0.23,0.15,6,1
9377,FSBM HOLDINGS BERHAD,Technology,2018-06-01,10,0.07,0.03,0.11,0.04,-22.0,-0.0,-0.0,0.0,0.0,-8.0,-11.08,0.0,0.0,-149.5,-4.75,-0.57,-2.66,,0.0,0.0,0.0,0.0,-60.71,53.66,-14.22,-24.38,-60.71,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,52,1,-0.17,0.0,-16,0
9385,LAY HONG BERHAD,Consumer Products & Services,2019-03-01,10,0.335,0.16,0.53,0.52,12.0,0.03,8.96,0.0,1.49,5.56,2.23,0.32,0.29,1.75,-28.75,937.0,454.12,167.65,19.96,19.96,-9.27,-5.51,1.21,1.89,2.88,1.98,1.21,0.61,1.46,0.94,0.61,13.53,0,0,0,1+4+10,7,1+4+6+7+8+10,7,389,797,0.02,0.01,34,23
9393,INDUSTRONICS BERHAD,Technology,2018-12-01,9,0.085,0.03,0.13,0.11,-5.0,-0.02,-23.53,0.0,0.0,-15.36,-17.74,0.0,0.0,-23.63,-31.75,10.0,-10.88,10.0,0.0,0.0,0.0,0.0,-48.99,45.91,-61.12,-82.82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6+7+9,1+2+3+4+5+6+7+9,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+9,53,38,-0.04,-0.03,-1,0
9407,PARAGON UNION BERHAD,Consumer Products & Services,2019-12-01,9,0.23,0.18,0.35,0.66,5.0,0.05,21.74,0.0,0.0,7.27,6.84,0.28,0.28,-3.04,-40.0,33.5,-3.25,15.33,0.0,-9.3,0.0,0.0,-11.87,42.65,3.57,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+6+8+9,2+3+6+7+8,1+2+3+5+6+7+8+9,1+2+7,51,56,0.0,0.04,4,-2
9423,CWG HOLDINGS BERHAD,Consumer Products & Services,2019-06-01,8,0.3,0.24,0.51,0.67,12.0,0.03,10.0,0.02,5.0,3.76,6.22,0.02,0.02,1.42,-4.56,17.5,6.47,13.26,41.7,-20.46,91.9,41.7,2.4,10.05,9.36,8.23,0.0,0.85,1.99,1.36,0.0,13.26,0,0,0,1+4+8,6+7+8,1+2+3+5+6+7+8,2,82,102,-0.09,0.04,8,13
9431,SENI JAYA CORPORATION BERHAD,Telecommunications & Media,2018-12-01,8,0.41,0.42,0.59,1.3,-29.0,-0.01,-2.44,0.0,0.0,-1.08,-1.37,0.19,0.0,5.2,-27.5,62.0,17.25,25.08,0.0,0.0,0.0,0.0,3.75,4.12,-0.68,1.33,0.0,3.09,0.92,1.41,0.0,37.7,0,0,0,1+3+4+5,1,1+2+3+4+5+6,2+6,26,18,0.04,-0.02,6,2
9466,KKB ENGINEERING BERHAD,Industrial Products & Services,2019-12-01,10,1.72,1.25,2.37,1.33,9.0,0.2,11.63,0.04,2.33,15.16,14.99,0.0,0.0,11.41,-66.5,95.0,14.25,22.8,17.87,0.0,17.87,-8.55,6.79,4.84,7.04,5.15,6.79,4.04,1.66,2.08,4.04,44.43,0,0,0,4+5+6+8+9,4,2+3+4+6+8+9+10,1+3+9,269,559,0.3,0.18,104,-15
9474,BRAHIM'S HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,0.14,0.07,0.39,-0.09,-2.0,-0.08,-57.14,0.0,0.0,83.78,-230.43,0.0,0.0,-6.33,-9.43,47.5,19.04,27.82,0.0,0.0,0.0,0.0,-22.07,45.37,-73.82,-49.16,-22.07,0.0,0.0,0.0,0.0,0.3,0,0,0,1+3+4+5+10,1+2+3+4+5,1+2+3+4+5+7+10,2+3+5,157,274,0.01,-0.44,24,3
9539,MULTI-USAGE HOLDINGS BERHAD,Property,2019-06-01,10,0.295,0.24,0.54,1.16,-26.0,-0.01,-3.39,0.0,0.0,-0.99,-0.78,0.0,0.0,2.95,-53.0,85.0,16.0,28.34,0.0,0.0,0.0,0.0,6.96,21.07,-12.31,3.5,6.96,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+9+10,1+2+3,1+2+3+4+5+6+7+9+10,1+2+3+10,15,12,0.02,-0.01,0,0
9571,MITRAJAYA HOLDINGS BERHAD,Construction,2018-12-01,10,0.21,0.15,0.385,0.86,-4.0,-0.05,-23.81,0.02,7.14,-6.21,6.09,0.06,0.07,10.36,3.11,19.6,11.36,9.2,1.9,-21.67,1.9,26.0,15.24,8.36,21.71,16.27,15.24,5.36,10.01,6.65,5.36,34.11,1,0,0,1+7+8+10,+,1+2+7+8+10,1,326,838,0.1,0.05,49,-55
9598,PINTARAS JAYA BHD,Construction,2019-06-01,10,2.74,1.8,3.43,1.98,9.0,0.31,11.31,0.2,7.3,15.43,8.12,0.07,0.06,19.94,9.61,34.6,22.1,17.1,8.18,12.93,-14.22,8.18,6.81,2.22,5.13,5.36,6.81,4.68,6.92,6.1,4.68,90.73,1,0,1,2+4+7+10,+,2+4+5,+,106,316,0.13,0.16,13,27
9601,HO WAH GENTING BERHAD,Industrial Products & Services,2018-12-01,10,0.435,0.06,0.395,0.07,-32.0,-0.01,-2.3,0.0,0.0,-19.57,-84.07,0.18,0.2,-9.6,-6.0,3.78,-1.11,3.78,0.0,0.0,0.0,0.0,-86.9,58.16,-78.39,-110.77,-86.9,0.0,0.0,0.0,0.0,0.0,0,0,0,3+4+5+6+7+10,1+2+3+4+5+6+7+8+10,1+2+3+4+5+6+7+8+9+10,1+3+6+7+8+9+10,144,160,-0.32,-0.11,-10,-8
9628,LEBTECH BERHAD,Construction,2019-12-01,8,0.925,0.72,1.11,0.9396,-80.0,-0.01,-1.08,0.0,0.0,-1.22,-1.4,0.0,0.0,2.2,-90.0,151.0,30.5,63.52,0.0,0.0,0.0,0.0,1.1,2.21,-0.37,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4+5+6+8,1+3,1+2+3+4+5+6,2+5+6+7+8,53,49,0.03,-0.01,-3,12
9679,WCT HOLDINGS BERHAD,Construction,2018-12-01,10,0.58,0.245,1.22,2.22,-30.0,-0.02,-3.45,0.0,0.0,-0.88,3.41,0.55,0.9,9.34,4.22,32.4,18.31,14.33,0.0,-24.99,-14.19,-3.16,9.57,5.87,12.0,10.52,9.57,2.48,1.56,1.66,2.48,23.99,1,0,0,2+8+9+10,+,1+3+5+6+9+10,1+2+3+4+5+6,4667,2285,0.15,0.08,247,-83
9687,IDEAL UNITED BINTANG INTERNATIONAL BERHAD,Property,2018-12-01,9,1.24,0.9,1.9,1.1922,10.0,0.13,10.48,0.02,1.61,10.49,35.48,0.03,0.0,-8.08,-27.0,59.0,16.0,20.38,0.0,0.0,0.0,0.0,3.54,7.55,13.18,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5+6+8,4+5+6+9,3+4+5+6+7+9,1+2+3+4+5+6+7+8+9,23,678,0.0,0.22,0,0
9695,PLS PLANTATIONS BERHAD,Plantation,2019-03-01,10,0.59,0.35,0.99,0.551,-24.0,-0.02,-3.39,0.0,0.0,-4.54,-5.26,0.39,0.43,-1.64,-98.0,61.5,-18.25,39.72,0.0,0.0,0.0,0.0,0.39,3.16,-1.87,-2.1,0.39,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+5+7+10,1+2+3+4+5,1+2+3+4+5+7+9+10,7,63,63,0.04,-0.05,31,8
9717,SYCAL VENTURES BERHAD,Construction,2018-12-01,10,0.19,0.175,0.26,0.6682,14.0,0.01,5.26,0.0,0.0,1.98,0.97,0.17,0.17,2.94,-0.92,23.5,11.29,13.61,0.0,-50.63,-34.62,0.0,-1.31,36.29,5.62,11.72,-1.31,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+8+10,10,1+2+3+4+9+10,4+5+6+9+10,84,71,-0.13,0.01,-4,2
9776,SINMAH CAPITAL BERHAD,Consumer Products & Services,2018-12-01,10,0.125,0.06,0.195,0.4474,-30.0,-0.0,-0.0,0.0,0.0,-0.94,-38.05,0.27,0.09,-1.78,-7.0,44.0,18.5,14.47,0.0,0.0,0.0,0.0,-4.38,83.14,-7.95,-8.59,-4.38,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+7+9+10,1+4+7+10,1+3+4+5+6+7+9+10,3+4+6+10,348,181,-0.08,-0.34,-14,37
9792,SEG INTERNATIONAL BHD,Consumer Products & Services,2019-12-01,10,0.635,0.595,0.645,0.0755,17.0,0.04,6.3,0.02,3.94,49.14,48.55,1.35,1.35,16.13,15.88,73.5,44.69,40.07,7.52,18.5,12.85,7.52,3.21,1.55,5.11,3.7,3.21,3.53,5.07,4.32,3.53,121.13,1,0,1,1+2+3+7,+,6+7+8,+,218,244,0.04,0.04,65,78
9806,NATIONWIDE EXPRESS HOLDINGS BERHAD,Transportation & Logistics,2019-03-01,9,0.125,0.04,0.26,0.43,0.0,-0.31,-248.0,0.0,0.0,-72.67,-92.07,0.0,0.0,-7.18,-56.0,85.0,14.5,74.0,0.0,0.0,0.0,0.0,-14.14,24.41,-39.06,-24.85,0.0,1.28,0.0,0.0,0.0,76.42,0,0,0,2+3+4+6,1+2+3+4+5+6,1+2+3+4+5+6+7+8+9,1+4+5,92,87,0.01,-0.24,6,-9
9814,BERTAM ALLIANCE BERHAD,Property,2018-12-01,9,0.11,0.11,0.285,0.82,-1.0,-0.08,-72.73,0.0,0.0,-9.63,-10.39,0.03,0.11,-8.16,-3.73,33.0,14.64,12.34,0.0,0.0,0.0,0.0,10.37,41.0,16.18,11.68,0.0,1.41,0.0,0.39,0.0,28.73,0,0,0,1+3+6+7,1+3,1+2+3+4+5+6+7+8,1+3+4+5+6+9,60,1,0.07,-0.1,-9,-22
9822,SAM ENGINEERING & EQUIPMENT (M) BERHAD,Industrial Products & Services,2019-03-01,10,5.31,4.2,8.64,4.21,8.0,0.65,12.24,0.29,5.47,15.35,15.75,0.09,0.05,7.61,5.59,19.31,12.45,12.0,7.26,7.26,22.64,0.0,9.35,3.52,6.75,7.28,9.35,1.66,1.94,2.22,1.66,24.36,1,0,0,3+5+7+10,+,3+7+8+9+10,9,303,755,0.37,0.58,44,33
9873,PRESTAR RESOURCES BERHAD,Industrial Products & Services,2018-12-01,10,0.335,0.21,0.59,1.46,12.0,0.03,8.96,0.02,4.48,1.85,4.51,0.07,0.03,2.28,2.36,23.5,12.93,9.45,1.77,1.77,-1.74,-0.11,14.82,9.97,22.87,18.02,14.82,3.79,6.15,4.98,3.79,27.28,1,0,0,1+4+8+10,+,1+4+7+10,1,460,508,0.02,0.06,36,0
9881,LEADER STEEL HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,0.22,0.185,0.36,1.19,3.0,0.07,31.82,0.0,0.0,6.13,3.51,0.0,0.0,0.21,-32.0,27.5,-2.25,10.79,23.66,0.0,42.45,23.66,-2.05,23.74,15.7,-4.2,-2.05,1.6,0.0,0.0,1.6,0.0,0,0,0,4+5+6+9+10,4+5+7+8,1+3+4+5+6+7+8+9+10,2+7+9+10,390,284,0.07,0.04,-5,5
9938,BRIGHT PACKAGING INDUSTRY BERHAD,Industrial Products & Services,2019-08-01,10,0.19,0.095,0.56,0.57,27.0,0.01,5.26,0.0,0.0,1.25,1.66,0.0,0.0,2.79,-30.5,59.0,14.25,28.96,1.92,1.92,-7.12,-7.68,2.7,4.68,-0.88,0.09,2.7,0.0,0.0,0.0,0.0,0.0,0,0,0,3+6+7+10,2+3,1+2+3+5+6+10,2+7+10,44,68,0.01,0.01,-9,4
9946,REX INDUSTRY BERHAD,Consumer Products & Services,2019-06-01,9,0.265,0.22,0.42,0.4,-6.0,-0.05,-18.87,0.0,0.0,-11.5,-11.08,0.11,0.03,-1.75,-75.0,151.0,38.0,88.47,0.0,0.0,0.0,0.0,-3.4,6.36,-9.1,-5.33,0.0,0.62,0.69,0.42,0.0,40.4,0,0,0,3+4+6+8+9,1+2+6+7,1+2+4+6+7+8+9,1+2,163,137,0.01,-0.05,1,-15
9954,RGT BERHAD,Industrial Products & Services,2019-06-01,10,0.205,0.085,0.21,0.1094,27.0,0.01,4.88,0.0,1.46,6.95,10.32,0.05,0.07,-77.43,-38.33,15.5,-11.42,15.5,0.0,0.0,0.0,0.0,-13.08,11.4,-3.35,-12.42,-13.08,0.0,0.0,0.0,0.0,0.0,0,0,0,5+8+9+10,2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,3+4+5+6+8,9,95,-0.06,0.01,1,7
9962,GROMUTUAL BERHAD,Property,2018-12-01,10,0.23,0.17,0.35,0.95,8.0,0.03,13.04,0.0,2.17,2.95,1.72,0.04,0.05,21.3,4.33,13.5,8.91,7.34,0.0,-28.06,-25.95,-2.72,14.97,4.26,13.82,13.83,14.97,4.14,4.59,4.78,4.14,26.77,1,0,0,1+2+4+5+9+10,+,1+2+4+5+10,1+2+3+4+5+6+7+8+9,83,51,0.03,0.02,13,0
9997,PENSONIC HOLDINGS BERHAD,Consumer Products & Services,2019-05-01,10,0.265,0.19,0.42,0.92,7.0,0.04,15.09,0.0,0.0,4.17,0.5,0.11,0.21,0.95,-18.83,21.5,1.34,13.66,0.0,-63.27,-27.92,-12.95,5.68,12.28,0.83,10.1,5.68,3.21,2.74,3.88,3.21,35.8,0,0,1,1+2+3+9,2+8,1+2+3+4+6+7+8+9,+,304,324,0.03,0.0,19,6
0007,PUC BERHAD,Telecommunications & Media,2018-12-01,10,0.175,0.06,0.475,0.0875,-1.0,-0.12,-68.57,0.0,0.0,-141.49,3.11,0.02,0.02,3.85,-1.44,33.0,15.78,7.16,30.27,30.27,-16.16,-7.65,16.29,30.85,-7.37,5.32,16.29,4.93,0.0,0.0,4.93,16.14,0,0,0,3+4+10,2,1+2+4+5+6+7+9+10,1+7,14,52,0.03,0.02,2,-24
