code,name,category,Annual,nYear,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,EY avg,EY std,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,check NP,check EPS GR,check OCF,neg Revenue GR,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end
5703,MUHIBBAH ENGINEERING (M) BHD,Construction,2018-12-01,10,0.905,0.72,2.9,2.31,12.0,0.08,8.84,0.08,8.29,3.37,13.33,0.05,0.06,4.06,-9.91,50.0,20.05,14.93,8.43,17.14,8.43,18.45,7.43,7.03,9.88,9.26,7.43,2.15,1.54,1.64,2.15,15.5,0,0,0,2+4+5+6+9+10,7,5+6+7+10,5+9,2252,1576,0.03,0.3,294,24
5738,COUNTRY HEIGHTS HOLDINGS BHD,Property,2018-12-01,10,0.95,0.8,1.58,3.0,-8.0,-0.13,-13.68,0.0,0.0,-4.21,10.64,0.21,0.21,9.14,-146.0,70.0,-38.0,18.73,19.39,0.0,19.39,20.79,5.92,10.62,4.68,4.96,5.92,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4+8+10,2+3+4,1+2+3+4+10,2+3,176,91,0.01,0.32,16,2
5789,LBS BINA GROUP BERHAD,Property,2018-12-01,10,0.36,0.31,0.585,0.89,8.0,0.05,13.89,0.02,5.0,5.07,5.98,0.57,0.5,12.95,-29.0,78.33,24.66,27.02,8.1,-2.51,-33.28,8.1,10.1,14.62,6.03,5.17,10.1,1.06,2.67,1.86,1.06,20.3,0,0,0,1+10,10,2+4+5+9+10,1+2+3+4+5+8+10,198,1122,-0.02,0.06,-43,-46
5797,CHOO BEE METAL INDUSTRIES BHD,Industrial Products & Services,2019-12-01,10,0.895,0.7,1.58,3.83,-106.0,-0.01,-1.12,0.05,5.59,-0.22,-0.22,0.0,0.0,4.2,-123.0,29.6,-46.7,13.31,0.0,0.0,0.0,0.0,8.57,5.07,9.84,8.87,8.57,3.04,3.18,2.95,3.04,64.0,0,0,0,1+4+5+10,1,1+2+5+6+8+10,2+3+7,402,443,0.13,-0.01,14,96
5819,HONG LEONG BANK BERHAD,Financial Services,2019-06-01,10,13.58,11.7,19.54,12.73,11.0,1.23,9.06,0.5,3.68,9.64,10.79,0.11,0.13,49.73,10.98,18.58,14.78,13.82,2.43,9.21,2.43,8.41,7.37,0.96,6.86,7.44,7.37,2.6,2.56,2.74,2.6,36.68,1,0,0,1+5+10,+,4,1+2+5+8+10,2057,4571,0.63,1.3,-1942,-1321
5827,ORIENTAL INTEREST BERHAD,Property,2019-06-01,10,1.58,1.58,2.2,2.9,6.0,0.29,18.35,0.08,5.06,9.85,13.65,0.2,0.22,9.17,-25.0,136.0,55.5,33.38,9.82,9.82,42.01,19.91,6.22,6.22,13.36,11.26,6.22,3.42,3.28,2.74,3.42,108.24,0,0,0,7+9+10,9,2+3+7+8+9+10,2+7+9,96,297,0.01,0.37,9,102
5835,DOLOMITE CORPORATION BERHAD,Industrial Products & Services,2019-06-01,9,0.07,0.025,0.28,0.04,-1.0,-0.11,-157.14,0.0,0.0,-264.25,-159.15,0.06,0.97,-44.3,-3.83,32.0,14.08,18.68,0.0,0.0,0.0,0.0,-16.62,40.88,-37.22,-18.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+7+8+9,1+7+8+9,1+2+3+4+6+7+8+9,4+7,64,12,-0.1,-0.16,5,7
5843,KUMPULAN PERANGSANG SELANGOR BERHAD,Industrial Products & Services,2019-12-01,10,0.59,0.265,1.11,1.78,11.0,0.05,8.47,0.0,0.0,2.96,2.57,0.55,0.55,27.93,-3.18,16.88,6.85,9.99,0.0,-34.98,-25.31,-9.8,7.63,14.08,-5.27,1.56,7.63,3.6,4.03,3.44,3.6,32.69,0,0,0,5+7+8,2,1+2+3+5+6+10,2+3+4+10,407,867,0.08,0.05,-54,35
5886,MINTYE BERHAD,Consumer Products & Services,2019-01-01,10,1.33,0.76,1.36,1.77,-108.0,-0.01,-0.75,0.02,1.13,-0.7,1.51,0.0,0.0,7.86,10.82,44.67,27.74,22.4,0.0,-27.58,-16.64,-0.77,5.38,2.08,2.93,4.28,5.38,5.14,3.68,3.29,5.14,128.88,1,0,0,1+3+6+7+9+10,+,2+3+5+6+7+9+10,8+9+10,51,44,0.11,0.03,0,7
5908,DKSH HOLDINGS (MALAYSIA) BERHAD,Consumer Products & Services,2018-12-01,10,2.66,1.68,2.99,3.9344,11.0,0.25,9.4,0.1,3.76,6.3,7.65,1.06,0.05,1.19,4.85,19.43,12.14,10.1,6.58,6.58,-23.91,45.39,11.33,4.09,11.03,9.55,11.33,2.47,3.56,3.08,2.47,20.68,1,0,0,3+10,+,1+4+5+10,4+7,3560,6010,0.14,0.28,164,32
5916,MALAYSIA SMELTING CORPORATION BERHAD,Industrial Products & Services,2018-12-01,10,0.72,0.44,0.98,0.93,9.0,0.08,11.11,0.02,2.78,9.0,10.74,0.33,0.14,-0.17,-393.0,63.75,-164.62,28.08,15.41,0.0,15.41,0.0,0.6,6.89,5.96,3.36,0.6,0.7,1.35,0.81,0.7,11.44,0,0,0,1+2+4+6+7+10,4+5+7+9,2+3+4+5+6+7+8+9+10,2+4+10,1852,1281,0.24,0.08,-15,74
5924,MTD ACPI ENGINEERING BERHAD,Construction,2019-03-01,10,0.165,0.065,0.25,0.36,-4.0,-0.05,-30.3,0.0,0.0,-12.78,-5.91,0.01,0.01,-5.17,-13.5,7.67,-2.92,6.22,0.0,0.0,0.0,0.0,-16.11,31.98,-2.28,-12.18,-16.11,1.18,0.0,0.0,1.18,1.58,0,0,0,1+3+4+7+8+9+10,1+3+4+5+6+8+9+10,1+2+3+4+5+6+7+8+9+10,2+3+4+6+9+10,651,250,0.08,-0.02,-4,38
5932,BINA PURI HOLDINGS BHD,Construction,2017-12-01,10,0.065,0.03,0.18100000000000002,0.3757,83.0,0.0,0.0,0.0,0.0,0.21,1.34,0.71,0.76,0.5,9.0,26.0,17.5,15.04,0.0,-31.79,-21.99,-17.95,6.69,3.11,3.19,5.06,6.69,3.71,2.56,3.05,3.71,0.0,1,0,0,2+4+5+7+9+10,+,2+3+4+5+6+7+9+10,5+6+7+8+9,677,1084,0.04,0.01,71,8
5983,MBM RESOURCES BHD,Consumer Products & Services,2019-12-01,10,3.0,2.5,4.47,4.47,6.0,0.51,17.0,0.22,7.33,11.34,13.44,0.01,0.01,5.48,-6.29,12.59,3.15,8.74,12.42,50.44,14.79,12.42,9.47,9.04,5.98,6.93,9.47,2.37,2.51,2.73,2.37,20.16,0,0,0,4+6+7,3,2+3+4+5+6+7+9,4+8+9+10,1528,2083,0.37,0.57,-13,34
6009,PACIFIC & ORIENT BERHAD,Financial Services,2019-09-01,10,0.805,0.78,1.0,1.06,-42.0,-0.02,-2.48,0.04,5.22,-1.83,-2.74,0.2,0.12,31.74,-32.67,42.33,4.83,10.96,0.0,0.0,0.0,0.0,36.03,47.59,-1.82,16.86,36.03,5.0,5.52,5.69,5.0,6.17,0,0,0,2+3+4+5+6+7,1+2+4,1+2+3+4+5+6+7+8,7+9,499,241,0.08,-0.03,39,14
6012,MAXIS BERHAD,Telecommunications & Media,2019-12-01,10,5.35,4.59,5.81,0.9,29.0,0.19,3.55,0.2,3.74,20.86,21.36,1.12,1.12,21.97,16.12,30.29,23.2,25.25,0.0,-10.22,-3.25,-3.34,3.7,1.49,4.18,4.09,3.7,4.85,3.61,3.75,4.85,117.4,1,0,1,6+9,+,1+2+6+7+8,+,8869,9313,0.0,0.19,4091,3379
6017,SHL CONSOLIDATED BHD,Property,2019-03-01,10,1.95,1.75,2.81,3.29,11.0,0.18,9.23,0.16,8.21,5.62,7.83,0.0,0.0,29.17,7.3,16.12,11.71,10.21,1.37,-7.81,1.37,11.05,10.34,2.15,11.44,11.85,10.34,6.57,7.1,7.18,6.57,61.82,1,0,0,1+2+3+8+9+10,+,1+2+4+8+10,1+5,250,168,0.11,0.26,154,-45
6025,BERJAYA MEDIA BERHAD,Telecommunications & Media,2019-04-01,10,0.105,0.075,0.27,-0.04,-2.0,-0.05,-47.62,0.0,0.0,129.75,-187.92,0.0,0.0,-38.18,-46.0,25.0,-10.5,18.1,0.0,0.0,0.0,0.0,-19.15,16.28,-26.94,-25.32,-19.15,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+8+10,1+2+3+4+5+7+8+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8,47,26,-0.02,-0.07,5,0
6033,PETRONAS GAS BERHAD,Utilities,2019-12-01,10,17.1,13.36,18.387999999999998,6.5611,19.0,0.9,5.26,0.82,4.8,13.77,14.76,0.16,0.29,40.3,15.89,27.64,21.76,22.23,0.99,3.62,0.99,7.66,4.64,0.85,5.26,4.87,4.64,3.25,3.9,3.42,3.25,59.48,1,0,0,1+9,+,4+6+9,4+5+6+7+8+9+10,3525,5458,0.72,0.97,0,3357
6041,FARLIM GROUP (MALAYSIA) BHD,Property,2018-12-01,10,0.265,0.165,0.36,1.03,-7.0,-0.04,-15.09,0.0,0.0,-3.83,-0.4,0.0,0.0,22.88,-18.67,13.33,-2.67,7.77,0.0,0.0,0.0,0.0,10.68,17.07,9.11,19.37,10.68,1.72,3.11,3.43,1.72,32.5,0,0,0,1+2+3+6+7+8+9+10,1+6+7,1+2+3+4+5+6+7+9+10,1+2+4+5,86,10,0.03,0.0,16,-12
6068,PCCS GROUP BERHAD,Consumer Products & Services,2019-03-01,10,0.285,0.16,0.635,0.6907,4.0,0.06,21.05,0.01,3.51,9.28,15.42,0.14,0.07,-0.26,-12.0,16.0,2.0,10.03,16.21,0.0,16.21,0.0,-3.61,17.09,4.14,-7.95,-3.61,0.22,0.75,0.45,0.22,2.54,0,0,0,1+3+5+7+8+9+10,3+4+5+7+9,2+3+4+5+6+7+8+9+10,3+4,448,438,0.08,0.1,63,30
6076,ENCORP BERHAD,Property,2019-12-01,10,0.2,0.185,0.4,1.18,-1.0,-0.15,-75.0,0.0,0.0,-12.83,-12.57,2.24,2.24,-0.24,-14.17,79.5,32.66,23.37,0.0,0.0,0.0,0.0,0.01,19.78,-24.68,-11.22,0.01,1.35,0.0,0.0,1.35,36.12,0,0,1,1+2+3+5+6,1+2+3,1+2+3+4+5+6+7+8+10,+,270,166,0.03,-0.15,114,114
6084,STAR MEDIA GROUP BERHAD,Telecommunications & Media,2019-12-01,10,0.375,0.225,0.67,1.11,49.0,0.01,2.67,0.02,5.33,0.69,0.69,0.02,0.02,12.45,9.21,68.5,38.86,22.09,0.0,-62.74,-44.86,-27.65,6.65,2.7,3.6,5.04,6.65,6.2,8.01,7.7,6.2,52.92,1,0,0,1+2+3+4+6+7,+,2+3+4+6+7,2,1062,316,0.25,0.01,101,100
6114,MKH BERHAD,Property,2019-09-01,10,1.12,0.81,1.86,2.84,8.0,0.14,12.5,0.04,3.57,4.98,5.22,0.16,0.19,11.65,7.51,16.09,11.8,11.09,1.83,-32.5,-9.39,1.83,9.42,1.99,10.78,10.89,9.42,2.4,3.52,3.29,2.4,22.27,1,0,0,3+10,+,2+3+5+6+10,9,256,1122,0.08,0.14,51,251
6149,METROD HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,1.4,1.08,1.8,3.4695,30.0,0.05,3.57,0.06,4.29,1.33,2.15,0.65,0.61,1.34,4.46,37.8,21.13,14.65,0.0,-30.21,-9.37,-23.35,10.14,5.87,8.11,8.02,10.14,4.06,3.87,3.67,4.06,35.91,1,0,0,7+9+10,+,1+3+5+6+8+9+10,1+2+3+4+5+6+7+8+9+10,1553,2867,0.57,0.08,0,0
6173,BINA DARULAMAN BERHAD,Property,2019-12-01,10,0.285,0.19,0.43,1.53,17.0,0.02,7.02,0.0,0.0,1.09,1.02,0.06,0.06,3.54,-15.0,18.75,1.88,7.35,0.0,-48.26,-45.82,-23.08,8.14,19.69,-15.5,-3.68,8.14,4.36,2.22,3.7,4.36,24.74,0,0,0,2+3+5+7+10,2+3,1+2+3+5+7+10,2+4+7+8+9+10,182,248,0.19,0.02,-2,45
6181,MALTON BERHAD,Property,2019-06-01,10,0.385,0.235,0.605,1.75,7.0,0.06,15.58,0.02,3.9,3.17,2.88,0.11,0.14,9.2,3.29,11.86,7.57,8.35,10.13,-12.6,-13.77,10.13,13.96,6.7,11.02,10.98,13.96,5.11,3.91,4.01,5.11,33.74,1,0,0,2+8+10,+,1+2+4+5+8,1+3+4+6+7,347,992,0.05,0.05,131,-147
6203,KHEE SAN BERHAD,Consumer Products & Services,2018-06-01,10,0.325,0.165,0.56,0.66,0.0,-0.67,-206.15,0.01,3.08,-101.32,2.49,0.02,0.01,3.75,5.93,18.67,12.3,11.39,3.64,-10.37,-10.47,3.64,9.25,4.9,4.37,6.01,9.25,1.0,1.02,0.61,1.0,0.0,1,0,0,1+2+10,+,2+3+4+8+10,1+3+4+8,60,140,0.03,0.04,6,0
6211,KIA LIM BERHAD,Industrial Products & Services,2018-12-01,10,0.18,0.11,0.245,0.9179999999999999,-5.0,-0.04,-22.22,0.0,0.0,-4.32,-9.81,0.0,0.0,-2.16,-2.71,10.25,3.77,6.46,0.0,0.0,0.0,0.0,-7.83,32.25,-49.04,-24.14,-7.83,0.0,0.0,0.0,0.0,0.0,0,0,1,2+3+5+9+10,1+2+3+9,1+2+3+4+6+7+8+9+10,+,51,40,0.02,-0.1,7,1
6238,HOCK SENG LEE BERHAD,Construction,2019-12-01,10,1.06,0.96,1.41,1.4885,11.0,0.09,8.49,0.02,2.26,6.36,6.93,0.06,0.06,12.24,8.06,16.0,12.03,12.72,0.0,-0.72,-6.4,0.0,8.19,1.82,7.07,6.98,8.19,1.48,1.46,1.34,1.48,21.14,1,0,0,4+7,+,3+4+5+6+7,5,488,684,0.13,0.1,54,98
6254,PDZ HOLDINGS BHD,Transportation & Logistics,2018-12-01,9,0.035,0.01,0.045,0.0641,-2.0,-0.01,-28.57,0.0,0.0,-22.93,-31.79,0.0,0.0,-38.93,-7.5,15.0,3.75,9.25,0.0,0.0,0.0,0.0,-51.53,98.08,-33.33,-82.86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+6+9,1+2+3+4+5+8+9,1+2+3+4+5+6+8+9,1+2+3+5+9,164,5,-0.01,-0.02,-3,-6
6262,INNOPRISE PLANTATIONS BERHAD,Plantation,2018-12-01,10,0.65,0.4,0.995,0.68,17.0,0.04,6.15,0.01,1.54,5.74,2.92,0.01,0.0,20.09,10.17,155.0,82.58,69.66,19.89,-26.96,19.89,-12.34,3.26,2.89,5.97,4.78,3.26,0.97,3.23,1.94,0.97,10.97,1,0,0,1+8+9+10,+,1+6+8+9+10,7,28,114,0.06,0.02,19,35
6297,BOX-PAK (MALAYSIA) BERHAD,Industrial Products & Services,2019-12-01,10,1.18,0.815,1.28,1.97,-13.0,-0.09,-7.63,0.0,0.0,-4.44,-4.32,0.37,0.37,2.01,-210.0,20.29,-94.86,11.91,0.0,0.0,0.0,0.0,2.7,9.71,-10.59,-5.46,2.7,2.0,0.0,0.0,2.0,19.97,0,0,0,+,1+2+3+4,1+2+3+4+6+7+10,1+2+3+4+5+6+7+8+9+10,196,647,0.17,-0.09,0,0
6351,AMWAY (MALAYSIA) HOLDINGS BERHAD,Consumer Products & Services,2019-12-01,10,4.93,4.5,6.16,1.35,16.0,0.31,6.29,0.28,5.58,23.05,23.3,0.03,0.03,8.79,16.84,24.15,20.49,19.53,0.0,-2.17,-12.52,-3.43,5.2,0.63,5.09,4.77,5.2,3.56,3.18,3.43,3.56,70.33,1,0,0,1+2+3,+,1+3+4+5+6,3,719,966,0.48,0.31,94,62
6378,WMG HOLDINGS BERHAD,Property,2018-12-01,10,0.08,0.035,0.15,0.43,-2.0,-0.04,-50.0,0.0,0.0,-9.05,0.0,0.0,0.0,-33.55,-4.11,12.0,3.94,8.6,0.0,0.0,0.0,0.0,-35.04,39.48,-48.74,-32.44,-35.04,4.44,0.0,0.0,4.44,0.0,0,0,0,2+3+4+5+6+7+9+10,1+2+3+4+6+7+8,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5,127,25,0.07,-0.04,19,-24
6399,ASTRO MALAYSIA HOLDINGS BERHAD,Telecommunications & Media,2019-01-01,10,1.03,0.705,1.61,0.1641,8.0,0.13,12.62,0.08,7.28,76.6,74.73,3.91,5.29,13.13,0.0,36.5,18.25,21.49,0.91,-8.63,0.91,0.0,5.4,2.1,7.02,5.73,0.0,4.07,6.92,5.82,0.0,48.71,1,0,1,1+2+10,+,1+6+8+10,+,3242,5479,0.12,0.09,521,1895
6432,APOLLO FOOD HOLDINGS BERHAD,Consumer Products & Services,2019-04-01,10,3.26,2.45,4.09,2.99,18.0,0.18,5.52,0.2,6.13,5.93,7.13,0.0,0.0,11.58,9.35,27.93,18.64,15.33,0.0,-16.33,-12.22,-1.81,7.34,2.31,4.56,5.4,7.34,5.97,5.86,5.46,5.97,78.99,1,0,1,1+2+4+5+6+10,+,2+3+5+9+10,+,160,189,0.31,0.22,32,29
6459,MNRB HOLDINGS BERHAD,Financial Services,2019-03-01,10,0.685,0.465,1.19,3.02,3.0,0.2,29.2,0.02,3.65,6.56,5.71,0.15,0.15,5.06,-31.78,25.33,-3.23,11.3,6.63,0.0,-11.2,6.63,9.22,5.79,14.66,10.01,9.22,1.72,0.0,0.45,1.72,16.31,0,0,0,1+2+4+5+8,4,1+3+4+5+8,1+3+7+8,1348,2072,0.12,0.2,34,-464
6483,KENANGA INVESTMENT BANK BERHAD,Financial Services,2019-12-01,10,0.56,0.355,0.62,1.29,15.0,0.04,7.14,0.03,5.8,2.83,2.97,0.14,0.14,-2.78,-7.89,64.0,28.06,33.32,3.23,13.43,-1.27,3.23,2.36,5.7,5.91,5.28,2.36,1.58,3.63,2.55,1.58,31.4,0,0,0,2+3+5+7+9,10,2+5+7+8+9+10,4+6+7,67,321,-0.09,0.04,710,23
6491,KUMPULAN FIMA BERHAD,Industrial Products & Services,2019-03-01,10,1.45,0.985,1.8,2.86,13.0,0.12,8.28,0.09,6.21,4.04,7.69,0.04,0.02,12.18,4.77,19.0,11.88,9.34,1.52,1.52,-0.72,1.94,12.5,4.52,8.43,9.33,12.5,4.24,5.4,5.02,4.24,46.47,1,0,0,1+2+4+10,+,3+4+5+6+7+10,2,411,469,0.22,0.21,114,53
6521,SURIA CAPITAL HOLDINGS BERHAD,Transportation & Logistics,2019-12-01,10,0.995,0.82,1.45,3.2501,7.0,0.14,14.07,0.05,5.03,4.19,4.77,0.0,0.0,20.16,6.32,15.73,11.02,11.26,0.0,-7.81,-0.3,-0.89,9.51,2.65,9.49,10.77,9.51,2.74,2.93,2.87,2.74,28.61,1,0,1,1+4+8,+,1+3+4+6+8+9+10,+,255,275,0.16,0.15,215,104
6548,MALAYSIA PACIFIC CORPORATION BERHAD,Property,2019-06-01,10,0.095,0.055,0.165,0.23,0.0,-0.22,-231.58,0.0,0.0,-95.48,-84.71,0.0,0.01,-98.67,-6.2,2.46,-1.87,1.99,0.0,0.0,0.0,0.0,-85.82,191.2,-222.81,-181.6,-85.82,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+5+7+8+10,1+2+3+4+5+6+8+9,1+2+3+4+5+6+7+8+9+10,2+3+4+5+6+7+8+9+10,10,15,0.23,-0.28,-15,21
6556,ANN JOO RESOURCES BERHAD,Industrial Products & Services,2018-12-01,10,0.725,0.415,1.65,2.23,-5.0,-0.16,-22.07,0.12,16.55,-7.2,11.72,0.01,0.0,2.94,-26.25,58.0,15.88,20.99,1.86,0.0,58.54,1.86,6.91,10.74,18.75,10.25,6.91,4.87,9.19,6.2,4.87,23.81,0,0,0,4+7+10,4+7,1+3+4+6+7+8+10,1+6+7+9,1303,2320,0.05,0.25,285,-59
6572,KWANTAS CORPORATION BERHAD,Plantation,2019-06-01,10,0.56,0.46,0.9,3.5807,-2.0,-0.23,-41.07,0.0,0.0,-6.44,-7.96,0.01,0.02,-1.51,-16.5,176.0,79.75,45.43,0.0,0.0,0.0,0.0,-6.12,16.52,-18.51,-14.83,-6.12,1.48,0.0,0.57,1.48,23.13,0,0,0,2+4+5+6+10,1+2+4+5+6,1+2+3+4+5+6+8+9+10,1+5,1248,774,0.01,-0.3,193,-36
6599,AEON CO. (M) BHD,Consumer Products & Services,2019-12-01,10,1.05,0.91,1.83,1.19,18.0,0.06,5.71,0.04,3.81,5.03,5.88,1.35,1.39,4.39,17.75,94.13,55.94,43.91,11.06,11.06,-12.48,-1.98,3.12,1.56,4.79,4.07,3.12,1.43,2.41,2.13,1.43,41.32,1,0,1,10,+,4+5+6,+,2894,4539,0.12,0.08,368,689
6602,BCB BERHAD,Property,2019-06-01,10,0.285,0.19,0.395,1.18,2.0,0.12,42.11,0.0,0.0,9.75,8.32,0.42,0.51,7.41,0.35,24.17,12.26,12.21,4.99,15.04,4.99,-19.88,52.83,89.06,17.44,14.67,52.83,0.1,0.0,0.2,0.1,1.63,1,0,0,3+4+10,+,3+4+8+10,4+5+7+8+9,91,425,0.53,0.1,28,45
6633,LEONG HUP INTERNATIONAL BERHAD,Consumer Products & Services,2019-12-01,5,0.61,0.43,1.1,0.4517,20.0,0.03,4.92,0.02,2.62,6.77,10.23,0.51,0.6,3.01,0.0,22.0,11.0,22.0,0.0,-5.42,0.0,0.0,4.55,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,7.28,1,0,1,5,+,1+5,+,4701,6043,0.03,0.04,301,671
6637,PNE PCB BERHAD,Industrial Products & Services,2019-03-01,7,1.33,0.36,1.52,0.44,-19.0,-0.07,-5.26,0.0,0.0,-15.75,-8.35,0.1,0.03,-2.74,-52.5,103.0,25.25,60.16,0.0,0.0,0.0,0.0,-1.81,4.22,-1.93,-2.73,0.0,0.14,0.0,0.19,0.0,0.0,0,0,0,1+4+5+6,1+3+4+5+7,1+2+3+4+5+7,3+4+5,77,88,0.0,-0.04,5,3
6645,LINGKARAN TRANS KOTA HOLDINGS BERHAD,Transportation & Logistics,2019-03-01,10,4.01,3.3,5.0,2.07,8.0,0.5,12.47,0.25,6.23,24.23,26.94,0.53,0.83,36.19,9.36,25.44,17.4,15.87,8.04,10.16,11.38,8.04,6.68,1.66,8.41,7.78,6.68,4.76,4.83,4.95,4.76,66.07,1,0,1,1+2+10,+,8+10,+,311,516,0.17,0.45,221,372
6718,CRESCENDO CORPORATION BERHAD,Property,2019-01-01,10,0.92,0.77,1.3,3.23,9.0,0.1,10.87,0.06,6.52,3.08,3.78,0.29,0.29,21.42,3.88,21.57,12.72,9.8,16.4,16.4,-23.32,-4.87,12.82,6.09,12.28,13.45,12.82,5.59,4.42,5.49,5.59,38.37,1,0,0,4+5+7+10,+,1+2+4+5+7+10,1+2+3+4+5+6+7+8+9+10,160,296,0.12,0.12,0,0
6742,YTL POWER INTERNATIONAL BHD,Utilities,2019-06-01,10,0.68,0.48,0.85,1.59,14.0,0.05,7.35,0.05,7.35,3.08,3.72,2.11,1.51,7.63,8.65,16.11,12.38,12.53,0.0,-23.26,-18.3,-3.97,8.21,1.45,7.1,7.87,8.21,4.48,5.95,6.24,4.48,57.38,1,0,1,3+4+5+6+7,+,1+2+3+5+7+8,+,13367,11733,0.16,0.06,2664,1248
6769,JKG LAND BERHAD,Property,2019-01-01,10,0.07,0.045,0.09,0.21,9.0,0.01,14.29,0.0,1.43,3.57,0.45,0.15,0.15,29.32,5.7,20.5,13.1,11.69,0.0,-63.66,-46.85,-25.14,9.0,4.65,7.68,9.01,9.0,1.54,0.0,0.0,1.54,35.96,1,0,0,1+4+5+6+8+9+10,+,1+2+3+5+6+8+10,1+2+3+4,59,75,0.01,0.0,19,-36
6807,PUNCAK NIAGA HOLDINGS BERHAD,Construction,2018-12-01,10,0.215,0.09,0.4,2.92,-2.0,-0.13,-60.47,0.0,0.0,-4.36,-11.71,0.82,0.7,-51.0,-1.13,59.0,28.94,12.58,0.0,0.0,0.0,0.0,-19.33,62.15,-112.01,-55.27,-19.33,1.96,1.04,0.62,1.96,8.05,0,0,0,3+4+5+6+10,1+2+3+8,1+2+3+4+6+7+8+9+10,1+2+3+4+5+6+7+8+10,1887,230,0.35,-0.38,-14,0
6815,EUPE CORPORATION BERHAD,Property,2019-02-01,10,0.53,0.38,0.72,2.75,2.0,0.26,49.06,0.02,2.83,9.62,9.92,0.33,0.32,4.7,-15.42,26.67,5.63,9.9,17.32,108.54,17.32,20.0,20.56,28.33,15.49,12.88,20.56,0.38,0.0,0.26,0.38,3.67,0,0,0,4+5+10,3,2+3+4+5+6+10,1+2+3+4+5+6+7+8+9+10,109,360,0.03,0.24,0,0
6874,KUB MALAYSIA BERHAD,Industrial Products & Services,2019-12-01,10,0.38,0.15,0.46,0.61,10.0,0.04,10.53,0.0,0.0,6.44,5.34,0.21,0.22,0.98,-13.67,40.5,13.42,21.78,50.06,-8.45,50.06,-9.5,1.98,8.49,8.11,7.56,1.98,1.95,3.69,2.71,1.95,20.0,0,0,0,1+2+5+6+9+10,8+9,1+2+6+7+8+9+10,8,796,289,0.02,0.03,29,13
6888,AXIATA GROUP BERHAD,Telecommunications & Media,2019-12-01,10,3.7,3.01,5.28,1.7,40.0,0.09,2.43,0.1,2.57,5.42,8.66,1.01,1.03,7.12,-7.42,78.67,35.62,32.79,41.06,41.06,-10.07,-2.68,2.03,5.31,-2.6,-0.4,2.03,2.59,2.06,2.64,2.59,50.09,0,0,0,2+9,2,1+2+4+6+10,1+2+3+4+5+6+7+8+9+10,15621,24583,0.21,0.16,0,0
6904,SUBUR TIASA HOLDINGS BERHAD,Industrial Products & Services,2019-07-01,10,0.52,0.38,0.905,3.02,-5.0,-0.11,-21.15,0.0,0.0,-3.78,-6.19,0.44,0.41,-0.58,-17.12,172.0,77.44,41.38,0.0,0.0,0.0,0.0,-2.95,13.16,-17.8,-12.91,-2.95,1.24,0.0,0.58,1.24,20.81,0,0,1,1+2+3+4+5+9,1+2+3+4,1+2+3+4+5+7,+,680,315,0.16,-0.19,90,33
6912,PASDEC HOLDINGS BERHAD,Property,2018-12-01,9,0.21,0.15,0.42,0.82,-5.0,-0.04,-19.05,0.0,0.0,-4.99,-5.93,0.0,0.0,-2.97,-15.5,18.0,1.25,12.54,0.0,0.0,0.0,0.0,-3.08,12.99,-10.84,-9.33,0.0,1.79,0.0,2.58,0.0,0.0,0,0,0,2+3+4+6+9,1+3+4+9,1+2+3+4+5+7+8+9,1+3+6+7,85,148,0.0,-0.06,3,-8
6939,FIAMMA HOLDINGS BERHAD,Consumer Products & Services,2019-09-01,10,0.55,0.35,0.54,1.04,8.0,0.07,12.73,0.02,3.64,6.44,5.79,0.13,0.1,10.71,8.08,26.22,17.15,14.71,2.57,9.15,-9.18,2.57,7.63,2.6,10.69,9.12,7.63,2.46,3.35,3.28,2.46,29.71,1,0,0,1+4+5,+,1+3+4+8,1+3+4+5+8,201,337,0.06,0.06,14,0
6947,DIGI.COM BERHAD,Telecommunications & Media,2019-12-01,10,4.48,3.82,5.1,0.08,24.0,0.18,4.02,0.18,4.06,228.88,214.97,6.67,6.76,23.54,16.4,35.27,25.84,24.39,3.64,-4.31,-6.75,3.64,4.23,0.77,4.07,4.13,4.23,4.34,4.0,4.16,4.34,105.51,1,0,1,1+3+4+5,+,1+3+4+5+8,+,5406,6297,0.15,0.18,2310,2062
