code,name,category,Annual,nYear,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EY avg,EY std,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,Revenue GR 3Y avg,Revenue GR 5Y avg,Revenue GR 10Y avg,NP GR 3Y avg,NP GR 5Y avg,NP GR 10Y avg,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,check NP,check EPS GR,check OCF,neg Revenue GR,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end
0022,PARLO BERHAD,Consumer Products & Services,2019-12-01,8,0.32,0.025,0.655,0.03,-20.0,-0.02,-6.25,0.0,0.0,-53.0,-8.63,0.2,0.16,-26.34,-2.83,12.5,4.84,5.93,0.0,-860.5,1552.31,-5.1,-675.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.19,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+4+5+6,1+2+4+5+6+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+8,4,162,0.01,0.0,0,-2
0023,IFCA MSC BERHAD,Technology,2019-12-01,9,0.385,0.165,0.52,0.19,27.0,0.01,2.6,0.01,2.6,7.42,4.98,0.0,0.0,7.97,-7.0,49.0,21.0,21.65,121.65,2.52,6.88,5.79,4.33,0.0,1.62,3.24,2.91,0.0,16.02,4.33,-0.83,11.09,-22.1,0.0,0.0,121.65,-23.62,0.0,0,0,1,1+4,9,1+3+4+5+7+8+9,+,38,86,-0.01,0.01,9,17
0024,JAG BERHAD,Industrial Products & Services,2019-12-01,7,0.25,0.1,0.4,0.3502,16.0,0.02,8.0,0.0,0.0,4.57,-7.78,0.12,0.14,-7.35,-1.5,18.83,8.66,10.77,0.0,-15.07,39.41,-21.9,-24.74,0.0,1.84,0.0,0.0,0.0,10.21,14.24,1.36,59.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6,1+5,1+2+4+5+6+7,1+3+5+7,136,140,0.03,-0.03,-2,-9
0025,YBS INTERNATIONAL BERHAD,Industrial Products & Services,2020-03-01,8,0.295,0.075,0.31,0.25,-239.0,-0.0,-0.0,0.0,0.0,-0.48,1.05,0.08,0.04,3.57,-7.25,18.5,5.62,12.5,6.45,2.0,8.1,2.56,-0.14,0.0,0.0,0.0,0.0,0.0,3.95,-9.03,3.08,8.53,6.84,-11.54,0.0,-35.92,6.45,-13.83,0,0,1,1+2+3+5+8,4,1+3+4+5+6+7+8,+,25,68,0.0,0.0,4,5
0026,NOVA MSC BERHAD,Technology,2020-03-01,9,0.085,0.015,0.135,0.0733,-20.0,-0.0,-0.0,0.0,0.0,-5.87,-6.27,0.01,0.02,-4.65,-8.0,12.5,2.25,12.5,0.0,-6.23,11.87,2.67,-4.72,0.0,0.0,0.0,0.0,0.0,0.0,-25.94,4.03,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+6+8,1+3+4+8+9,1+2+3+4+5+7+8+9,2+3+4+6+8,32,39,-0.01,0.0,6,1
0029,DIGISTAR CORPORATION BERHAD,Technology,2020-09-01,10,0.075,0.015,0.21,0.07,-24.0,-0.0,-0.0,0.0,0.0,-4.57,-4.54,3.58,3.58,-5.8,-15.0,19.0,2.0,9.63,0.0,-3.2,16.73,-12.5,-3.75,-3.2,0.0,0.0,0.0,0.0,0.0,-25.47,-27.81,-9.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+8+9,1+2+3+4+6+7+8,1+2+3+4+5+6+7+8+9,5+6+7+8+9,98,26,0.09,0.0,6,35
0034,MMAG HOLDINGS BERHAD,Technology,2020-03-01,10,0.4,0.12,1.97,0.1429,-28.0,-0.01,-2.5,0.0,0.0,-9.94,-29.9,0.13,0.19,-10.38,-5.62,10.0,2.19,6.19,0.0,-37.94,52.2,-22.57,-48.21,-37.94,0.0,0.0,0.0,0.0,0.0,-9.41,-14.82,42.34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+5+6,1+2+3+4+5+6+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+6+7+8+9+10,6,183,-0.04,-0.04,-2,-19
0036,KEY ALLIANCE GROUP BERHAD,Technology,2020-03-01,10,0.04,0.009,0.12,0.1277,3.0,0.01,25.0,0.0,0.0,9.24,-24.04,0.11,0.24,-13.25,-4.5,3.0,-0.75,3.0,0.0,-66.82,69.89,-74.07,-65.98,-66.82,0.0,0.0,0.0,0.0,0.0,0.0,-6.62,-6.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4+7+8+9+10,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9+10,2+4+5+6+10,78,40,0.03,-0.03,0,13
0037,RGB INTERNATIONAL BHD,Consumer Products & Services,2019-12-01,10,0.13,0.1,0.215,0.15,-26.0,-0.0,-0.0,0.0,2.31,-3.27,16.0,0.09,0.09,-4.62,-4.0,18.0,7.0,11.98,13.58,-2.56,23.92,11.6,9.5,-2.56,1.45,4.85,2.91,1.45,13.72,11.47,10.34,7.51,16.51,0.0,0.0,17.02,13.58,0.0,0,0,1,1+3+7+9+10,9+10,7+8+9+10,+,159,351,-0.04,0.03,3,79
0038,PLASTRADE TECHNOLOGY BERHAD,Industrial Products & Services,2019-12-01,7,0.72,0.05,0.725,0.1187,-33.0,-0.02,-2.78,0.0,0.0,-18.45,-7.47,0.01,0.01,-1.42,-13.75,14.5,0.38,13.33,0.0,-2.45,10.75,-13.29,-5.17,0.0,0.0,0.0,0.0,0.0,0.0,27.16,18.1,10.91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3+6,1+2+3,1+2+3+4+5+6,2+3+4,63,119,0.01,-0.01,4,11
0039,GFM SERVICES BERHAD,Industrial Products & Services,2019-12-01,10,0.165,0.06,0.25,0.24,41.0,0.0,0.0,0.0,1.03,1.67,6.16,2.61,3.11,-65.55,-0.25,29.0,14.38,15.73,0.0,-1478.09,2653.54,6.36,-16.18,-1478.09,0.78,2.59,1.56,0.78,10.88,12.35,238.77,20.01,0.0,-1.44,0.0,-27.94,0.0,-27.22,0,0,0,5+6+7+8+9+10,5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,5+6+7+10,6,131,-0.66,0.01,0,13
0040,OPENSYS (M) BERHAD,Technology,2019-12-01,10,0.55,0.173,0.88,0.15,20.0,0.03,5.45,0.01,1.67,18.47,18.29,0.17,0.21,9.67,12.0,34.0,23.0,20.39,13.04,5.07,2.47,5.29,5.12,5.07,3.77,2.07,2.51,3.77,42.78,2.79,17.82,12.51,14.67,13.03,0.0,22.68,14.66,13.04,1,0,0,2+10,+,4+10,6,27,103,0.0,0.02,10,13
0041,HONG SENG CONSOLIDATED BERHAD,Technology,2020-03-01,10,1.35,0.04,1.88,0.2142,-95.0,-0.01,-0.74,0.0,0.0,-6.63,-18.99,0.01,0.01,-51.76,-9.17,14.75,2.79,8.91,0.0,-1.85,20.68,-27.25,-17.38,-1.85,1.66,0.0,0.0,1.66,0.0,-41.22,-27.81,-13.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+6+7+9+10,1+2+3+5,1+2+3+4+5+6+7+9+10,1+3+7+10,46,4,0.07,-0.03,0,-2
0043,METRONIC GLOBAL BERHAD,Industrial Products & Services,2020-06-01,10,0.08,0.015,0.2,0.08,-7.0,-0.01,-12.5,0.0,0.0,-13.5,-19.72,0.0,0.0,-26.46,-8.5,5.5,-1.5,4.12,0.0,-25.01,49.66,-32.96,-16.14,-25.01,0.0,0.0,0.0,0.0,0.0,-13.37,-7.24,-8.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+6+7+8+9+10,1+2+3+7+8+9+10,1+2+3+5+6+7+8+9+10,1+3+4+5+6+9+10,60,19,-0.01,-0.01,0,-3
0048,ANCOM LOGISTICS BERHAD,Transportation & Logistics,2020-05-01,8,0.38,0.03,0.7,0.05,-679.0,-0.0,-0.0,0.0,0.0,-1.2,-1.55,0.23,0.25,1.58,-10.5,3.67,-3.42,3.67,0.0,2.22,9.97,0.0,-1.9,0.0,5.41,0.0,0.0,0.0,96.3,2.97,-0.83,-6.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4+6+7+8,1+2+3+4,1+2+3+4+5+6+7+8,6,61,31,0.0,0.0,8,8
0050,SYSTECH BHD,Technology,2020-03-01,9,0.2,0.06,0.355,0.1464,-33.0,-0.01,-5.0,0.0,1.0,-4.17,1.58,0.11,0.11,-13.57,9.0,32.5,20.75,20.12,0.0,3.07,4.22,0.0,0.69,0.0,2.15,0.0,1.87,0.0,39.13,22.81,22.01,39.23,-23.69,0.0,0.0,-35.29,-25.14,0.0,0,0,1,1+7,9,2+3+5+7+9,+,6,28,0.0,0.0,3,7
0051,CUSCAPI BERHAD,Technology,2018-12-01,9,0.13,0.045,0.175,0.084,-6.0,-0.02,-15.38,0.0,0.0,-25.36,-37.32,0.04,0.0,-30.23,-14.0,10.25,-1.88,7.92,0.0,-11.12,21.4,-35.1,-26.9,0.0,2.46,0.0,0.0,0.0,0.0,-12.7,-9.65,-2.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+6+9,1+2+3+4+5+6,1+2+3+4+5+6+7+8+9,1+2+3+5+6,49,29,0.04,-0.03,11,-23
0054,KARYON INDUSTRIES BERHAD,Industrial Products & Services,2020-03-01,10,0.2,0.085,0.355,0.22,25.0,0.01,5.0,0.01,5.0,3.59,6.72,0.07,0.07,5.24,8.5,18.0,13.25,12.25,4.33,8.75,2.25,8.94,7.9,8.75,1.28,0.0,1.11,1.28,12.35,3.52,2.59,6.42,-4.13,9.08,0.0,-7.34,-4.11,4.33,1,0,0,2+9+10,+,2+5+7+9+10,4+9+10,71,153,0.01,0.01,0,15
0055,SERSOL BERHAD,Industrial Products & Services,2019-12-01,9,0.22,0.05,0.325,0.07,-73.0,-0.0,-0.0,0.0,0.0,-4.29,-4.14,0.0,0.0,-8.9,-46.0,-6.5,-26.25,,0.0,-5.13,4.87,0.0,-2.49,0.0,0.0,0.0,0.0,0.0,0.0,-4.36,1.09,-2.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+6+7+8,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,1+2+4+5+6+7+9,30,18,-0.02,0.0,-1,0
0056,GRAND-FLO BERHAD,Technology,2019-12-01,10,0.325,0.16,0.37,0.2017,-128.0,-0.0,-0.0,0.0,0.0,-1.24,2.5,0.0,0.01,7.08,-9.0,26.0,8.5,11.69,0.0,5.42,9.71,0.45,0.31,5.42,1.59,1.67,1.75,1.59,22.32,3.29,9.13,11.04,-16.88,-1.83,0.0,0.0,-19.14,-7.26,0,0,0,2+3+4+6+10,4,1+2+3+4+6+8+10,4+5+6,69,133,0.02,0.01,3,20
0058,JCBNEXT BERHAD,Industrial Products & Services,2019-12-01,10,1.3,1.15,1.48,2.35,30.0,0.04,3.08,0.04,3.08,1.83,3.15,0.0,0.0,176.98,0.03,35.0,17.52,13.27,0.0,317.31,921.2,4.37,5.38,317.31,12.73,2.2,2.97,12.73,133.94,7.08,-16.7,-21.07,-64.96,-9.41,0.0,-2.4,-65.05,-10.13,1,0,0,2+5+7+10,+,3+4+5+6+10,1+2+3+4+5,117,9,0.32,0.08,43,-3
0060,VORTEX CONSOLIDATED BERHAD,Technology,2020-03-01,9,0.19,0.08,0.44,0.1539,-12.0,-0.02,-10.53,0.0,0.0,-10.27,-15.41,0.27,0.06,-7.57,-2.5,9.5,3.5,7.25,0.0,-114.76,139.36,-76.49,-49.89,0.0,0.0,0.0,0.0,0.0,0.0,1.38,-7.28,26.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+9,1+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,1+3+4+5+6+7+8+9,10,142,-0.32,-0.12,0,-5
0064,EFFICIENT E-SOLUTIONS BERHAD,Industrial Products & Services,2019-12-01,10,0.15,0.05,0.295,0.18,-20.0,-0.01,-6.67,0.0,0.0,-4.22,-6.19,0.0,0.0,-91.35,-24.5,27.5,1.5,14.99,0.0,3.61,7.01,-3.56,0.43,3.61,0.0,0.0,0.0,0.0,6.66,10.88,-38.95,-24.57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5+8+9+10,1+2+3+4,1+2+3+4+8+9+10,1+2+3+4+10,59,4,0.02,-0.01,-4,-6
0065,EXCEL FORCE MSC BERHAD,Technology,2019-12-01,10,0.44,0.23,0.67,0.17,32.0,0.01,2.27,0.01,2.27,8.24,9.01,0.0,0.0,31.82,26.0,160.0,93.0,57.12,0.49,2.48,1.09,1.57,1.58,2.48,2.17,1.57,1.35,2.17,78.48,0.72,0.98,6.6,-5.59,0.5,0.0,0.49,-7.92,-5.89,1,0,0,4+10,+,2+3+4+5+8+10,1,13,23,0.01,0.01,5,-23
0066,VSOLAR GROUP BERHAD,Technology,2020-06-01,10,0.03,0.01,0.14,0.0324,-7.0,-0.0,-0.0,0.0,0.0,-12.96,-27.0,0.0,0.01,-146.77,-12.5,-3.5,-8.0,,0.0,-10.07,7.65,-5.13,-7.33,-10.07,0.0,0.0,0.0,0.0,0.0,17.47,8.93,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+7+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,4,3,-0.02,-0.01,0,-2
0068,ASDION BERHAD,Technology,2020-09-01,10,0.425,0.06,0.45,0.0329,-12.0,-0.04,-9.41,0.0,0.0,-111.25,-132.16,0.15,0.15,-61.43,-11.25,3.5,-3.88,3.5,0.0,-10.88,14.83,-24.88,-18.88,-10.88,0.0,0.0,0.0,0.0,0.0,-30.77,-2.18,-7.32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9+10,2+4+5+6+7+9+10,6,4,0.08,-0.04,0,1
0070,MQ TECHNOLOGY BERHAD,Technology,2018-12-01,9,0.105,0.01,0.305,0.05,-6.0,-0.02,-19.05,0.0,0.0,-33.0,-12.58,0.0,0.0,-28.6,-5.0,6.5,0.75,6.5,0.0,-66.63,57.81,-53.33,-55.33,0.0,0.0,0.0,0.0,0.0,0.0,11.15,3.7,-6.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+5+6+8+9,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6,42,25,0.02,-0.01,7,-3
0072,AT SYSTEMATIZATION BERHAD,Industrial Products & Services,2020-03-01,8,0.165,0.015,0.3,0.0581,-48.0,-0.0,-0.0,0.0,0.0,-6.02,-27.85,0.09,0.25,-28.29,-8.0,7.0,-0.5,5.75,0.0,-49.88,69.81,-56.29,-47.11,0.0,0.0,0.0,0.0,0.0,0.0,2.72,-3.26,-3.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+7+8,1+2+3+4+5+8,1+2+3+4+5+6+7+8,2+3+4+5+7+8,23,20,-0.18,-0.03,-4,2
0074,GREEN OCEAN CORPORATION BERHAD,Consumer Products & Services,2019-03-01,8,0.06,0.06,0.431,0.0535,-10.0,-0.01,-16.67,0.0,0.0,-11.59,9.16,0.0,0.0,-5.16,-14.0,-4.5,-9.25,,81.71,-5.94,8.61,-7.41,-4.44,0.0,0.0,0.0,0.0,0.0,0.0,23.08,88.5,17.44,0.0,0.0,0.0,81.71,0.0,0.0,0,0,0,2+6+7+8,2+3+4+5+6+7+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7,144,361,-0.01,0.0,1,-11
0078,GD EXPRESS CARRIER BERHAD,Transportation & Logistics,2020-06-01,10,0.37,0.115,0.545,0.09,98.0,0.0,0.0,0.0,0.54,4.22,3.85,0.1,0.15,10.31,26.5,154.0,90.25,95.0,8.6,0.68,1.15,1.26,1.2,0.68,0.0,0.0,0.0,0.0,41.61,13.27,13.09,16.1,-8.11,12.03,0.0,-20.23,-11.2,8.6,1,0,1,+,+,1+3+4,+,93,364,0.0,0.0,8,55
0079,ORION IXL BERHAD,Technology,2020-06-01,9,0.075,0.03,0.17,0.1317,-14.0,-0.01,-13.33,0.0,0.0,-4.1,-3.86,0.01,0.01,-22.33,-19.0,-5.5,-12.25,,0.0,-5.73,6.25,-10.5,-7.97,0.0,0.0,0.0,0.0,0.0,0.0,16.1,7.5,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3+4+8+9,1+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,2+3+4+5+6+7+8+9,7,9,-0.01,-0.01,0,3
0080,STRAITS INTER LOGISTICS BERHAD,Transportation & Logistics,2019-12-01,6,0.165,0.13,0.24,0.1737,24.0,0.01,6.06,0.0,0.0,3.97,7.23,0.03,0.03,-52.78,-15.5,26.0,5.25,23.5,262.76,1.06,3.87,4.28,2.57,0.0,0.0,0.0,0.0,0.0,0.0,113.11,195.66,49.85,0.0,0.0,0.0,262.76,0.0,0.0,0,0,0,+,4+5+6,2+3+4+5+6,2+3+4+5+6,3,663,-0.01,0.01,-1,12
0081,MEGA SUN CITY HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,0.14,0.035,0.23,0.22,-5.0,-0.03,-21.43,0.0,0.0,-14.09,1.63,0.01,0.02,7.91,-0.8,10.75,4.97,7.66,21.77,-66.6,157.69,9.48,9.83,-66.6,0.0,0.0,0.0,0.0,0.0,-16.66,-6.58,-5.0,-24.0,35.81,0.0,-39.59,-39.44,21.77,0,0,0,1+2+8+9+10,8+9+10,1+2+3+4+5+7+8+9+10,2+5+8+9+10,12,6,-0.13,0.0,0,4
0083,NOTION VTEC BERHAD,Technology,2020-09-01,10,0.88,0.273,2.34,0.8355,72.0,0.01,1.14,0.0,0.0,1.46,1.5,0.11,0.11,5.4,-12.83,104.0,45.58,33.58,0.0,2.98,7.83,5.54,4.47,2.98,1.17,0.94,0.96,1.17,14.21,-4.1,0.25,0.74,0.0,-16.42,0.0,-25.22,0.0,-18.45,0,0,0,2+3+5+7+8,6+7,1+2+5+6+7+8,2,237,243,0.11,0.01,49,35
0084,TECHFAST HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,7,0.405,0.19,0.69,0.122,30.0,0.01,2.47,0.01,2.47,10.9,13.1,0.0,0.01,8.12,16.0,30.25,23.12,22.75,2.62,3.3,2.26,4.49,4.62,0.0,0.96,2.24,1.35,0.0,80.36,9.38,7.71,9.11,87.53,0.0,0.0,2.62,83.02,0.0,1,0,0,1+5+6,+,1+5+6,5,20,29,0.0,0.02,3,2
0085,MLABS SYSTEMS BERHAD,Technology,2020-06-01,9,0.06,0.046,0.371,0.045,-2.0,-0.03,-50.0,0.0,0.0,-77.33,-47.83,0.01,0.01,-228.07,-5.75,-0.22,-2.98,,0.0,-105.95,128.6,-188.07,-126.32,0.0,0.0,0.0,0.0,0.0,0.0,29.71,29.75,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+5+6+8+9,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,1+2+3+4+5+7+8+9,3,8,-0.04,-0.16,0,-9
0086,YGL CONVERGENCE BERHAD,Technology,2018-12-01,6,0.18,0.09,0.2,4.64,-6.0,-0.03,-16.67,0.0,0.0,-0.64,-12.81,0.0,0.0,-20.01,-9.5,-8.5,-9.0,,0.0,-5.47,5.49,-3.51,-4.21,0.0,0.0,0.0,0.0,0.0,0.0,-19.42,-14.34,-8.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4,1+2+3+4+6,1+2+3+4+5+6,5+6,7,3,-0.02,-0.01,-1,2
0089,TEX CYCLE TECHNOLOGY (M) BERHAD,Industrial Products & Services,2019-12-01,10,0.43,0.14,0.555,0.4265,69.0,0.01,2.33,0.0,0.0,1.48,4.81,0.08,0.08,29.44,9.67,50.0,29.84,21.06,8.12,5.96,2.35,5.72,5.04,5.96,0.67,1.96,1.35,0.67,15.2,-1.19,7.6,0.76,8.21,-2.75,0.0,-31.08,8.12,-2.67,1,0,1,1+7+8+10,+,1+2+3+6+10,+,16,31,0.02,0.02,3,11
0090,ELSOFT RESEARCH BERHAD,Technology,2019-12-01,10,0.93,0.385,1.04,0.16,80.0,0.01,1.08,0.03,3.23,7.25,15.49,0.0,0.0,43.84,18.17,67.5,42.84,39.52,26.08,2.85,1.08,3.53,3.25,2.85,1.64,3.51,2.84,1.64,54.94,-19.21,-5.76,19.02,-3.32,26.41,0.0,-18.76,-3.84,26.08,1,0,1,1+10,+,1+3+10,+,11,34,0.01,0.03,2,14
0091,DAYA MATERIALS BERHAD,Energy,2018-12-01,10,0.01,0.005,0.025,-0.1007,-1.0,-0.02,-200.0,0.0,0.0,19.66,0.0,0.0,0.0,-15.87,-7.5,37.5,15.0,16.06,0.0,-242.67,406.72,-800.0,-492.67,-242.67,0.0,0.0,0.0,0.0,0.0,-26.83,-11.68,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+7+9+10,1+2+3+4+5,1+2+3+4+5+6+8+9+10,3+5+6+9,188,282,0.02,-0.08,7,3
0093,SOLUTION GROUP BERHAD,Technology,2019-12-01,9,1.31,0.045,2.0,0.1244,-711.0,-0.0,-0.0,0.0,0.0,-1.45,-2.34,0.17,0.17,3.93,-10.0,21.0,5.5,17.0,0.0,0.44,6.58,-0.74,1.84,0.0,1.16,0.0,1.14,0.0,22.51,-18.92,-12.09,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+5+8+9,1+2+8,1+2+3+7+8+9,1+3+7,11,19,0.0,0.0,3,-3
