code,category,current_price,52w low,52w high,market cap,NTA
6602,Property,0.26,0.19,0.395,107.3M,1.18
5190,Construction,0.06,0.045,0.23,51.7M,0.66
3239,Property,0.285,0.245,0.32,729.1M,0.85
3395,Industrial Products & Services,0.21,0.17,0.28,"1,095.1M",1.2031
5196,Consumer Products & Services,1.2,1.0,1.81,458.6M,1.0423
4219,Consumer Products & Services,0.14,0.105,0.265,700.0M,0.82
6025,Telecommunications & Media,0.105,0.075,0.27,24.7M,-0.04
1562,Consumer Products & Services,2.2,1.94,2.82,"2,972.3M",0.59
5248,Consumer Products & Services,1.0,0.935,2.78,"1,163.5M",0.4118
9814,Property,0.18,0.11,0.285,37.2M,0.82
5258,Financial Services,2.9,2.79,4.75,"5,198.7M",3.34
6173,Property,0.23,0.19,0.465,69.9M,1.53
5932,Construction,0.04,0.03,0.235,30.6M,0.3757
6998,Industrial Products & Services,0.06,0.04,0.15,17.4M,0.29
5032,Transportation & Logistics,3.27,3.27,5.06,"1,504.2M",2.8915
5069,Plantation,5.5,5.1,7.0,514.3M,5.99
0168,Industrial Products & Services,0.355,0.3,0.79,183.2M,0.41
9288,Consumer Products & Services,0.4,0.23,1.06,80.6M,1.9295
7036,Industrial Products & Services,0.015,0.01,0.05,80.1M,0.13
8133,Transportation & Logistics,0.865,0.75,1.4,214.9M,0.47
2771,Industrial Products & Services,0.425,0.385,1.4,861.5M,1.85
5254,Plantation,0.235,0.225,0.835,526.4M,1.14
6297,Industrial Products & Services,0.86,0.86,1.24,103.2M,1.97
5100,Industrial Products & Services,0.73,0.61,1.13,137.0M,1.02
9474,Consumer Products & Services,0.095,0.07,0.39,22.4M,-0.09
8761,Construction,0.53,0.52,0.8,183.1M,1.7
9938,Industrial Products & Services,0.13,0.095,0.56,26.7M,0.57
4162,Consumer Products & Services,9.71,9.26,37.0,"2,772.5M",1.36
7221,Industrial Products & Services,0.11,0.08,0.41,10.8M,1.12
7188,Industrial Products & Services,0.08,0.05,0.23,11.3M,0.16
5210,Energy,0.135,0.11,0.555,793.3M,0.55
1818,Financial Services,4.7,4.32,7.13,"3,800.0M",0.94
2828,Consumer Products & Services,0.9,0.82,1.55,145.8M,1.35
7174,Consumer Products & Services,0.235,0.195,0.63,162.3M,0.67
7154,Consumer Products & Services,0.22,0.19,1.19,36.2M,0.52
2852,Industrial Products & Services,1.12,1.08,3.92,"1,203.3M",2.46
7128,Consumer Products & Services,0.205,0.17,0.305,40.3M,0.58
5105,Industrial Products & Services,1.93,1.6,3.99,370.9M,9.019
5180,Real Estate Investment Trusts,0.79,0.735,1.14,"1,620.9M",1.2378
5257,Energy,0.43,0.325,1.47,100.6M,0.7425
5245,Consumer Products & Services,2.57,1.86,2.59,559.5M,0.67
2836,Consumer Products & Services,21.0,17.38,39.26,"6,420.7M",0.51
7076,Industrial Products & Services,0.805,0.68,1.25,433.3M,1.44
7035,Consumer Products & Services,0.335,0.3,0.655,211.3M,0.44
5195,Technology,0.06,0.035,0.16,30.1M,0.2609
8052,Industrial Products & Services,0.41,0.33,0.6,36.9M,0.53
8982,Plantation,0.32,0.285,0.74,101.9M,1.11
7209,Consumer Products & Services,0.185,0.185,0.33,23.6M,1.1
2879,Industrial Products & Services,0.615,0.595,2.19,103.1M,1.93
5273,Industrial Products & Services,0.52,0.4,0.92,289.3M,0.77
7187,Transportation & Logistics,0.29,0.235,0.365,86.2M,0.4
1929,Plantation,5.1,4.9,7.15,466.0M,7.47
5007,Industrial Products & Services,0.77,0.68,1.93,230.6M,1.96
5229,Industrial Products & Services,0.01,0.01,0.01,13.6M,0.35
5188,Consumer Products & Services,0.02,0.02,0.055,13.4M,0.19
5797,Industrial Products & Services,0.8,0.7,1.71,105.4M,3.83
7016,Industrial Products & Services,0.2,0.18,0.5,33.7M,1.81
1023,Financial Services,3.64,3.09,5.45,"36,119.6M",5.6674
7117,Transportation & Logistics,0.27,0.205,0.47,106.4M,0.81
7202,Consumer Products & Services,0.61,0.57,1.14,73.5M,0.77
7018,Industrial Products & Services,0.025,0.02,0.045,14.6M,0.0654
7986,Industrial Products & Services,0.41,0.35,0.5,20.5M,0.89
5104,Consumer Products & Services,0.035,0.03,0.095,25.2M,0.1
5071,Energy,0.595,0.53,1.51,318.5M,2.2505
7205,Consumer Products & Services,1.46,1.39,2.22,334.0M,1.09
2127,Industrial Products & Services,0.645,0.605,1.02,376.0M,0.52
7195,Industrial Products & Services,0.08,0.045,0.31,11.2M,0.1964
5136,Transportation & Logistics,0.48,0.4,0.97,61.0M,1.1
5037,Industrial Products & Services,0.015,0.01,0.03,37.7M,0.04
8044,Industrial Products & Services,1.1,1.1,1.26,45.1M,1.1
8435,Industrial Products & Services,0.55,0.4,0.885,41.0M,1.27
5738,Property,1.05,0.8,1.58,289.5M,3.0
5049,Property,1.16,1.15,1.56,116.0M,4.06
6718,Property,0.81,0.8,1.44,227.2M,3.22
8591,Construction,0.61,0.555,1.21,107.9M,3.02
5094,Industrial Products & Services,0.59,0.575,1.19,224.2M,2.23
0051,Technology,0.055,0.045,0.25,47.3M,0.1
9423,Consumer Products & Services,0.25,0.24,0.51,31.6M,0.67
2925,Consumer Products & Services,1.19,1.16,2.14,119.9M,2.47
7157,Industrial Products & Services,0.35,0.295,0.48,35.0M,0.6329
5082,Industrial Products & Services,0.23,0.23,0.36,17.3M,0.73
5184,Industrial Products & Services,0.69,0.605,1.72,322.5M,1.66
7204,Technology,0.5,0.43,0.925,562.9M,0.3178
7179,Consumer Products & Services,0.02,0.02,0.035,56.7M,0.02
4456,Technology,0.1,0.07,0.315,175.8M,0.27
8125,Industrial Products & Services,1.65,1.45,2.6,541.0M,0.71
3484,Property,0.195,0.15,0.555,62.1M,0.61
5276,Industrial Products & Services,0.28,0.23,0.68,85.1M,0.42
8338,Technology,0.085,0.06,0.28,39.4M,0.04
5216,Technology,0.665,0.43,1.69,897.8M,0.2106
0091,Energy,0.005,0.005,0.02,10.2M,-0.0844
5141,Energy,0.915,0.71,3.01,971.1M,1.36
7119,Consumer Products & Services,0.99,0.76,1.13,132.7M,1.94
5132,Energy,0.415,0.34,1.14,166.6M,0.87
7212,Industrial Products & Services,0.085,0.055,0.335,104.6M,0.2398
7277,Energy,3.03,2.7,3.57,"17,094.2M",0.703
6947,Telecommunications & Media,4.17,3.82,5.1,"32,421.8M",0.08
0029,Technology,0.025,0.015,0.06,16.5M,0.09
7528,Construction,1.59,1.38,1.9,147.4M,4.32
5908,Consumer Products & Services,1.78,1.75,2.99,280.6M,3.9344
7114,Industrial Products & Services,0.225,0.185,0.66,59.0M,0.47
5835,Industrial Products & Services,0.055,0.05,0.28,17.2M,0.04
5265,Industrial Products & Services,0.04,0.025,0.18,9.8M,9.8
7169,Industrial Products & Services,1.13,0.965,1.3,186.7M,1.69
7198,Property,0.045,0.035,0.095,26.4M,0.21
1619,Consumer Products & Services,1.19,0.98,3.0,"2,300.6M",3.62
7233,Industrial Products & Services,2.32,1.39,5.0,610.6M,0.84
7148,Health Care,1.24,1.05,1.78,848.6M,0.77
3948,Plantation,0.305,0.275,0.55,258.1M,1.5
3026,Consumer Products & Services,38.0,34.0,64.5,"2,432.0M",2.26
7165,Industrial Products & Services,0.125,0.1,2.0,29.1M,0.4743
5178,Industrial Products & Services,0.035,0.025,0.1,18.8M,0.1019
5259,Transportation & Logistics,0.25,0.2,0.525,132.6M,0.52
3417,Property,0.33,0.3,0.92,480.8M,1.38
2097,Consumer Products & Services,0.04,0.035,0.12,13.0M,0.58
2143,Financial Services,0.25,0.14,0.32,120.0M,0.42
8206,Property,0.335,0.295,0.97,986.4M,1.54
5283,Property,0.365,0.31,1.14,876.0M,1.12
0059,Telecommunications & Media,0.1,0.075,0.31,31.4M,0.3537
3557,Property,0.345,0.29,0.39,279.0M,0.429
5253,Construction,0.365,0.3,0.88,488.2M,0.3
5036,Technology,0.21,0.115,0.605,12.6M,0.4352
7471,Utilities,0.125,0.09,0.375,50.4M,0.78
0064,Industrial Products & Services,0.07,0.05,0.26,49.6M,0.17
8907,Industrial Products & Services,0.255,0.195,0.5,70.1M,1.33
5208,Industrial Products & Services,1.1,1.03,1.6,143.0M,1.38
7182,Consumer Products & Services,0.04,0.03,0.065,12.5M,-0.11
8877,Construction,0.38,0.285,1.04,"1,008.8M",0.96
9016,Industrial Products & Services,0.515,0.495,0.82,84.6M,2.68
5228,Financial Services,1.15,1.09,1.77,341.7M,1.41
0090,Technology,0.45,0.385,1.08,301.3M,0.17
9091,Consumer Products & Services,0.09,0.08,0.25,9.5M,0.43
6076,Property,0.28,0.205,0.4,85.8M,1.18
7149,Consumer Products & Services,0.78,0.72,1.12,55.2M,1.0
5056,Industrial Products & Services,0.55,0.46,0.91,243.8M,1.58
8613,Property,1.2,0.9,1.54,163.4M,0.9
7217,Industrial Products & Services,0.18,0.16,0.53,33.9M,1.31
7773,Industrial Products & Services,0.32,0.25,0.405,53.1M,1.66
5081,Consumer Products & Services,0.49,0.46,0.675,116.2M,0.75
6815,Property,0.425,0.38,0.765,54.4M,2.69
7208,Consumer Products & Services,0.2,0.08,0.235,53.5M,0.2322
7094,Consumer Products & Services,0.5,0.32,0.5,22.2M,0.9814
5101,Industrial Products & Services,0.115,0.09,0.405,97.3M,1.38
5205,Construction,0.175,0.14,0.555,136.7M,1.18
7249,Property,0.215,0.19,0.74,64.8M,0.88
0065,Technology,0.28,0.23,0.745,172.3M,0.16
2984,Industrial Products & Services,1.08,1.0,1.44,92.0M,2.69
7047,Construction,0.18,0.14,0.52,67.3M,0.8336
5029,Plantation,2.2,2.2,2.86,"1,306.4M",1.95
6041,Property,0.205,0.18,0.375,34.5M,1.03
7229,Industrial Products & Services,1.84,1.72,3.02,412.1M,3.19
2755,Consumer Products & Services,0.595,0.57,0.74,148.7M,0.63
8605,Consumer Products & Services,0.16,0.145,0.5,17.4M,0.9857
5222,Plantation,0.845,0.715,1.59,"3,082.7M",1.15
6939,Consumer Products & Services,0.37,0.35,0.54,188.7M,1.01
0149,Industrial Products & Services,0.28,0.23,0.44,27.4M,0.51
3107,Industrial Products & Services,1.12,1.09,1.96,274.7M,2.32
9318,Industrial Products & Services,0.25,0.165,0.515,120.1M,0.8246
5197,Industrial Products & Services,0.705,0.61,1.66,75.4M,1.61
9172,Consumer Products & Services,1.21,1.08,1.83,299.3M,1.25
5277,Industrial Products & Services,0.51,0.285,1.01,276.5M,0.1731
3689,Consumer Products & Services,30.0,24.12,36.96,"11,003.4M",7.24
7210,Transportation & Logistics,0.41,0.4,0.7,114.5M,1.04
0128,Technology,1.45,0.94,2.68,"1,527.5M",0.36
9377,Technology,0.07,0.03,0.1,9.9M,0.04
7184,Consumer Products & Services,1.71,0.71,3.72,800.4M,0.09
5226,Construction,0.705,0.655,1.54,348.7M,1.04
9261,Construction,0.27,0.225,0.96,196.6M,1.11
5398,Construction,2.68,2.36,4.3,"6,735.4M",3.35
5209,Utilities,2.5,2.3,2.96,"3,210.0M",0.8123
0078,Transportation & Logistics,0.14,0.115,0.37,789.8M,0.09
7197,Industrial Products & Services,0.36,0.305,0.685,28.8M,1.24
3182,Consumer Products & Services,3.36,2.91,7.08,"13,026.4M",9.18
4715,Consumer Products & Services,1.97,1.89,4.0,"11,697.9M",3.27
2291,Plantation,9.46,7.99,11.14,"8,489.0M",5.43
3204,Construction,0.53,0.43,1.38,298.5M,0.9178
5079,Consumer Products & Services,0.05,0.035,0.415,6.3M,0.31
0021,Technology,1.33,1.04,1.8,996.4M,0.6039
1147,Property,0.16,0.135,0.29,72.7M,0.64
5220,Industrial Products & Services,0.295,0.18,0.515,79.4M,0.88
7022,Technology,1.52,1.29,2.48,"1,017.6M",0.44
5020,Property,0.29,0.24,0.395,232.0M,1.41
7382,Plantation,0.39,0.35,0.52,86.9M,1.96
5649,Industrial Products & Services,0.12,0.1,0.305,16.4M,0.47
7192,Industrial Products & Services,0.14,0.125,0.24,22.1M,0.11
2135,Plantation,0.7,0.53,0.74,188.3M,1.07
7096,Industrial Products & Services,0.08,0.07,0.145,78.4M,0.11
5592,Consumer Products & Services,0.32,0.32,0.5,63.0M,1.08
7010,Property,0.38,0.355,0.64,15.2M,1.08
0056,Technology,0.205,0.165,0.3,102.0M,0.2
0082,Telecommunications & Media,0.455,0.305,0.935,425.8M,0.29
0136,Consumer Products & Services,0.09,0.07,0.165,30.0M,0.162
9962,Property,0.22,0.17,0.35,82.6M,0.95
5102,Consumer Products & Services,1.77,1.5,5.03,"1,786.1M",0.9433
3247,Industrial Products & Services,0.25,0.2,0.525,69.5M,1.83
7676,Transportation & Logistics,0.33,0.265,0.655,79.5M,0.376
1503,Property,0.405,0.38,0.8,283.7M,1.8738
7668,Consumer Products & Services,1.24,1.2,2.77,372.4M,1.03
7253,Energy,0.195,0.135,0.51,42.7M,0.48
3034,Industrial Products & Services,7.5,6.7,10.26,"18,672.6M",2.95
5138,Plantation,1.33,1.25,2.14,"1,064.0M",2.07
2062,Transportation & Logistics,0.48,0.45,0.75,192.2M,1.03
7501,Plantation,0.4,0.33,0.8,74.2M,1.46
5008,Consumer Products & Services,3.19,3.0,3.98,218.5M,4.61
5168,Health Care,6.62,4.52,6.88,"22,387.0M",0.73
5187,Consumer Products & Services,0.04,0.03,0.155,18.7M,0.43
7105,Property,1.23,1.19,1.3,521.4M,0.49
3255,Consumer Products & Services,20.1,17.3,31.74,"6,072.2M",1.3
5028,Technology,0.53,0.465,1.44,53.6M,1.03
5121,Real Estate Investment Trusts,0.64,0.55,1.16,295.7M,1.3192
4324,Energy,2.48,2.2,6.23,744.0M,6.7045
5095,Industrial Products & Services,0.285,0.23,0.73,161.8M,0.77
5151,Industrial Products & Services,0.54,0.475,0.94,443.2M,0.23
3298,Industrial Products & Services,0.67,0.6,0.845,134.3M,1.08
5072,Industrial Products & Services,0.105,0.09,0.295,141.1M,0.64
5199,Energy,0.32,0.245,1.24,508.2M,0.81
8443,Industrial Products & Services,0.56,0.44,0.635,187.1M,1.05
5169,Construction,0.29,0.24,0.695,119.6M,1.05
9601,Industrial Products & Services,0.09,0.06,0.14,41.4M,0.07
5165,Industrial Products & Services,0.4,0.34,0.81,35.2M,0.6338
6238,Construction,1.04,0.96,1.51,606.0M,1.4885
5160,Consumer Products & Services,0.42,0.355,0.75,126.0M,0.55
5819,Financial Services,12.5,11.7,20.76,"27,096.5M",12.73
5274,Financial Services,9.38,9.38,9.6,"2,518.3M",3.27
1082,Financial Services,12.4,9.75,19.48,"14,229.2M",17.43
3301,Consumer Products & Services,7.02,6.04,11.6,"2,301.9M",5.48
5291,Industrial Products & Services,0.275,0.26,0.58,90.3M,0.36
0185,Industrial Products & Services,0.295,0.25,1.29,146.3M,0.43
5062,Property,0.2,0.145,0.465,70.4M,1.61
7013,Transportation & Logistics,0.04,0.03,0.065,152.8M,0.05
5000,Industrial Products & Services,0.78,0.655,1.86,387.3M,0.83
5024,Consumer Products & Services,0.795,0.745,1.01,636.0M,0.19
8478,Consumer Products & Services,0.195,0.15,0.35,14.6M,0.3005
4251,Property,0.115,0.095,0.45,128.4M,1.02
5084,Property,0.53,0.36,0.72,263.1M,0.7255
5108,Closed-End Fund,1.9,1.87,2.47,266.0M,3.18
5255,Energy,0.05,0.035,2.0,132.1M,0.0415
9113,Consumer Products & Services,0.2,0.16,0.49,64.7M,0.3
9687,Property,1.08,0.99,1.9,502.2M,1.1922
5606,Property,2.6,2.4,4.06,"2,310.1M",5.3037
5227,Real Estate Investment Trusts,1.61,1.43,2.1,"5,718.4M",1.0663
5225,Health Care,5.17,4.55,5.95,"45,361.5M",2.55
3336,Construction,1.55,1.15,2.51,"5,640.9M",2.64
2216,Plantation,1.11,1.01,2.48,977.4M,1.53
5268,Construction,0.02,0.01,0.29,11.8M,0.08
7222,Industrial Products & Services,2.2,1.85,2.33,176.0M,1.62
7243,Consumer Products & Services,0.08,0.015,0.305,61.4M,0.066
0166,Technology,1.15,0.9,2.09,"3,725.2M",0.359
2607,Plantation,0.575,0.55,0.655,241.9M,1.68
9393,Technology,0.04,0.035,0.13,5.3M,0.11
6262,Plantation,0.455,0.4,0.995,217.9M,0.66
3379,Financial Services,0.45,0.35,0.92,312.0M,2.68
0192,Construction,0.17,0.15,0.325,91.0M,0.256
5614,Transportation & Logistics,0.28,0.22,0.48,54.6M,0.953
1961,Plantation,3.68,3.41,4.82,"23,128.9M",1.48
5249,Property,0.89,0.825,1.43,"4,900.5M",3.43
5673,Industrial Products & Services,0.28,0.28,0.53,20.3M,0.72
5107,Consumer Products & Services,0.25,0.21,1.21,22.0M,1.44
7183,Industrial Products & Services,0.06,0.04,0.16,11.1M,0.27
8834,Construction,0.395,0.27,0.61,73.7M,0.57
1589,Property,0.345,0.275,1.32,288.9M,0.96
5175,Property,0.135,0.125,0.22,66.2M,0.83
7043,Industrial Products & Services,0.87,0.87,1.25,110.3M,0.72
7223,Consumer Products & Services,0.035,0.025,0.075,36.3M,0.13
4723,Construction,0.75,0.62,1.57,488.3M,1.52
8648,Industrial Products & Services,0.07,0.07,0.125,31.5M,0.15
4383,Plantation,0.325,0.27,1.12,316.5M,1.25
7152,Consumer Products & Services,0.78,0.68,1.22,107.1M,1.2
0058,Industrial Products & Services,1.2,1.2,1.56,165.3M,2.4
5161,Technology,0.155,0.13,0.365,323.5M,0.4281
8931,Consumer Products & Services,0.17,0.16,0.42,13.9M,1.89
8923,Property,0.31,0.285,0.38,51.7M,0.33
6769,Property,0.05,0.045,0.09,113.7M,0.21
3441,Financial Services,0.04,0.03,0.115,24.9M,0.1064
7167,Consumer Products & Services,1.1,0.98,1.9,341.5M,1.1
5172,Consumer Products & Services,0.04,0.035,0.12,17.8M,0.0568
5192,Industrial Products & Services,0.23,0.2,0.59,22.1M,0.81
8672,Consumer Products & Services,0.225,0.2,0.38,44.5M,1.12
5247,Consumer Products & Services,0.31,0.26,0.665,310.7M,0.48
0054,Industrial Products & Services,0.11,0.085,0.2,52.3M,0.22
7216,Consumer Products & Services,0.86,0.815,1.78,309.2M,0.9
3476,Industrial Products & Services,3.62,3.3,4.9,"1,308.5M",6.25
7199,Industrial Products & Services,0.27,0.27,0.625,29.4M,1.04
0151,Industrial Products & Services,0.695,0.59,1.43,216.5M,0.4988
7323,Property,0.4,0.35,0.685,76.7M,1.78
6483,Financial Services,0.385,0.355,0.62,278.3M,1.29
7161,Construction,0.895,0.865,1.49,"1,111.6M",0.87
7077,Property,0.44,0.165,0.945,88.1M,0.105
9334,Technology,5.86,5.0,12.0,252.1M,8.4023
0143,Technology,0.025,0.02,0.15,23.8M,0.0286
6203,Consumer Products & Services,0.235,0.165,0.66,26.9M,0.66
7062,Consumer Products & Services,1.55,1.25,1.75,62.1M,3.3
6211,Industrial Products & Services,0.15,0.125,0.3,9.3M,0.918
5371,Industrial Products & Services,0.845,0.765,1.25,131.5M,2.89
5027,Plantation,1.0,0.895,1.64,935.4M,0.77
5171,Construction,0.55,0.515,1.49,186.9M,2.1202
5060,Industrial Products & Services,0.005,0.005,0.005,5.2M,-0.72
5280,Real Estate Investment Trusts,0.7,0.6,0.915,353.7M,1.0336
9466,Industrial Products & Services,1.44,1.2,2.37,371.2M,1.31
5235SS,Real Estate Investment Trusts,7.6,7.52,8.48,"13,720.5M",7.32
2453,Plantation,2.9,2.62,3.65,183.2M,10.2472
7164,Energy,0.12,0.085,0.475,317.4M,0.67
5035,Industrial Products & Services,0.49,0.43,0.85,48.8M,2.2728
6971,Industrial Products & Services,1.31,1.23,2.04,133.7M,1.85
7017,Industrial Products & Services,0.18,0.15,0.39,37.0M,0.3
4847,Consumer Products & Services,0.03,0.025,0.195,12.1M,0.04
7153,Health Care,4.75,3.44,5.43,"6,074.9M",1.11
0002,Health Care,1.8,1.6,2.33,261.4M,1.25
5878,Health Care,0.775,0.72,1.05,"3,442.5M",0.43
9121,Industrial Products & Services,0.38,0.315,0.54,56.2M,1.83
1996,Plantation,0.305,0.29,0.475,709.9M,0.26
5038,Property,0.445,0.405,0.94,461.7M,3.01
2445,Plantation,18.64,17.5,25.78,"20,150.2M",9.59
6874,Industrial Products & Services,0.185,0.15,0.45,102.9M,0.6
2186,Financial Services,0.98,0.88,2.15,121.3M,3.6628
6491,Industrial Products & Services,1.04,0.995,1.8,293.5M,2.86
7033,Industrial Products & Services,1.0,0.95,1.32,40.6M,2.579
9083,Industrial Products & Services,0.075,0.065,0.195,15.9M,0.3785
5843,Industrial Products & Services,0.32,0.265,1.69,172.0M,1.78
7130,Consumer Products & Services,0.955,0.295,3.11,80.0M,0.36
6572,Plantation,0.52,0.46,0.9,162.1M,3.5807
8362,Industrial Products & Services,0.22,0.18,0.4,33.0M,0.6
3174,Property,0.065,0.05,0.165,193.3M,0.3618
1643,Consumer Products & Services,0.25,0.22,0.63,132.2M,3.38
7006,Consumer Products & Services,1.98,1.8,4.05,192.5M,5.95
9385,Consumer Products & Services,0.24,0.16,0.53,158.5M,0.52
9326,Industrial Products & Services,0.31,0.26,0.615,77.0M,1.2
8494,Property,0.38,0.345,1.05,38.6M,1.39
5789,Property,0.35,0.31,0.65,548.5M,0.89
9881,Industrial Products & Services,0.21,0.185,0.36,26.9M,1.19
9628,Construction,0.98,0.735,1.11,133.8M,0.9383
8079,Consumer Products & Services,0.42,0.325,0.935,70.5M,0.35
5232,Industrial Products & Services,0.25,0.2,0.57,77.5M,1.13
6633,Consumer Products & Services,0.46,0.43,1.19,"1,679.0M",0.4496
8745,Industrial Products & Services,0.11,0.06,0.26,35.4M,0.2
7170,Industrial Products & Services,0.125,0.09,0.3,25.6M,0.17
3573,Property,0.215,0.175,0.3,77.8M,1.41
7089,Consumer Products & Services,1.75,1.57,3.29,315.0M,2.08
6645,Transportation & Logistics,3.5,3.3,5.0,"1,859.7M",2.07
4235,Industrial Products & Services,0.135,0.12,0.665,96.9M,2.12
8486,Industrial Products & Services,0.3,0.185,0.475,69.5M,2.42
7126,Consumer Products & Services,0.02,0.01,0.405,5.8M,-0.25
5284,Industrial Products & Services,1.15,0.975,4.26,"2,654.0M",5.26
8303,Consumer Products & Services,0.1,0.08,0.2,69.0M,0.07
8621,Financial Services,10.82,9.9,16.28,"4,310.5M",4.9234
7085,Consumer Products & Services,1.2,0.975,1.36,156.1M,1.98
5068,Industrial Products & Services,0.055,0.05,0.105,114.2M,0.09
5143,Industrial Products & Services,0.39,0.33,0.6,349.4M,0.34
9199,Industrial Products & Services,2.4,2.11,2.7,99.8M,3.71
1198,Financial Services,0.635,0.585,1.07,173.5M,1.79
7617,Property,0.845,0.72,1.25,283.0M,1.46
7087,Consumer Products & Services,1.36,1.24,7.11,590.2M,1.37
3859,Consumer Products & Services,1.88,1.7,2.9,"2,703.0M",1.74
8583,Property,0.335,0.32,0.97,813.3M,1.44
8141,Property,0.275,0.18,0.415,77.8M,0.67
5264,Utilities,0.68,0.645,0.93,"3,400.0M",1.12
1155,Financial Services,7.51,7.0,9.44,"84,422.6M",7.2563
3794,Industrial Products & Services,1.52,1.35,4.57,"1,291.5M",2.8
3662,Consumer Products & Services,0.385,0.335,0.855,386.6M,1.09
3891,Consumer Products & Services,0.075,0.05,0.255,219.9M,0.1199
