code,name,Price,52w low,52w high,EPS GR min,P/E mid,DPayout avg,intrinsic,Price_A,Price_B
7090,APEX HEALTHCARE BERHAD,2.61,1.77,2.65,77.77,43.42,28.32,4.06,3.04,2.06
7081,PHARMANIAGA BERHAD,1.9,0.91,2.88,0.0,28.78,87.9,17.85,13.39,1.56
5878,KPJ HEALTHCARE BERHAD,0.88,0.72,1.04,3.27,105.12,52.77,6.11,4.58,0.83
5225,IHH HEALTHCARE BERHAD,5.49,4.55,5.95,0.0,41.86,29.3,35.49,26.62,5.01
5168,HARTALEGA HOLDINGS BERHAD,9.11,4.8,9.74,12.33,84.84,43.58,46.77,35.08,6.43
0101,TMC LIFE SCIENCES BERHAD,0.55,0.365,0.75,16.41,22.5,4.38,1.87,1.4,0.49
0002,KOTRA INDUSTRIES BERHAD,2.16,1.6,2.33,7.78,44.5,10.81,9.61,7.21,1.84
9296,RCE CAPITAL BERHAD,1.76,1.22,1.84,1.54,14.46,21.83,10.24,7.68,1.42
8621,LPI CAPITAL BHD,13.02,9.9,16.28,2.57,26.28,70.0,102.62,76.96,12.01
6483,KENANGA INVESTMENT BANK BERHAD,0.54,0.355,0.585,3.23,28.06,31.4,3.22,2.42,0.43
6459,MNRB HOLDINGS BERHAD,0.67,0.465,1.19,6.63,-3.23,16.31,3.22,2.42,0.7
6139,SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,4.54,2.93,7.18,20.67,38.46,40.9,18.85,14.14,4.33
6009,PACIFIC & ORIENT BERHAD,0.815,0.78,1.0,0.0,4.83,6.17,4.35,3.26,0.85
5819,HONG LEONG BANK BERHAD,13.5,11.7,19.54,2.43,14.78,36.68,85.89,64.42,14.29
5274,HONG LEONG CAPITAL BERHAD,9.38,9.6,9.6,3.15,22.78,0.0,42.77,32.08,9.6
5258,BIMB HOLDINGS BERHAD,3.15,2.79,4.72,4.34,13.76,28.96,17.92,13.44,3.43
5237,MPHB Capital Berhad,0.775,0.49,1.19,0.0,26.25,0.0,3.9,2.92,0.72
5230,TUNE PROTECT GROUP BERHAD,0.34,0.2,0.765,0.0,9.44,24.89,2.12,1.59,0.39
5228,ELK-DESA RESOURCES BERHAD,1.35,1.09,1.77,7.16,6.95,52.19,8.39,6.29,1.31
5185,AFFIN BANK BERHAD,1.54,1.25,2.18,3.49,9.78,29.34,9.0,6.75,1.56
5139,AEON CREDIT SERVICE (M) BERHAD,9.03,7.7,17.0,10.36,30.49,32.1,44.81,33.61,10.77
5088,APEX EQUITY HOLDINGS BERHAD,0.72,0.615,1.02,0.0,19.08,72.65,6.22,4.66,0.75
4898,TA ENTERPRISE BERHAD,0.5,0.335,0.69,0.0,9.88,3.74,2.59,1.94,0.45
3441,JOHAN HOLDINGS BERHAD,0.075,0.03,0.1,0.0,0.38,0.0,0.4,0.3,0.05
3379,INSAS BERHAD,0.63,0.35,0.92,1.88,11.92,6.92,3.19,2.39,0.54
2488,ALLIANCE BANK MALAYSIA BERHAD,2.04,1.48,3.9,0.49,13.07,38.29,13.9,10.42,2.28
2186,KUCHAI DEVELOPMENT BERHAD,1.27,0.88,2.15,0.0,28.12,0.49,6.38,4.78,1.3
2143,ECM LIBRA FINANCIAL GROUP BERHAD,0.225,0.14,0.295,8.17,3.9,0.0,0.88,0.66,0.19
1818,BURSA MALAYSIA BERHAD,6.63,4.32,7.13,0.26,40.07,73.12,56.94,42.7,5.25
1295,PUBLIC BANK BERHAD,15.34,12.58,23.9,1.75,15.91,49.03,108.53,81.4,16.32
1198,MAA GROUP BERHAD,0.7,0.53,1.03,0.0,12.35,67.68,5.87,4.4,0.7
1171,MALAYSIA BUILDING SOCIETY BERHAD,0.655,0.46,0.985,4.99,16.76,35.53,3.86,2.9,0.63
1163,ALLIANZ MALAYSIA BERHAD,13.86,11.4,16.87,8.37,14.74,9.87,60.22,45.16,13.21
1155,MALAYAN BANKING BERHAD,7.4,7.0,9.1,2.73,13.7,53.14,52.29,39.22,7.69
1082,HONG LEONG FINANCIAL GROUP BERHAD,12.9,9.75,19.2,0.96,10.54,23.43,77.37,58.03,12.87
1066,RHB BANK BERHAD,4.7,4.23,5.98,1.72,16.45,28.25,28.64,21.48,4.81
1058,MANULIFE HOLDINGS BERHAD,1.8,1.65,2.85,0.0,14.48,51.97,13.68,10.26,2.05
1023,CIMB GROUP HOLDINGS BERHAD,3.46,3.09,5.45,1.69,13.44,39.0,22.88,17.16,3.87
1015,AMMB HOLDINGS BERHAD,2.95,2.82,4.55,4.7,11.77,28.9,16.6,12.45,3.39
7293,YINSON HOLDINGS BERHAD,5.25,4.24,7.42,0.32,23.96,9.29,28.41,21.31,5.29
7277,DIALOG GROUP BERHAD,3.44,2.7,3.57,16.35,60.21,36.47,15.25,11.44,2.99
7253,HANDAL ENERGY BERHAD,0.255,0.135,0.51,0.0,7.25,0.0,1.3,0.98,0.26
7251,BARAKAH OFFSHORE PETROLEUM BERHAD,0.02,0.01,0.08,0.0,6.78,0.0,0.1,0.08,0.03
7250,UZMA BERHAD,0.63,0.31,1.14,5.14,-33.75,0.0,2.72,2.04,0.58
7228,T7 GLOBAL BERHAD,0.375,0.21,0.53,0.0,70.62,0.0,1.9,1.42,0.32
7206,TH HEAVY ENGINEERING BERHAD,0.075,0.04,0.145,0.0,13.11,0.0,0.4,0.3,0.07
7164,KNM GROUP BERHAD,0.18,0.085,0.475,0.0,9.7,0.0,0.9,0.68,0.21
7158,SCOMI GROUP BERHAD,0.03,0.01,0.12,0.0,8.28,0.0,0.15,0.11,0.05
7108,PERDANA PETROLEUM BERHAD,0.185,0.1,0.555,0.0,-71.93,2.02,0.92,0.69,0.25
7045,SCOMI ENERGY SERVICES BHD,0.065,0.035,0.65,0.0,-4.46,0.0,0.3,0.22,0.24
5279,SERBA DINAMIK HOLDINGS BERHAD,1.59,1.02,2.9539999999999997,31.75,17.18,5.72,3.96,2.97,1.66
5257,CARIMIN PETROLEUM BERHAD,0.735,0.325,1.47,99.94,7.75,0.0,0.71,0.53,0.7
5255,ICON OFFSHORE BERHAD,0.075,0.035,0.95,0.0,0.04,0.0,0.4,0.3,0.34
5243,VELESTO ENERGY BERHAD,0.14,0.09,0.41,0.0,64.26,2.2,0.72,0.54,0.2
5218,SAPURA ENERGY BERHAD,0.09,0.06,0.325,0.0,15.34,4.62,0.47,0.35,0.15
5210,BUMI ARMADA BERHAD,0.195,0.11,0.555,0.0,21.22,4.71,1.05,0.79,0.26
5199,HIBISCUS PETROLEUM BERHAD,0.58,0.245,1.14,0.0,-33.43,0.0,2.9,2.17,0.54
5186,MALAYSIA MARINE AND HEAVY ENGINEERING HOLDINGS BERHAD,0.475,0.255,0.97,0.0,88.25,17.15,2.81,2.11,0.49
5142,WAH SEONG CORPORATION BERHAD,0.655,0.46,1.453,15.12,38.34,51.26,3.31,2.48,0.79
5141,DAYANG ENTERPRISE HOLDINGS BERHAD,1.36,0.71,3.01,0.0,22.32,19.62,8.13,6.1,1.47
5133,PETRA ENERGY BERHAD,0.85,0.385,1.86,0.0,29.54,6.31,4.52,3.39,0.87
5132,DELEUM BERHAD,0.72,0.34,1.11,2.25,23.11,49.59,5.05,3.79,0.59
5115,ALAM MARITIM RESOURCES BERHAD,0.08,0.03,0.2,0.0,-2.0,0.22,0.4,0.3,0.09
5071,COASTAL CONTRACTS BHD,0.685,0.53,1.51,0.0,14.98,10.47,3.76,2.82,0.85
4324,HENGYUAN REFINING COMPANY BERHAD,3.93,2.2,6.09,0.0,11.1,28.83,25.32,18.99,3.48
3042,PETRON MALAYSIA REFINING & MARKETING BHD,4.64,2.49,6.77,1.98,-2.0,17.84,25.79,19.34,3.9
2739,SINO HUA-AN INTERNATIONAL BERHAD,0.085,0.035,0.2,14.07,4.0,0.0,0.29,0.22,0.09
1201,SUMATEC RESOURCES BERHAD,0.005,0.005,0.045,0.0,8.38,0.0,0.0,0.0,0.02
0091,DAYA MATERIALS BERHAD,0.005,0.005,0.015,0.0,4.25,6.95,0.0,0.0,0.01
9997,PENSONIC HOLDINGS BERHAD,0.27,0.19,0.42,0.0,1.34,35.8,1.83,1.37,0.27
9946,REX INDUSTRY BERHAD,0.265,0.22,0.42,0.0,38.0,40.4,1.83,1.37,0.29
9792,SEG INTERNATIONAL BHD,0.615,0.595,0.645,4.62,45.08,113.32,5.74,4.3,0.61
9776,SINMAH CAPITAL BERHAD,0.13,0.06,0.195,0.0,18.5,0.0,0.65,0.49,0.1
9474,BRAHIM'S HOLDINGS BERHAD,0.14,0.07,0.39,0.0,19.04,0.3,0.7,0.52,0.18
9423,CWG HOLDINGS BERHAD,0.3,0.24,0.51,41.7,6.47,13.26,0.67,0.5,0.33
9407,PARAGON UNION BERHAD,0.275,0.18,0.35,0.0,-3.25,0.0,1.4,1.05,0.24
9385,LAY HONG BERHAD,0.355,0.16,0.53,19.96,454.12,13.53,1.21,0.91,0.28
9369,TEO GUAN LEE CORPORATION BERHAD,1.03,0.9,1.444,4.77,8.86,63.91,7.35,5.51,1.08
9288,BONIA CORPORATION BERHAD,0.51,0.32,1.44,0.0,11.68,26.03,3.21,2.41,0.69
9172,FORMOSA PROSONIC INDUSTRIES BERHAD,1.31,1.08,1.8,7.93,19.6,51.66,7.95,5.96,1.32
9113,ICONIC WORLDWIDE BERHAD,0.25,0.16,0.37,0.0,-5.19,0.0,1.25,0.94,0.23
9091,EMICO HOLDINGS BERHAD,0.16,0.08,0.25,10.49,7.75,0.0,0.61,0.46,0.14
8966,PROLEXUS BERHAD,0.665,0.305,1.1,12.93,12.65,135.86,5.52,4.14,0.57
8931,JERASIA CAPITAL BERHAD,0.285,0.13,0.42,28.25,7.98,1.61,0.73,0.55,0.23
8885,AVILLION BERHAD,0.06,0.02,0.18,0.0,-9.5,0.0,0.3,0.22,0.07
8672,KAMDAR GROUP (M) BERHAD,0.18,0.12,0.38,0.0,9.62,0.0,0.9,0.68,0.21
8605,FEDERAL INTERNATIONAL HOLDINGS BERHAD,0.375,0.1,0.5,1.86,24.62,2.51,1.82,1.36,0.23
8532,SINOTOP HOLDINGS BERHAD,0.42,0.08,0.55,0.0,33.65,0.0,2.1,1.58,0.24
8478,HWA TAI INDUSTRIES BERHAD,0.285,0.15,0.35,0.0,19.84,0.0,1.4,1.05,0.22
8303,LOTUS KFM BERHAD,0.2,0.08,0.21,0.0,-10.46,0.0,1.0,0.75,0.12
8079,LEE SWEE KIAT GROUP BERHAD,0.47,0.325,0.925,27.61,10.12,5.72,1.27,0.95,0.52
7943,SAND NISKO CAPITAL BERHAD,0.2,0.185,0.4,0.0,8.25,0.0,1.0,0.75,0.26
7935,MILUX CORPORATION BERHAD,0.9,0.76,0.9,0.0,30.12,0.0,4.5,3.38,0.81
7757,UPA CORPORATION BHD,1.9,1.74,2.3,0.0,12.17,40.89,13.38,10.04,1.92
7722,ASIA BRANDS BERHAD,0.445,0.35,0.58,0.0,62.3,3.59,2.28,1.71,0.43
7668,HAI-O ENTERPRISE BERHAD,1.93,1.12,2.77,3.79,19.71,60.31,13.86,10.4,1.66
7439,TECK GUAN PERDANA BERHAD,0.93,0.77,1.5,0.0,-3.84,0.0,4.65,3.49,1.01
7412,SHH RESOURCES HOLDINGS BERHAD,0.44,0.275,0.55,0.0,2.0,15.05,2.53,1.9,0.37
7315,AHB HOLDINGS BERHAD,0.085,0.04,0.165,0.0,9.15,0.0,0.4,0.3,0.08
7252,TEO SENG CAPITAL BERHAD,1.12,0.65,1.42,5.35,52.04,8.92,5.23,3.92,0.9
7246,SIGNATURE INTERNATIONAL BERHAD,0.36,0.155,0.54,0.0,39.2,38.19,2.49,1.87,0.28
7243,IMPIANA HOTELS BERHAD,0.08,0.055,0.45,0.0,-0.08,0.0,0.4,0.3,0.19
7240,VERTICE BERHAD,0.315,0.1,0.97,0.0,9.0,0.0,1.6,1.2,0.39
7237,POWER ROOT BERHAD,2.28,1.294,2.431,0.0,43.55,50.04,17.1,12.82,1.67
7234,MESB BERHAD,0.265,0.155,0.53,0.0,4.25,0.0,1.3,0.98,0.28
7230,TOMEI CONSOLIDATED BERHAD,0.465,0.24,0.6,0.0,6.5,12.88,2.6,1.95,0.36
7223,JADI IMAGING HOLDINGS BERHAD,0.045,0.025,0.075,0.0,2.5,0.0,0.2,0.15,0.04
7216,KAWAN FOOD BERHAD,1.34,0.815,1.7,4.83,32.89,16.46,6.78,5.08,1.11
7215,NI HSIN RESOURCES BERHAD,0.15,0.055,0.225,0.0,11.0,92.36,1.44,1.08,0.11
7211,TAFI INDUSTRIES BERHAD,0.19,0.18,0.365,0.0,1.0,0.0,0.95,0.71,0.24
7209,CHEETAH HOLDINGS BERHAD,0.27,0.18,0.33,0.0,14.3,30.94,1.77,1.33,0.23
7208,EURO HOLDINGS BERHAD,0.72,0.08,0.98,0.0,-8.75,0.0,3.6,2.7,0.38
7205,COCOALAND HOLDINGS BERHAD,1.94,1.39,2.22,7.0,28.26,54.65,12.31,9.23,1.66
7203,WANG-ZHENG BERHAD,0.965,0.68,1.12,0.67,11.22,35.09,6.37,4.78,0.83
7202,CLASSIC SCENIC BERHAD,0.68,0.57,1.08,0.0,12.6,100.6,6.82,5.12,0.74
7200,TEK SENG HOLDINGS BERHAD,0.25,0.115,0.34,0.0,20.5,33.59,1.67,1.25,0.19
7186,SWS CAPITAL BERHAD,0.42,0.25,0.775,0.0,1.25,18.21,2.48,1.86,0.42
7184,G3 GLOBAL BERHAD,2.75,1.1,3.72,0.0,-46.5,0.0,13.75,10.31,1.96
7182,EKA NOODLES BERHAD,0.04,0.02,0.065,0.0,8.5,0.0,0.2,0.15,0.03
7180,SERN KOU RESOURCES BERHAD,0.9,0.44,0.98,96.8,61.75,0.0,0.9,0.68,0.62
7179,D.B.E. GURNEY RESOURCES BERHAD,0.025,0.02,0.035,143.01,-5.5,0.0,0.02,0.02,0.02
7176,TPC PLUS BERHAD,0.29,0.19,0.45,0.0,2.25,0.0,1.45,1.09,0.28
7174,CAB CAKARAN CORPORATION BERHAD,0.335,0.195,0.575,14.45,2.38,3.26,1.17,0.88,0.32
7168,PRG HOLDINGS BERHAD,0.185,0.055,1.3,0.0,38.0,61.57,1.45,1.09,0.47
7167,JOHORE TIN BERHAD,1.42,0.98,1.9,7.11,25.22,18.67,6.89,5.17,1.28
7154,CAELY HOLDINGS BHD,0.485,0.185,0.575,0.0,50.42,38.56,3.33,2.5,0.31
7152,JAYCORP BERHAD,0.785,0.68,1.22,4.46,17.24,65.99,5.71,4.28,0.86
7149,ENG KAH CORPORATION BERHAD,0.85,0.72,1.12,28.18,28.3,112.5,4.56,3.42,0.85
7139,NICHE CAPITAL EMAS HOLDINGS BERHAD,0.045,0.02,0.075,0.0,-6.71,0.0,0.2,0.15,0.04
7134,PWF CORPORATION BERHAD,0.54,0.35,0.87,18.55,28.05,34.77,2.25,1.69,0.52
7130,KUMPULAN POWERNET BERHAD,1.88,0.46,3.11,0.0,36.75,0.0,9.4,7.05,1.33
7129,ASIA FILE CORPORATION BHD,1.82,1.3,2.51,0.0,15.67,48.74,13.54,10.15,1.7
7128,CAM RESOURCES BERHAD,0.2,0.17,0.305,6.37,23.84,4.8,0.87,0.65,0.21
7126,LONDON BISCUITS BERHAD,0.02,0.01,0.395,0.0,6.19,0.0,0.1,0.08,0.14
7121,XIAN LENG HOLDINGS BERHAD,0.315,0.2,0.73,0.0,-9.25,0.0,1.6,1.2,0.37
7120,ACOUSTECH BERHAD,0.385,0.22,0.415,0.0,-26.25,84.12,3.5,2.62,0.28
7119,DEGEM BERHAD,1.04,0.76,1.13,0.0,9.65,17.69,6.12,4.59,0.88
7107,ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,0.71,0.45,0.82,0.0,29.7,43.98,5.11,3.83,0.57
7103,SPRITZER BHD,2.03,1.7,2.4,3.52,21.53,7.46,9.84,7.38,1.93
7094,EUROSPAN HOLDINGS BERHAD,0.45,0.32,0.5,0.0,-2.75,0.0,2.25,1.69,0.38
7089,LII HEN INDUSTRIES BHD.,2.31,1.57,3.29,26.39,17.25,27.57,7.7,5.78,2.14
7088,POH HUAT RESOURCES HOLDINGS BERHAD,1.0,0.69,1.589,2.42,13.23,25.15,5.82,4.36,0.99
7087,MAGNI-TECH INDUSTRIES BERHAD,1.87,1.24,2.74,7.65,25.43,20.28,9.06,6.8,1.74
7085,LTKM BERHAD,1.08,0.975,1.36,8.36,96.68,28.56,5.49,4.12,1.1
7084,QL RESOURCES BERHAD,8.3,6.5,8.65,3.84,38.82,23.5,45.84,34.38,7.21
7082,SYF RESOURCES BERHAD,0.175,0.135,0.225,0.0,3.66,1.62,0.91,0.68,0.16
7080,PERMAJU INDUSTRIES BERHAD,0.65,0.48,1.07,0.0,-20.25,0.0,3.25,2.44,0.67
7062,KHIND HOLDINGS BERHAD,1.55,1.25,1.75,0.0,23.68,24.48,9.65,7.24,1.42
7060,NEW HOONG FATT HOLDINGS BERHAD,1.98,1.85,2.86,0.0,13.48,37.95,13.66,10.24,2.18
7052,PADINI HOLDINGS BERHAD,2.64,1.78,3.9739999999999998,5.24,15.27,53.48,17.43,13.07,2.5
7048,ATLAN HOLDINGS BHD,3.76,3.72,4.49,0.0,17.86,79.46,33.74,25.3,3.97
7035,CCK CONSOLIDATED HOLDINGS BERHAD,0.53,0.3,0.61,16.88,54.95,26.47,2.15,1.61,0.4
7006,LATITUDE TREE HOLDINGS BERHAD,1.99,1.7,3.92,3.34,16.22,17.57,10.62,7.96,2.43
6939,FIAMMA HOLDINGS BERHAD,0.48,0.35,0.54,2.57,17.15,29.71,2.88,2.16,0.41
6599,AEON CO. (M) BHD,1.12,0.91,1.83,0.0,59.53,36.36,7.64,5.73,1.21
6432,APOLLO FOOD HOLDINGS BERHAD,3.3,2.45,4.09,0.0,18.64,78.99,29.53,22.15,2.99
6351,AMWAY (MALAYSIA) HOLDINGS BERHAD,4.9,4.5,6.16,0.0,20.49,70.33,41.73,31.3,5.05
6203,KHEE SAN BERHAD,0.315,0.165,0.56,3.64,12.3,0.0,1.42,1.06,0.3
6068,PCCS GROUP BERHAD,0.295,0.16,0.635,16.21,2.0,2.54,0.99,0.74,0.32
5983,MBM RESOURCES BHD,2.84,2.5,4.47,3.3,3.99,17.65,15.17,11.38,3.15
5908,DKSH HOLDINGS (MALAYSIA) BERHAD,2.56,1.68,2.99,6.58,12.14,20.68,12.81,9.61,2.11
5886,MINTYE BERHAD,1.31,0.76,1.36,0.0,27.74,128.88,14.99,11.24,0.96
5681,PETRONAS DAGANGAN BHD,19.68,17.5,26.409000000000002,1.0,27.23,61.91,154.67,116.0,20.44
5657,PARKSON HOLDINGS BERHAD,0.105,0.065,0.27,0.0,14.88,23.51,0.62,0.46,0.13
5592,GRAND CENTRAL ENTERPRISES BHD,0.39,0.3,0.5,0.0,-7.62,115.76,4.21,3.16,0.37
5584,YEE LEE CORPORATION BHD,2.06,1.7,2.35,0.67,10.07,14.57,11.57,8.68,1.91
5533,OCB BERHAD,0.365,0.3,0.56,0.0,-17.44,17.49,2.11,1.58,0.39
5517,SHANGRI-LA HOTELS (MALAYSIA) BERHAD,4.42,4.2,5.9,3.66,30.13,53.48,30.48,22.86,4.76
5278,RHONE MA HOLDINGS BERHAD,0.635,0.59,0.845,0.0,7.04,27.73,4.09,3.07,0.67
5275,MYNEWS HOLDINGS BERHAD,0.85,0.575,1.49,7.19,30.25,34.56,4.67,3.5,0.88
5260,ONLY WORLD GROUP HOLDINGS BERHAD,0.31,0.155,0.74,0.0,43.75,5.33,1.63,1.22,0.35
5250,7-ELEVEN MALAYSIA HOLDINGS BERHAD,1.3,1.21,1.56,0.7,37.5,24.1,7.91,5.93,1.33
5248,BERMAZ AUTO BERHAD,1.26,0.935,2.78,9.74,11.22,33.47,6.42,4.81,1.54
5247,KAREX BERHAD,0.555,0.26,0.645,0.0,41.0,28.26,3.59,2.69,0.39
5242,SOLID AUTOMOTIVE BERHAD,0.285,0.245,0.375,0.0,66.5,44.1,2.02,1.52,0.29
5238,AirAsia X Berhad,0.105,0.04,0.25,0.0,10.05,0.0,0.5,0.38,0.11
5231,PELIKAN INTERNATIONAL CORPORATION BERHAD,0.355,0.185,0.59,0.0,-6.25,1.48,1.83,1.37,0.32
5202,MSM MALAYSIA HOLDINGS BERHAD,0.665,0.23,1.78,0.0,-15.0,37.39,4.53,3.4,0.74
5196,BERJAYA FOOD BERHAD,1.11,1.0,1.8,0.0,27.11,0.0,5.55,4.16,1.26
5188,CHINA OUHUA WINERY HOLDINGS LIMITED,0.04,0.02,0.045,0.0,-0.35,0.0,0.2,0.15,0.03
5187,HB GLOBAL LIMITED,0.075,0.03,0.155,0.0,-0.4,12.53,0.45,0.34,0.07
5172,K-STAR SPORTS LIMITED,0.08,0.035,0.12,0.0,-0.35,0.0,0.4,0.3,0.06
5166,MINDA GLOBAL BERHAD,0.05,0.015,0.12,0.0,0.98,5.4,0.26,0.2,0.05
5160,HOMERITZ CORPORATION BERHAD,0.56,0.355,0.75,0.91,8.62,42.63,3.9,2.92,0.49
5159,YOONG ONN CORPORATION BERHAD,0.61,0.43,1.19,1.49,7.32,25.54,3.67,2.75,0.68
5157,SAUDEE GROUP BERHAD,0.185,0.08,0.4,0.0,5.0,0.0,0.9,0.68,0.19
5156,XIDELANG HOLDINGS LTD,0.06,0.055,0.175,73.49,14.87,2.99,0.08,0.06,0.09
5131,ZHULIAN CORPORATION BERHAD,1.25,0.95,1.636,1.01,14.74,64.08,9.96,7.47,1.18
5107,IQ GROUP HOLDINGS BERHAD,0.48,0.21,1.16,0.0,-7.5,24.6,2.99,2.24,0.52
5104,CNI HOLDINGS BERHAD,0.06,0.03,0.095,0.0,2.5,56.11,0.47,0.35,0.05
5102,GUAN CHONG BERHAD,2.42,1.5,4.197,34.1,22.25,22.08,6.67,5.0,2.39
5099,AIRASIA GROUP BERHAD,0.74,0.5,2.15,35.28,22.96,9.8,1.79,1.34,1.04
5081,ESTHETICS INTERNATIONAL GROUP BERHAD,0.49,0.39,0.675,0.0,29.22,44.03,3.53,2.65,0.48
5080,POH KONG HOLDINGS BERHAD,0.485,0.3,0.72,13.71,10.18,27.35,2.13,1.6,0.44
5079,GETS GLOBAL BERHAD,0.105,0.035,0.275,0.0,-0.62,0.0,0.5,0.38,0.11
5066,NTPM HOLDINGS BERHAD,0.545,0.295,0.615,0.0,28.25,61.41,4.44,3.33,0.4
5024,HUP SENG INDUSTRIES BERHAD,0.99,0.745,1.0,1.7,72.25,79.75,8.46,6.35,0.83
5022,PAOS HOLDINGS BERHAD,0.295,0.23,0.46,0.0,53.58,153.07,3.8,2.85,0.31
5016,WARISAN TC HOLDINGS BERHAD,1.3,1.3,2.25,84.87,120.0,26.79,1.85,1.39,1.61
5008,HARRISONS HOLDINGS (MALAYSIA) BERHAD,3.6,2.89,3.95,14.36,-2.7,39.42,17.09,12.82,3.24
4847,KONSORTIUM TRANSNASIONAL BERHAD,0.04,0.025,0.12,0.0,10.35,0.0,0.2,0.15,0.06
4715,GENTING MALAYSIA BERHAD,2.26,1.83,3.862,0.63,18.56,28.24,14.22,10.66,2.5
4707,NESTLE (MALAYSIA) BERHAD,139.8,120.0,149.9,1.84,39.2,93.76,1282.72,962.04,129.87
4588,UMW HOLDINGS BERHAD,2.07,1.65,5.559,0.0,-61.6,43.64,14.87,11.15,2.94
4405,TAN CHONG MOTOR HOLDINGS BERHAD,1.05,0.98,1.62,12.27,3.57,27.48,4.79,3.59,1.19
4219,BERJAYA LAND BERHAD,0.185,0.105,0.24,0.0,27.0,0.0,0.9,0.68,0.15
4197,SIME DARBY BERHAD,1.95,1.56,2.38,0.0,37.71,96.03,19.11,14.33,1.83
4162,BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD,13.16,9.26,34.78,0.0,17.79,98.64,130.71,98.03,17.68
4081,PAN MALAYSIA CORPORATION BERHAD,0.13,0.075,0.155,0.0,-2.0,43.48,0.93,0.7,0.1
4065,PPB GROUP BERHAD,16.54,15.0,19.96,0.75,20.18,24.99,101.07,75.8,16.64
4006,ORIENTAL HOLDINGS BERHAD,5.45,4.5,6.67,3.08,17.26,24.6,31.03,23.27,5.22
3905,MULPHA INTERNATIONAL BERHAD,1.45,1.1,2.35,0.0,0.41,0.0,7.25,5.44,1.51
3891,MALAYAN UNITED INDUSTRIES BERHAD,0.155,0.05,0.255,0.0,7.12,0.0,0.8,0.6,0.12
3859,MAGNUM BERHAD,2.19,1.7,2.9,0.0,21.92,105.38,22.49,16.87,2.1
3719,PANASONIC MANUFACTURING MALAYSIA BERHAD,31.3,22.82,41.2,5.52,16.96,41.05,188.41,141.31,28.89
3689,FRASER & NEAVE HOLDINGS BHD,31.7,24.12,36.0,2.12,21.86,61.34,240.22,180.16,28.04
3662,MALAYAN FLOUR MILLS BERHAD,0.58,0.335,0.78,0.0,21.32,94.4,5.64,4.23,0.48
3514,MARCO HOLDINGS BERHAD,0.105,0.08,0.125,8.31,12.0,42.3,0.57,0.43,0.09
3301,HONG LEONG INDUSTRIES BERHAD,8.35,6.04,11.6,9.14,18.19,44.84,46.88,35.16,7.87
3255,HEINEKEN MALAYSIA BERHAD,23.48,17.3,31.74,4.85,25.28,18.47,120.93,90.7,22.07
3182,GENTING BERHAD,3.94,2.91,6.9239999999999995,5.93,16.37,17.02,19.45,14.59,4.23
3026,DUTCH LADY MILK INDUSTRIES BERHAD,46.16,34.0,64.5,11.68,26.27,39.75,234.4,175.8,44.06
3018,OLYMPIA INDUSTRIES BERHAD,0.09,0.05,0.125,0.0,-2.25,0.0,0.45,0.34,0.07
2925,CYCLE & CARRIAGE BINTANG BERHAD,1.4,1.15,2.14,0.0,21.29,21.39,8.5,6.38,1.48
2836,CARLSBERG BREWERY MALAYSIA BERHAD,27.1,17.38,39.26,6.58,22.66,31.36,147.61,110.71,24.6
2828,C.I. HOLDINGS BERHAD,1.25,0.82,1.55,0.0,-11.75,26.87,7.93,5.95,1.06
2755,FCW HOLDINGS BERHAD,0.56,0.56,0.7,0.0,39.25,20.0,3.36,2.52,0.61
2658,AJINOMOTO (MALAYSIA) BERHAD,14.0,9.96,17.88,11.52,14.57,36.27,69.59,52.19,12.57
2097,EASTLAND EQUITY BHD,0.07,0.035,0.115,0.0,20.38,0.0,0.35,0.26,0.06
1643,LANDMARKS BERHAD,0.26,0.2,0.63,0.0,-7.75,0.0,1.3,0.98,0.34
1619,DRB-HICOM BERHAD,1.46,0.98,3.0,0.0,16.3,14.01,8.32,6.24,1.65
1562,BERJAYA SPORTS TOTO BERHAD,2.29,1.94,2.82,0.0,12.96,0.0,11.45,8.59,2.23
1481,ADVANCE SYNERGY BERHAD,0.125,0.07,0.24,0.0,3.0,15.13,0.69,0.52,0.13
1287,PAN MALAYSIA HOLDINGS BERHAD,0.16,0.045,0.16,0.0,-21.25,0.0,0.8,0.6,0.08
0197,WEGMANS HOLDINGS BERHAD,0.175,0.1,0.37,0.0,4.5,2.1,0.92,0.69,0.19
0186,PERAK TRANSIT BERHAD,0.185,0.125,0.27,20.27,7.0,11.91,0.61,0.46,0.17
0183,SALUTICA BERHAD,0.56,0.255,1.03,0.0,15.5,19.52,3.35,2.51,0.51
0136,GREENYIELD BERHAD,0.125,0.07,0.165,0.0,15.38,50.52,0.9,0.68,0.1
0049,OCEANCASH PACIFIC BERHAD,0.68,0.29,0.855,29.24,14.38,17.42,1.98,1.48,0.48
0037,RGB INTERNATIONAL BHD,0.135,0.1,0.225,16.76,11.75,10.45,0.48,0.36,0.14
0012,THREE-A RESOURCES BERHAD,0.76,0.53,0.92,7.45,25.79,23.81,3.81,2.86,0.66
9717,SYCAL VENTURES BERHAD,0.2,0.175,0.26,0.0,11.29,0.0,1.0,0.75,0.2
