code,category,current_price,52w low,52w high,market cap,NTA
5069,Plantation,5.5,5.1,7.0,514.3M,5.99
0168,Industrial Products & Services,0.42,0.42,0.79,216.7M,0.41
9288,Consumer Products & Services,0.605,0.23,1.06,122.0M,1.9295
7036,Industrial Products & Services,0.015,0.015,0.05,80.1M,0.13
8133,Transportation & Logistics,1.03,1.03,1.4,255.9M,0.47
2771,Industrial Products & Services,0.545,0.53,1.4,"1,104.7M",1.85
5254,Plantation,0.4,0.375,0.835,896.0M,1.14
6297,Industrial Products & Services,1.04,1.03,1.24,124.8M,1.97
5100,Industrial Products & Services,0.93,0.92,1.13,174.5M,1.02
9474,Consumer Products & Services,0.105,0.075,0.39,24.8M,-0.09
8761,Construction,0.68,0.67,0.8,234.9M,1.7
9938,Industrial Products & Services,0.16,0.14,0.56,32.9M,0.57
4162,Consumer Products & Services,11.04,10.22,37.0,"3,152.3M",1.36
7221,Industrial Products & Services,0.19,0.185,0.43,18.6M,1.12
7188,Industrial Products & Services,0.09,0.085,0.23,12.7M,0.16
5210,Energy,0.16,0.125,0.555,940.2M,0.55
1818,Financial Services,5.14,5.1,7.13,"4,155.7M",0.94
2828,Consumer Products & Services,1.06,1.06,1.55,171.7M,1.35
7174,Consumer Products & Services,0.26,0.24,0.65,179.5M,0.67
7154,Consumer Products & Services,0.325,0.285,1.19,53.4M,0.52
2852,Industrial Products & Services,1.68,1.61,3.92,"1,805.0M",2.46
7128,Consumer Products & Services,0.22,0.2,0.305,43.3M,0.58
5105,Industrial Products & Services,2.5,2.4,3.99,480.4M,9.019
5180,Real Estate Investment Trusts,0.93,0.9,1.14,"1,908.1M",1.2378
5257,Energy,0.505,0.445,1.47,118.1M,0.7425
5245,Consumer Products & Services,2.58,1.86,2.59,561.7M,0.67
2836,Consumer Products & Services,22.82,21.72,39.26,"6,977.2M",0.51
7076,Industrial Products & Services,0.82,0.75,1.25,441.4M,1.44
7035,Consumer Products & Services,0.4,0.365,0.655,252.3M,0.44
5195,Technology,0.1,0.065,0.16,50.2M,0.2609
8052,Industrial Products & Services,0.41,0.33,0.6,36.9M,0.53
8982,Plantation,0.44,0.41,0.74,140.1M,1.11
7209,Consumer Products & Services,0.3,0.24,0.34,38.3M,1.1
2879,Industrial Products & Services,0.93,0.92,2.19,156.0M,1.93
5273,Industrial Products & Services,0.51,0.5,0.92,283.8M,0.77
7187,Transportation & Logistics,0.3,0.265,0.365,89.1M,0.4
1929,Plantation,5.85,5.85,7.15,534.5M,7.47
5007,Industrial Products & Services,1.02,1.0,1.93,305.5M,1.96
5229,Industrial Products & Services,0.01,0.01,0.01,13.6M,0.35
5188,Consumer Products & Services,0.025,0.025,0.055,16.7M,0.19
5797,Industrial Products & Services,0.935,0.9,1.71,123.1M,3.83
7016,Industrial Products & Services,0.295,0.23,0.5,49.8M,1.81
1023,Financial Services,4.01,3.95,5.52,"39,791.1M",5.6674
7117,Transportation & Logistics,0.3,0.285,0.47,118.3M,0.81
7202,Consumer Products & Services,0.755,0.75,1.14,91.0M,0.77
7018,Industrial Products & Services,0.025,0.025,0.045,14.6M,0.0654
7986,Industrial Products & Services,0.41,0.35,0.5,20.5M,0.89
5104,Consumer Products & Services,0.05,0.04,0.095,36.0M,0.1
5071,Energy,0.73,0.7,1.51,390.8M,2.2505
7205,Consumer Products & Services,1.7,1.68,2.22,389.0M,1.09
2127,Industrial Products & Services,0.85,0.75,1.02,495.5M,0.52
7195,Industrial Products & Services,0.125,0.045,0.31,17.5M,0.1964
5136,Transportation & Logistics,0.665,0.565,0.97,84.5M,1.1
5037,Industrial Products & Services,0.02,0.015,0.03,50.2M,0.04
8044,Industrial Products & Services,1.1,1.1,1.26,45.1M,1.1
8435,Industrial Products & Services,0.85,0.4,0.885,63.4M,1.27
5738,Property,0.96,0.9,1.58,264.7M,3.0
5049,Property,1.28,1.21,1.56,128.0M,4.06
6718,Property,0.96,0.945,1.44,269.2M,3.22
8591,Construction,0.705,0.69,1.21,124.7M,3.02
5094,Industrial Products & Services,0.835,0.8,1.19,317.3M,2.23
0051,Technology,0.065,0.06,0.25,55.9M,0.1
9423,Consumer Products & Services,0.32,0.32,0.51,40.4M,0.67
2925,Consumer Products & Services,1.43,1.2,2.14,144.1M,2.47
7157,Industrial Products & Services,0.35,0.295,0.48,35.0M,0.6329
5082,Industrial Products & Services,0.23,0.23,0.36,17.3M,0.73
5184,Industrial Products & Services,0.88,0.805,1.75,411.3M,1.62
7204,Technology,0.59,0.49,0.925,664.2M,0.3178
7179,Consumer Products & Services,0.025,0.02,0.035,70.9M,0.02
4456,Technology,0.135,0.13,0.32,237.3M,0.27
8125,Industrial Products & Services,1.99,1.58,2.6,652.5M,0.71
3484,Property,0.3,0.255,0.565,95.5M,0.61
5276,Industrial Products & Services,0.36,0.34,0.68,109.4M,0.42
8338,Technology,0.105,0.1,0.28,48.7M,0.04
5216,Technology,0.87,0.43,1.69,"1,174.5M",0.2106
0091,Energy,0.005,0.005,0.02,10.2M,-0.0844
5141,Energy,1.16,0.86,3.01,"1,231.1M",1.36
7119,Consumer Products & Services,1.07,0.76,1.13,143.4M,1.94
5132,Energy,0.505,0.48,1.16,202.8M,0.87
7212,Industrial Products & Services,0.12,0.12,0.355,147.6M,0.2398
7277,Energy,3.2,2.75,3.57,"18,053.3M",0.703
6947,Telecommunications & Media,4.1,3.89,5.1,"31,877.5M",0.08
0029,Technology,0.03,0.02,0.06,19.7M,0.09
7528,Construction,1.64,1.53,1.9,152.0M,4.32
5908,Consumer Products & Services,2.39,2.1,2.99,376.8M,3.9344
7114,Industrial Products & Services,0.23,0.185,0.66,60.3M,0.47
5835,Industrial Products & Services,0.075,0.075,0.28,23.5M,0.04
5265,Industrial Products & Services,0.045,0.04,0.18,11.0M,9.8
7169,Industrial Products & Services,1.17,1.07,1.3,193.3M,1.69
7198,Property,0.055,0.05,0.095,32.3M,0.21
1619,Consumer Products & Services,1.54,1.46,3.0,"2,977.2M",3.62
7233,Industrial Products & Services,3.54,1.39,5.0,931.7M,0.84
7148,Health Care,1.36,1.08,1.78,930.8M,0.77
3948,Plantation,0.365,0.335,0.55,308.8M,1.5
3026,Consumer Products & Services,40.3,39.66,64.5,"2,579.2M",2.26
7165,Industrial Products & Services,0.185,0.16,2.0,43.1M,0.4743
5178,Industrial Products & Services,0.04,0.035,0.1,21.5M,0.1019
5259,Transportation & Logistics,0.26,0.23,0.525,137.9M,0.52
3417,Property,0.415,0.4,0.935,604.6M,1.38
2097,Consumer Products & Services,0.065,0.065,0.12,21.1M,0.58
2143,Financial Services,0.27,0.18,0.32,129.6M,0.42
8206,Property,0.445,0.43,0.97,"1,310.2M",1.54
5283,Property,0.575,0.5,1.14,"1,380.0M",1.12
0059,Telecommunications & Media,0.145,0.125,0.31,45.5M,0.3537
3557,Property,0.375,0.29,0.39,303.2M,0.429
5253,Construction,0.485,0.42,0.88,648.7M,0.3
5036,Technology,0.295,0.28,0.605,17.7M,0.4352
7471,Utilities,0.175,0.12,0.375,70.6M,0.78
0064,Industrial Products & Services,0.06,0.06,0.26,42.5M,0.17
8907,Industrial Products & Services,0.265,0.255,0.505,72.9M,1.33
5208,Industrial Products & Services,1.23,1.19,1.6,159.9M,1.38
7182,Consumer Products & Services,0.04,0.035,0.065,12.5M,-0.11
8877,Construction,0.465,0.425,1.04,"1,234.5M",0.96
9016,Industrial Products & Services,0.595,0.56,0.82,97.7M,2.68
5228,Financial Services,1.4,1.33,1.77,416.0M,1.41
0090,Technology,0.54,0.505,1.08,361.5M,0.17
9091,Consumer Products & Services,0.115,0.1,0.25,12.1M,0.43
6076,Property,0.28,0.205,0.4,85.8M,1.18
7149,Consumer Products & Services,0.9,0.765,1.12,63.7M,1.0
5056,Industrial Products & Services,0.675,0.56,0.91,299.2M,1.58
8613,Property,1.2,0.9,1.55,163.4M,0.9
7217,Industrial Products & Services,0.24,0.23,0.53,45.2M,1.31
7773,Industrial Products & Services,0.32,0.31,0.405,53.1M,1.66
5081,Consumer Products & Services,0.49,0.46,0.675,116.2M,0.75
6815,Property,0.53,0.495,0.765,67.8M,2.69
7208,Consumer Products & Services,0.2,0.08,0.235,53.5M,0.2322
7094,Consumer Products & Services,0.36,0.32,0.48,16.0M,0.9814
5101,Industrial Products & Services,0.145,0.13,0.405,122.7M,1.38
5205,Construction,0.23,0.225,0.56,179.7M,1.18
7249,Property,0.3,0.265,0.74,90.5M,0.88
0065,Technology,0.335,0.275,0.745,206.2M,0.16
2984,Industrial Products & Services,1.29,1.13,1.44,109.9M,2.69
7047,Construction,0.29,0.23,0.52,108.4M,0.8336
5029,Plantation,2.5,2.44,2.86,"1,484.6M",1.95
6041,Property,0.26,0.21,0.4,43.8M,1.03
7229,Industrial Products & Services,2.35,2.11,3.02,526.3M,3.19
2755,Consumer Products & Services,0.6,0.6,0.95,150.0M,0.63
8605,Consumer Products & Services,0.235,0.21,0.53,25.6M,0.9857
5222,Plantation,0.895,0.845,1.59,"3,265.1M",1.15
6939,Consumer Products & Services,0.44,0.43,0.54,224.4M,1.01
0149,Industrial Products & Services,0.255,0.245,0.44,25.0M,0.51
3107,Industrial Products & Services,1.32,1.32,1.96,323.7M,2.32
9318,Industrial Products & Services,0.255,0.205,0.525,122.5M,0.8246
5197,Industrial Products & Services,0.815,0.8,1.69,87.1M,1.61
9172,Consumer Products & Services,1.44,1.36,1.86,356.2M,1.25
5277,Industrial Products & Services,0.61,0.285,1.01,330.7M,0.1731
3689,Consumer Products & Services,28.7,28.1,36.96,"10,526.5M",7.24
7210,Transportation & Logistics,0.5,0.455,0.7,139.6M,1.04
0128,Technology,1.7,0.92,2.68,"1,790.8M",0.36
9377,Technology,0.07,0.03,0.1,9.9M,0.04
7184,Consumer Products & Services,1.86,0.71,3.72,870.6M,0.09
5226,Construction,0.945,0.925,1.54,467.4M,1.04
9261,Construction,0.4,0.37,0.96,291.2M,1.11
5398,Construction,2.95,2.79,4.3,"7,413.9M",3.35
5209,Utilities,2.68,2.57,2.96,"3,441.1M",0.8123
0078,Transportation & Logistics,0.16,0.15,0.375,902.6M,0.09
7197,Industrial Products & Services,0.355,0.31,0.685,28.4M,1.24
3182,Consumer Products & Services,3.99,3.93,7.08,"15,468.8M",9.18
4715,Consumer Products & Services,2.43,2.37,4.0,"14,429.4M",3.27
2291,Plantation,9.15,8.8,11.14,"8,210.8M",5.43
3204,Construction,0.655,0.52,1.38,368.9M,0.9178
5079,Consumer Products & Services,0.075,0.075,0.415,9.5M,0.31
0021,Technology,1.59,1.24,1.8,"1,191.2M",0.6039
1147,Property,0.18,0.155,0.29,81.8M,0.64
5220,Industrial Products & Services,0.35,0.3,0.515,94.2M,0.88
7022,Technology,1.66,1.45,2.48,"1,111.3M",0.44
5020,Property,0.3,0.285,0.395,240.0M,1.41
7382,Plantation,0.39,0.35,0.52,86.9M,1.96
5649,Industrial Products & Services,0.18,0.165,0.305,24.6M,0.47
7192,Industrial Products & Services,0.15,0.145,0.24,23.7M,0.11
2135,Plantation,0.695,0.53,0.74,187.0M,1.07
7096,Industrial Products & Services,0.08,0.075,0.145,78.4M,0.11
5592,Consumer Products & Services,0.42,0.41,0.5,82.7M,1.08
7010,Property,0.365,0.355,0.64,14.6M,1.08
0056,Technology,0.23,0.195,0.3,114.5M,0.2
0082,Telecommunications & Media,0.59,0.305,0.935,552.1M,0.29
0136,Consumer Products & Services,0.1,0.09,0.165,33.4M,0.162
9962,Property,0.24,0.215,0.35,90.1M,0.95
5102,Consumer Products & Services,1.95,1.88,5.03,"1,967.7M",0.9433
3247,Industrial Products & Services,0.34,0.34,0.525,94.5M,1.83
7676,Transportation & Logistics,0.445,0.265,0.655,107.2M,0.376
1503,Property,0.59,0.52,0.8,413.3M,1.8738
7668,Consumer Products & Services,1.6,1.56,2.77,480.5M,1.03
7253,Energy,0.245,0.22,0.51,53.6M,0.48
3034,Industrial Products & Services,7.7,7.36,10.26,"19,170.5M",2.95
5138,Plantation,1.45,1.4,2.14,"1,160.0M",2.07
2062,Transportation & Logistics,0.555,0.505,0.75,222.2M,1.03
7501,Plantation,0.46,0.38,0.8,85.3M,1.46
5008,Consumer Products & Services,3.4,3.3,3.98,232.9M,4.61
5168,Health Care,6.06,4.52,6.69,"20,493.2M",0.73
5187,Consumer Products & Services,0.04,0.04,0.155,18.7M,0.43
7105,Property,1.25,1.2,1.3,529.9M,0.49
3255,Consumer Products & Services,21.9,20.76,31.74,"6,615.9M",1.3
5028,Technology,0.77,0.68,1.44,77.9M,1.03
5121,Real Estate Investment Trusts,0.8,0.73,1.16,369.6M,1.3192
4324,Energy,2.97,2.72,6.4,891.0M,6.7045
5095,Industrial Products & Services,0.33,0.31,0.73,187.4M,0.77
5151,Industrial Products & Services,0.58,0.52,1.0,476.0M,0.23
3298,Industrial Products & Services,0.78,0.66,0.845,156.3M,1.08
5072,Industrial Products & Services,0.135,0.13,0.33,181.5M,0.64
5199,Energy,0.375,0.345,1.24,595.6M,0.81
8443,Industrial Products & Services,0.54,0.48,0.635,180.4M,1.05
5169,Construction,0.405,0.38,0.695,167.0M,1.05
9601,Industrial Products & Services,0.095,0.07,0.14,43.7M,0.07
5165,Industrial Products & Services,0.4,0.34,0.81,35.2M,0.6338
6238,Construction,1.13,1.13,1.51,658.4M,1.4885
5160,Consumer Products & Services,0.545,0.5,0.75,163.5M,0.55
5819,Financial Services,13.3,13.0,21.28,"28,830.7M",12.73
5274,Financial Services,9.38,9.38,9.6,"2,518.3M",3.27
1082,Financial Services,13.5,13.5,19.56,"15,491.5M",17.43
3301,Consumer Products & Services,7.97,7.97,11.6,"2,613.4M",5.48
5291,Industrial Products & Services,0.34,0.31,0.58,111.7M,0.36
0185,Industrial Products & Services,0.435,0.43,1.29,215.7M,0.43
5062,Property,0.255,0.22,0.465,89.8M,1.61
7013,Transportation & Logistics,0.04,0.035,0.065,152.8M,0.05
5000,Industrial Products & Services,1.2,0.66,1.86,595.8M,0.83
5024,Consumer Products & Services,0.84,0.815,1.03,672.0M,0.19
8478,Consumer Products & Services,0.25,0.22,0.35,18.7M,0.3005
4251,Property,0.15,0.14,0.45,167.5M,1.02
5084,Property,0.49,0.49,0.72,243.2M,0.7255
5108,Closed-End Fund,1.99,1.99,2.47,278.6M,3.18
5255,Energy,0.055,0.035,2.0,145.3M,0.0415
9113,Consumer Products & Services,0.275,0.245,0.49,89.0M,0.3
9687,Property,1.17,0.99,1.9,544.1M,1.1922
5606,Property,3.1,2.5,4.06,"2,754.4M",5.3037
5227,Real Estate Investment Trusts,1.85,1.76,2.1,"6,570.9M",1.0663
5225,Health Care,5.38,5.13,5.95,"47,204.1M",2.55
3336,Construction,1.55,1.49,2.51,"5,640.9M",2.64
2216,Plantation,1.39,1.35,2.48,"1,224.0M",1.53
5268,Construction,0.025,0.015,0.29,14.7M,0.08
7222,Industrial Products & Services,2.28,1.85,2.33,182.4M,1.62
7243,Consumer Products & Services,0.095,0.015,0.305,72.9M,0.066
0166,Technology,1.28,1.15,2.09,"4,146.3M",0.359
2607,Plantation,0.575,0.55,0.655,241.9M,1.68
9393,Technology,0.05,0.05,0.13,6.7M,0.11
6262,Plantation,0.56,0.55,0.995,268.2M,0.66
3379,Financial Services,0.6,0.58,0.92,416.0M,2.68
0192,Construction,0.205,0.195,0.325,109.7M,0.256
5614,Transportation & Logistics,0.275,0.26,0.48,53.6M,0.953
1961,Plantation,3.67,3.52,4.82,"23,066.1M",1.48
5249,Property,0.925,0.925,1.49,"5,093.2M",3.43
5673,Industrial Products & Services,0.28,0.28,0.53,20.3M,0.72
5107,Consumer Products & Services,0.395,0.32,1.21,34.8M,1.44
7183,Industrial Products & Services,0.07,0.04,0.16,12.9M,0.27
8834,Construction,0.405,0.34,0.61,75.6M,0.57
1589,Property,0.44,0.39,1.32,368.5M,0.96
5175,Property,0.15,0.125,0.22,73.5M,0.83
7043,Industrial Products & Services,0.92,0.92,1.25,116.6M,0.72
7223,Consumer Products & Services,0.035,0.035,0.075,36.3M,0.13
4723,Construction,0.83,0.66,1.57,540.4M,1.52
8648,Industrial Products & Services,0.09,0.09,0.125,40.5M,0.15
4383,Plantation,0.39,0.37,1.12,379.8M,1.25
7152,Consumer Products & Services,0.88,0.8,1.22,120.8M,1.23
0058,Industrial Products & Services,1.27,1.25,1.56,175.0M,2.4
5161,Technology,0.2,0.16,0.365,417.4M,0.4281
8931,Consumer Products & Services,0.28,0.25,0.42,23.0M,1.89
8923,Property,0.32,0.285,0.38,53.4M,0.33
6769,Property,0.055,0.055,0.09,125.1M,0.21
3441,Financial Services,0.055,0.055,0.115,34.3M,0.1064
7167,Consumer Products & Services,1.21,1.1,1.9,375.7M,1.1
5172,Consumer Products & Services,0.07,0.055,0.12,31.2M,0.0568
5192,Industrial Products & Services,0.33,0.315,0.59,31.7M,0.81
8672,Consumer Products & Services,0.21,0.21,0.38,41.6M,1.12
5247,Consumer Products & Services,0.365,0.335,0.665,365.9M,0.48
0054,Industrial Products & Services,0.13,0.115,0.2,61.8M,0.22
7216,Consumer Products & Services,1.09,1.04,1.79,391.9M,0.9
3476,Industrial Products & Services,4.01,3.95,4.9,"1,449.5M",6.25
7199,Industrial Products & Services,0.355,0.355,0.625,38.7M,1.04
0151,Industrial Products & Services,0.965,0.865,1.43,300.6M,0.4988
7323,Property,0.5,0.475,0.685,95.9M,1.78
6483,Financial Services,0.4,0.39,0.62,289.1M,1.29
7161,Construction,1.09,1.03,1.49,"1,353.7M",0.87
7077,Property,0.65,0.165,0.945,130.1M,0.105
9334,Technology,7.39,6.66,12.0,317.9M,8.4023
0143,Technology,0.03,0.03,0.15,28.5M,0.0286
6203,Consumer Products & Services,0.285,0.165,0.675,32.6M,0.66
7062,Consumer Products & Services,1.55,1.25,1.75,62.1M,3.3
6211,Industrial Products & Services,0.21,0.13,0.3,13.0M,0.918
5371,Industrial Products & Services,0.85,0.765,1.25,132.3M,2.89
5027,Plantation,1.08,1.05,1.64,"1,010.2M",0.77
5171,Construction,0.85,0.82,1.49,288.8M,2.1202
5060,Industrial Products & Services,0.005,0.005,0.005,5.2M,-0.72
5280,Real Estate Investment Trusts,0.82,0.795,0.915,414.3M,1.0336
9466,Industrial Products & Services,1.68,1.2,2.37,433.1M,1.31
5235SS,Real Estate Investment Trusts,8.04,7.68,8.48,"14,514.9M",7.32
2453,Plantation,3.3,3.0,3.65,208.5M,10.2472
7164,Energy,0.12,0.11,0.475,317.4M,0.67
5035,Industrial Products & Services,0.49,0.43,0.85,48.8M,2.2728
6971,Industrial Products & Services,1.56,1.35,2.04,159.3M,1.85
7017,Industrial Products & Services,0.205,0.18,0.39,42.1M,0.3
4847,Consumer Products & Services,0.05,0.04,0.195,20.1M,0.04
7153,Health Care,5.08,3.44,5.43,"6,497.0M",1.11
0002,Health Care,1.98,1.63,2.33,287.5M,1.25
5878,Health Care,0.91,0.87,1.05,"4,042.1M",0.43
9121,Industrial Products & Services,0.455,0.4,0.54,67.3M,1.83
1996,Plantation,0.375,0.3,0.475,872.9M,0.26
5038,Property,0.585,0.56,0.94,606.9M,3.01
2445,Plantation,18.7,17.54,25.78,"20,215.0M",9.59
6874,Industrial Products & Services,0.25,0.22,0.45,139.1M,0.6
2186,Financial Services,1.3,1.29,2.15,160.9M,3.6628
6491,Industrial Products & Services,1.31,1.28,1.8,369.7M,2.86
7033,Industrial Products & Services,1.03,0.95,1.32,41.8M,2.579
9083,Industrial Products & Services,0.115,0.1,0.195,24.3M,0.3785
5843,Industrial Products & Services,0.41,0.395,1.69,220.3M,1.78
7130,Consumer Products & Services,1.98,0.295,3.11,165.9M,0.36
6572,Plantation,0.565,0.55,0.9,176.1M,3.5807
8362,Industrial Products & Services,0.26,0.2,0.4,39.0M,0.6
3174,Property,0.1,0.09,0.17,297.3M,0.3618
1643,Consumer Products & Services,0.34,0.32,0.63,179.8M,3.38
7006,Consumer Products & Services,2.47,2.4,4.05,240.1M,5.95
9385,Consumer Products & Services,0.31,0.3,0.53,204.7M,0.52
9326,Industrial Products & Services,0.405,0.38,0.615,100.6M,1.2
8494,Property,0.47,0.345,1.05,47.7M,1.39
5789,Property,0.415,0.37,0.66,650.4M,0.89
9881,Industrial Products & Services,0.255,0.22,0.36,32.6M,1.19
9628,Construction,0.95,0.735,1.11,129.7M,0.9383
8079,Consumer Products & Services,0.5,0.45,0.95,83.9M,0.35
5232,Industrial Products & Services,0.3,0.28,0.57,93.0M,1.13
6633,Consumer Products & Services,0.55,0.48,1.19,"2,007.5M",0.4496
8745,Industrial Products & Services,0.145,0.13,0.26,46.7M,0.2
7170,Industrial Products & Services,0.13,0.095,0.3,26.6M,0.17
3573,Property,0.235,0.21,0.3,85.0M,1.41
7089,Consumer Products & Services,2.42,2.34,3.29,435.6M,2.08
6645,Transportation & Logistics,4.35,4.13,5.0,"2,311.3M",2.07
4235,Industrial Products & Services,0.245,0.215,0.665,175.9M,2.12
8486,Industrial Products & Services,0.285,0.285,0.48,66.0M,2.42
7126,Consumer Products & Services,0.02,0.01,0.42,5.8M,-0.25
5284,Industrial Products & Services,1.38,1.3,4.38,"3,184.8M",5.26
8303,Consumer Products & Services,0.11,0.08,0.2,75.9M,0.07
8621,Financial Services,14.04,13.54,16.28,"5,593.3M",4.9234
7085,Consumer Products & Services,1.2,0.975,1.36,156.1M,1.98
5068,Industrial Products & Services,0.07,0.065,0.105,145.3M,0.09
5143,Industrial Products & Services,0.45,0.435,0.6,403.1M,0.34
9199,Industrial Products & Services,2.4,2.11,2.7,99.8M,3.71
1198,Financial Services,0.695,0.68,1.07,189.9M,1.79
7617,Property,0.845,0.72,1.25,283.0M,1.46
7087,Consumer Products & Services,1.79,1.67,7.11,776.8M,1.37
3859,Consumer Products & Services,2.09,2.0,2.9,"3,004.9M",1.74
8583,Property,0.465,0.445,0.97,"1,128.9M",1.44
8141,Property,0.31,0.18,0.415,87.7M,0.67
5264,Utilities,0.815,0.745,0.96,"4,075.0M",1.12
1155,Financial Services,7.88,7.85,9.55,"88,581.9M",7.2563
3794,Industrial Products & Services,2.64,2.14,4.57,"2,243.2M",2.8
3662,Consumer Products & Services,0.465,0.44,0.855,466.9M,1.09
